#              p[0],               p[1],               p[2],             energy,               error
 3.000000000000e+00, 8.000000000000e-01, 8.000000000000e-01, 2.252644349703e+00, 2.077699719406e-02
 3.000000000000e+00, 8.000000000000e-01, 8.700000000000e-01, 1.700625202799e+00, 1.854571110495e-02
 3.000000000000e+00, 8.000000000000e-01, 9.400000000000e-01, 1.463304806696e+00, 1.739995327875e-02
 3.000000000000e+00, 8.000000000000e-01, 1.010000000000e+00, 1.384035338720e+00, 1.715119354754e-02
 3.000000000000e+00, 8.000000000000e-01, 1.080000000000e+00, 1.382954761345e+00, 2.105958511712e-02
 3.000000000000e+00, 8.000000000000e-01, 1.150000000000e+00, 1.390371146161e+00, 1.927443757963e-02
 3.000000000000e+00, 8.000000000000e-01, 1.220000000000e+00, 1.428038289624e+00, 2.136308960618e-02
 3.000000000000e+00, 8.000000000000e-01, 1.290000000000e+00, 1.385001847338e+00, 1.860864275295e-02
 3.000000000000e+00, 8.000000000000e-01, 1.360000000000e+00, 1.413676755191e+00, 1.834100084508e-02
 3.000000000000e+00, 8.000000000000e-01, 1.430000000000e+00, 1.441376870495e+00, 1.880960803178e-02
 3.000000000000e+00, 8.700000000000e-01, 8.000000000000e-01, 1.557885370727e+00, 1.194880672791e-02
 3.000000000000e+00, 8.700000000000e-01, 8.700000000000e-01, 1.017649983459e+00, 8.534513385212e-03
 3.000000000000e+00, 8.700000000000e-01, 9.400000000000e-01, 7.901468176945e-01, 6.547816444878e-03
 3.000000000000e+00, 8.700000000000e-01, 1.010000000000e+00, 7.272852899037e-01, 6.897557032832e-03
 3.000000000000e+00, 8.700000000000e-01, 1.080000000000e+00, 7.122714472361e-01, 7.740672014644e-03
 3.000000000000e+00, 8.700000000000e-01, 1.150000000000e+00, 7.135759602267e-01, 7.166369006443e-03
 3.000000000000e+00, 8.700000000000e-01, 1.220000000000e+00, 7.141205473444e-01, 7.167964026759e-03
 3.000000000000e+00, 8.700000000000e-01, 1.290000000000e+00, 7.303322586782e-01, 7.026820247234e-03
 3.000000000000e+00, 8.700000000000e-01, 1.360000000000e+00, 7.395424833175e-01, 6.937267998877e-03
 3.000000000000e+00, 8.700000000000e-01, 1.430000000000e+00, 7.531477811994e-01, 8.610660497764e-03
 3.000000000000e+00, 9.400000000000e-01, 8.000000000000e-01, 1.300883894885e+00, 1.047591556283e-02
 3.000000000000e+00, 9.400000000000e-01, 8.700000000000e-01, 7.454247079079e-01, 4.712299245948e-03
 3.000000000000e+00, 9.400000000000e-01, 9.400000000000e-01, 5.363409172736e-01, 2.831290242337e-03
 3.000000000000e+00, 9.400000000000e-01, 1.010000000000e+00, 4.632569060135e-01, 2.605634399019e-03
 3.000000000000e+00, 9.400000000000e-01, 1.080000000000e+00, 4.415666908760e-01, 2.943116100508e-03
 3.000000000000e+00, 9.400000000000e-01, 1.150000000000e+00, 4.432142751017e-01, 2.606205986361e-03
 3.000000000000e+00, 9.400000000000e-01, 1.220000000000e+00, 4.594668211009e-01, 2.869856983799e-03
 3.000000000000e+00, 9.400000000000e-01, 1.290000000000e+00, 4.692161641031e-01, 2.643626232572e-03
 3.000000000000e+00, 9.400000000000e-01, 1.360000000000e+00, 4.856967577478e-01, 2.876632966314e-03
 3.000000000000e+00, 9.400000000000e-01, 1.430000000000e+00, 4.969327744173e-01, 2.710298419291e-03
 3.000000000000e+00, 1.010000000000e+00, 8.000000000000e-01, 1.181075453653e+00, 1.018642716888e-02
 3.000000000000e+00, 1.010000000000e+00, 8.700000000000e-01, 6.500432343179e-01, 4.325180063424e-03
 3.000000000000e+00, 1.010000000000e+00, 9.400000000000e-01, 4.364754352112e-01, 1.561902581957e-03
 3.000000000000e+00, 1.010000000000e+00, 1.010000000000e+00, 3.663228236329e-01, 9.851157158633e-04
 3.000000000000e+00, 1.010000000000e+00, 1.080000000000e+00, 3.471569402894e-01, 9.342114536639e-04
 3.000000000000e+00, 1.010000000000e+00, 1.150000000000e+00, 3.517339841020e-01, 1.060323499277e-03
 3.000000000000e+00, 1.010000000000e+00, 1.220000000000e+00, 3.617438480478e-01, 1.029767153127e-03
 3.000000000000e+00, 1.010000000000e+00, 1.290000000000e+00, 3.760676707041e-01, 1.035064171316e-03
 3.000000000000e+00, 1.010000000000e+00, 1.360000000000e+00, 3.881178387763e-01, 1.032598033249e-03
 3.000000000000e+00, 1.010000000000e+00, 1.430000000000e+00, 4.019953583709e-01, 1.096210958212e-03
 3.000000000000e+00, 1.080000000000e+00, 8.000000000000e-01, 1.147802237617e+00, 1.029831738928e-02
 3.000000000000e+00, 1.080000000000e+00, 8.700000000000e-01, 6.114461498329e-01, 3.802820485027e-03
 3.000000000000e+00, 1.080000000000e+00, 9.400000000000e-01, 4.092631103971e-01, 1.337029620196e-03
 3.000000000000e+00, 1.080000000000e+00, 1.010000000000e+00, 3.363608461330e-01, 4.264006399193e-04
 3.000000000000e+00, 1.080000000000e+00, 1.080000000000e+00, 3.182124852082e-01, 2.578780457696e-04
 3.000000000000e+00, 1.080000000000e+00, 1.150000000000e+00, 3.222096586137e-01, 3.712550114309e-04
 3.000000000000e+00, 1.080000000000e+00, 1.220000000000e+00, 3.333570751184e-01, 4.166268688432e-04
 3.000000000000e+00, 1.080000000000e+00, 1.290000000000e+00, 3.472180800165e-01, 4.644826057402e-04
 3.000000000000e+00, 1.080000000000e+00, 1.360000000000e+00, 3.603516421358e-01, 4.738389255290e-04
 3.000000000000e+00, 1.080000000000e+00, 1.430000000000e+00, 3.741089758687e-01, 4.892228083251e-04
 3.000000000000e+00, 1.150000000000e+00, 8.000000000000e-01, 1.142290154061e+00, 1.022692151063e-02
 3.000000000000e+00, 1.150000000000e+00, 8.700000000000e-01, 6.090504837703e-01, 3.753137369755e-03
 3.000000000000e+00, 1.150000000000e+00, 9.400000000000e-01, 4.069122412520e-01, 1.493534236295e-03
 3.000000000000e+00, 1.150000000000e+00, 1.010000000000e+00, 3.356882940339e-01, 3.580081474750e-04
 3.000000000000e+00, 1.150000000000e+00, 1.080000000000e+00, 3.173838607979e-01, 1.917532279386e-04
 3.000000000000e+00, 1.150000000000e+00, 1.150000000000e+00, 3.202837741007e-01, 3.135833296742e-04
 3.000000000000e+00, 1.150000000000e+00, 1.220000000000e+00, 3.323770648905e-01, 3.594555588209e-04
 3.000000000000e+00, 1.150000000000e+00, 1.290000000000e+00, 3.459710011027e-01, 3.937401577207e-04
 3.000000000000e+00, 1.150000000000e+00, 1.360000000000e+00, 3.603123416283e-01, 4.026856291595e-04
 3.000000000000e+00, 1.150000000000e+00, 1.430000000000e+00, 3.736127205228e-01, 4.145508867657e-04
 3.000000000000e+00, 1.220000000000e+00, 8.000000000000e-01, 1.145809503006e+00, 9.935921775237e-03
 3.000000000000e+00, 1.220000000000e+00, 8.700000000000e-01, 6.181241998022e-01, 3.667925552048e-03
 3.000000000000e+00, 1.220000000000e+00, 9.400000000000e-01, 4.166051369259e-01, 1.331943110775e-03
 3.000000000000e+00, 1.220000000000e+00, 1.010000000000e+00, 3.451211102693e-01, 3.889784384400e-04
 3.000000000000e+00, 1.220000000000e+00, 1.080000000000e+00, 3.268038350437e-01, 2.591949607740e-04
 3.000000000000e+00, 1.220000000000e+00, 1.150000000000e+00, 3.296188321369e-01, 3.755046915659e-04
 3.000000000000e+00, 1.220000000000e+00, 1.220000000000e+00, 3.417522605094e-01, 4.369635943623e-04
 3.000000000000e+00, 1.220000000000e+00, 1.290000000000e+00, 3.551706377061e-01, 4.616556584337e-04
 3.000000000000e+00, 1.220000000000e+00, 1.360000000000e+00, 3.702037539464e-01, 4.317185202648e-04
 3.000000000000e+00, 1.220000000000e+00, 1.430000000000e+00, 3.827554667560e-01, 4.566653730783e-04
 3.000000000000e+00, 1.290000000000e+00, 8.000000000000e-01, 1.150978342980e+00, 1.038334397471e-02
 3.000000000000e+00, 1.290000000000e+00, 8.700000000000e-01, 6.259538119495e-01, 3.818101967840e-03
 3.000000000000e+00, 1.290000000000e+00, 9.400000000000e-01, 4.306172416852e-01, 1.348986676323e-03
 3.000000000000e+00, 1.290000000000e+00, 1.010000000000e+00, 3.581300454988e-01, 4.134251358491e-04
 3.000000000000e+00, 1.290000000000e+00, 1.080000000000e+00, 3.397725796671e-01, 3.027013522919e-04
 3.000000000000e+00, 1.290000000000e+00, 1.150000000000e+00, 3.436081948303e-01, 4.038471854460e-04
 3.000000000000e+00, 1.290000000000e+00, 1.220000000000e+00, 3.538765550427e-01, 4.690265678900e-04
 3.000000000000e+00, 1.290000000000e+00, 1.290000000000e+00, 3.678944837445e-01, 4.948604824675e-04
 3.000000000000e+00, 1.290000000000e+00, 1.360000000000e+00, 3.820990328128e-01, 4.990495549545e-04
 3.000000000000e+00, 1.290000000000e+00, 1.430000000000e+00, 3.946076468667e-01, 5.049577464586e-04
 3.000000000000e+00, 1.360000000000e+00, 8.000000000000e-01, 1.177270397477e+00, 1.131615346837e-02
