#              p[0],               p[1],               p[2],             energy,               error
 4.300000000000e+00, 1.117000000000e+00, 9.400000000000e-01, 7.189892285772e-01, 7.274047359418e-04
 4.380000000000e+00, 1.117000000000e+00, 9.400000000000e-01, 7.163953320291e-01, 7.977376392943e-04
 4.460000000000e+00, 1.117000000000e+00, 9.400000000000e-01, 7.135004172610e-01, 7.839984863192e-04
 4.540000000000e+00, 1.117000000000e+00, 9.400000000000e-01, 7.118620355996e-01, 8.782294103171e-04
 4.620000000000e+00, 1.117000000000e+00, 9.400000000000e-01, 7.120782151742e-01, 7.385331786241e-04
 4.700000000000e+00, 1.117000000000e+00, 9.400000000000e-01, 7.104632886139e-01, 7.204825937133e-04
 4.780000000000e+00, 1.117000000000e+00, 9.400000000000e-01, 7.117110980507e-01, 6.717032015942e-04
 4.860000000000e+00, 1.117000000000e+00, 9.400000000000e-01, 7.111758250557e-01, 7.345117144500e-04
 4.940000000000e+00, 1.117000000000e+00, 9.400000000000e-01, 7.090031353149e-01, 7.258753772286e-04
 5.020000000000e+00, 1.117000000000e+00, 9.400000000000e-01, 7.111365316253e-01, 6.653064255521e-04
