#              p[0],               p[1],               p[2],             energy,               error
 4.200000000000e+00, 1.000000000000e+00, 8.000000000000e-01, 8.263273494393e-01, 7.716621890982e-03
 4.200000000000e+00, 1.000000000000e+00, 8.400000000000e-01, 6.059994949535e-01, 4.405027795794e-03
 4.200000000000e+00, 1.000000000000e+00, 8.800000000000e-01, 4.758623657951e-01, 2.624881251736e-03
 4.200000000000e+00, 1.000000000000e+00, 9.200000000000e-01, 3.990300408653e-01, 1.597186666204e-03
 4.200000000000e+00, 1.000000000000e+00, 9.600000000000e-01, 3.576552641767e-01, 1.142804610095e-03
 4.200000000000e+00, 1.000000000000e+00, 1.000000000000e+00, 3.355117611643e-01, 8.702932980570e-04
 4.200000000000e+00, 1.000000000000e+00, 1.040000000000e+00, 3.253646806568e-01, 7.701429405389e-04
 4.200000000000e+00, 1.000000000000e+00, 1.080000000000e+00, 3.224476709200e-01, 9.346453221077e-04
 4.200000000000e+00, 1.000000000000e+00, 1.120000000000e+00, 3.218843436563e-01, 8.675078284180e-04
 4.200000000000e+00, 1.000000000000e+00, 1.160000000000e+00, 3.268489215311e-01, 8.956096372925e-04
 4.200000000000e+00, 1.000000000000e+00, 1.200000000000e+00, 3.327180327211e-01, 9.427431113978e-04
 4.200000000000e+00, 1.040000000000e+00, 8.000000000000e-01, 8.055366998463e-01, 6.976209203246e-03
 4.200000000000e+00, 1.040000000000e+00, 8.400000000000e-01, 5.969218050124e-01, 4.311678750210e-03
 4.200000000000e+00, 1.040000000000e+00, 8.800000000000e-01, 4.566457149881e-01, 2.455292903043e-03
 4.200000000000e+00, 1.040000000000e+00, 9.200000000000e-01, 3.836481935017e-01, 1.393757643557e-03
 4.200000000000e+00, 1.040000000000e+00, 9.600000000000e-01, 3.424494468006e-01, 7.902060663386e-04
 4.200000000000e+00, 1.040000000000e+00, 1.000000000000e+00, 3.206392502560e-01, 5.433030107908e-04
 4.200000000000e+00, 1.040000000000e+00, 1.040000000000e+00, 3.099795821605e-01, 3.926771195864e-04
 4.200000000000e+00, 1.040000000000e+00, 1.080000000000e+00, 3.068746103476e-01, 4.530668197100e-04
 4.200000000000e+00, 1.040000000000e+00, 1.120000000000e+00, 3.076049411627e-01, 4.289351696369e-04
 4.200000000000e+00, 1.040000000000e+00, 1.160000000000e+00, 3.118050020324e-01, 5.489240124177e-04
 4.200000000000e+00, 1.040000000000e+00, 1.200000000000e+00, 3.168245029789e-01, 4.918942061158e-04
 4.200000000000e+00, 1.080000000000e+00, 8.000000000000e-01, 8.035831728520e-01, 7.150495400066e-03
 4.200000000000e+00, 1.080000000000e+00, 8.400000000000e-01, 5.831778377276e-01, 4.171282186999e-03
 4.200000000000e+00, 1.080000000000e+00, 8.800000000000e-01, 4.505767717353e-01, 2.271535731837e-03
 4.200000000000e+00, 1.080000000000e+00, 9.200000000000e-01, 3.753255880128e-01, 1.326087694541e-03
 4.200000000000e+00, 1.080000000000e+00, 9.600000000000e-01, 3.366975167907e-01, 7.679678937093e-04
 4.200000000000e+00, 1.080000000000e+00, 1.000000000000e+00, 3.140679574970e-01, 3.719242095975e-04
 4.200000000000e+00, 1.080000000000e+00, 1.040000000000e+00, 3.038821298354e-01, 2.111047464623e-04
 4.200000000000e+00, 1.080000000000e+00, 1.080000000000e+00, 3.007468869545e-01, 1.802755273788e-04
 4.200000000000e+00, 1.080000000000e+00, 1.120000000000e+00, 3.017162226512e-01, 2.372537273247e-04
 4.200000000000e+00, 1.080000000000e+00, 1.160000000000e+00, 3.055076351212e-01, 2.914919778907e-04
 4.200000000000e+00, 1.080000000000e+00, 1.200000000000e+00, 3.108892602861e-01, 2.993435701140e-04
 4.200000000000e+00, 1.120000000000e+00, 8.000000000000e-01, 8.072494530385e-01, 7.548864222231e-03
 4.200000000000e+00, 1.120000000000e+00, 8.400000000000e-01, 5.839253117476e-01, 4.207423618645e-03
 4.200000000000e+00, 1.120000000000e+00, 8.800000000000e-01, 4.540559901546e-01, 2.478309392335e-03
 4.200000000000e+00, 1.120000000000e+00, 9.200000000000e-01, 3.754772961746e-01, 1.300089012519e-03
 4.200000000000e+00, 1.120000000000e+00, 9.600000000000e-01, 3.345879552993e-01, 6.882619972779e-04
 4.200000000000e+00, 1.120000000000e+00, 1.000000000000e+00, 3.132417376667e-01, 3.161549311823e-04
 4.200000000000e+00, 1.120000000000e+00, 1.040000000000e+00, 3.029526863993e-01, 1.157661416725e-04
 4.200000000000e+00, 1.120000000000e+00, 1.080000000000e+00, 2.997258783394e-01, 1.237646951495e-04
