#              p[0],               p[1],               p[2],             energy,               error
 3.000000000000e+00, 0.000000000000e+00, 1.000000000000e+00, 1.539067810354e-01, 4.780097543808e-04
 3.000000000000e+00, 0.000000000000e+00, 1.100000000000e+00, 1.339869703153e-01, 6.216972117417e-05
 3.000000000000e+00, 0.000000000000e+00, 1.200000000000e+00, 1.383194250402e-01, 8.436454999050e-05
 3.500000000000e+00, 0.000000000000e+00, 1.000000000000e+00, 1.478829898697e-01, 4.180222399220e-04
 3.500000000000e+00, 0.000000000000e+00, 1.100000000000e+00, 1.323562258999e-01, 5.191093238349e-05
 3.500000000000e+00, 0.000000000000e+00, 1.200000000000e+00, 1.362939522309e-01, 7.315403866464e-05
 4.000000000000e+00, 0.000000000000e+00, 1.000000000000e+00, 1.460187740713e-01, 3.687518894840e-04
 4.000000000000e+00, 0.000000000000e+00, 1.100000000000e+00, 1.337519614503e-01, 6.042945981480e-05
 4.000000000000e+00, 0.000000000000e+00, 1.200000000000e+00, 1.373481590389e-01, 6.917957198143e-05
 4.500000000000e+00, 0.000000000000e+00, 1.000000000000e+00, 1.476507800932e-01, 3.731666296505e-04
 4.500000000000e+00, 0.000000000000e+00, 1.100000000000e+00, 1.368846701346e-01, 4.935176824544e-05
 4.500000000000e+00, 0.000000000000e+00, 1.200000000000e+00, 1.401791361114e-01, 6.327473753001e-05
 5.000000000000e+00, 0.000000000000e+00, 1.000000000000e+00, 1.505153032576e-01, 3.392932660976e-04
 5.000000000000e+00, 0.000000000000e+00, 1.100000000000e+00, 1.412970527589e-01, 5.368623948644e-05
 5.000000000000e+00, 0.000000000000e+00, 1.200000000000e+00, 1.442944148107e-01, 6.889677145979e-05
 5.500000000000e+00, 0.000000000000e+00, 1.000000000000e+00, 1.536566540057e-01, 2.843754171524e-04
 5.500000000000e+00, 0.000000000000e+00, 1.100000000000e+00, 1.467886032430e-01, 6.103660359780e-05
 5.500000000000e+00, 0.000000000000e+00, 1.200000000000e+00, 1.495900120924e-01, 6.478220692975e-05
