#                p[0],                 p[1],                 p[2],               energy,             variance,                error
  4.2000000000000e+00,  1.0000000000000e+00,  8.4000000000000e-01,  6.0698166445652e-01,  3.6989446563690e+01,  4.2523228040628e-03
  4.2000000000000e+00,  1.0000000000000e+00,  8.8000000000000e-01,  4.7488742159006e-01,  1.5343612020806e+01,  2.6130584442131e-03
  4.2000000000000e+00,  1.0000000000000e+00,  9.2000000000000e-01,  4.0115170988905e-01,  5.0993158830884e+00,  1.5497313379505e-03
  4.2000000000000e+00,  1.0000000000000e+00,  9.6000000000000e-01,  3.5828810237777e-01,  2.7895810165261e+00,  1.1370236058105e-03
  4.2000000000000e+00,  1.0000000000000e+00,  1.0000000000000e+00,  3.3705863654036e-01,  1.8460573193059e+00,  9.1288403047000e-04
  4.2000000000000e+00,  1.0000000000000e+00,  1.0400000000000e+00,  3.2394311930234e-01,  1.5066732792902e+00,  8.1618445401249e-04
  4.2000000000000e+00,  1.0000000000000e+00,  1.0800000000000e+00,  3.2059922721431e-01,  1.6679950177744e+00,  8.0914889840105e-04
  4.2000000000000e+00,  1.0000000000000e+00,  1.1200000000000e+00,  3.2346052349382e-01,  1.8899062131474e+00,  8.8001818539845e-04
  4.2000000000000e+00,  1.0000000000000e+00,  1.1600000000000e+00,  3.2604596235507e-01,  1.5602911639206e+00,  8.6341216801827e-04
  4.2000000000000e+00,  1.0000000000000e+00,  1.2000000000000e+00,  3.3324464222811e-01,  1.8273359433058e+00,  9.3147391949263e-04
  4.2000000000000e+00,  1.0400000000000e+00,  8.4000000000000e-01,  5.9314355553167e-01,  4.3369947289416e+01,  4.6553577690233e-03
  4.2000000000000e+00,  1.0400000000000e+00,  8.8000000000000e-01,  4.5905137346528e-01,  1.2723220081805e+01,  2.6171918663462e-03
  4.2000000000000e+00,  1.0400000000000e+00,  9.2000000000000e-01,  3.8699989825728e-01,  4.7488217459592e+00,  1.5640137525924e-03
  4.2000000000000e+00,  1.0400000000000e+00,  9.6000000000000e-01,  3.4331267629329e-01,  1.4103716501940e+00,  8.1452653315966e-04
  4.2000000000000e+00,  1.0400000000000e+00,  1.0000000000000e+00,  3.2088299900806e-01,  6.6573300560842e-01,  5.4820707025402e-04
  4.2000000000000e+00,  1.0400000000000e+00,  1.0400000000000e+00,  3.0984730310616e-01,  4.0836553269296e-01,  3.9026515210810e-04
  4.2000000000000e+00,  1.0400000000000e+00,  1.0800000000000e+00,  3.0698887772279e-01,  4.6001440491121e-01,  4.3280637085118e-04
  4.2000000000000e+00,  1.0400000000000e+00,  1.1200000000000e+00,  3.0851311412312e-01,  5.0461489521805e-01,  4.6902814614862e-04
  4.2000000000000e+00,  1.0400000000000e+00,  1.1600000000000e+00,  3.1194187401460e-01,  5.9264986063962e-01,  4.8250644074012e-04
  4.2000000000000e+00,  1.0400000000000e+00,  1.2000000000000e+00,  3.1679923419322e-01,  5.4422596406853e-01,  4.9364773117514e-04
  4.2000000000000e+00,  1.0800000000000e+00,  8.4000000000000e-01,  5.8103582887200e-01,  3.6352718019621e+01,  4.0713693073004e-03
  4.2000000000000e+00,  1.0800000000000e+00,  8.8000000000000e-01,  4.5444949969102e-01,  1.2801497519563e+01,  2.4758549852844e-03
  4.2000000000000e+00,  1.0800000000000e+00,  9.2000000000000e-01,  3.7666229378485e-01,  3.7145328498803e+00,  1.3510599255857e-03
  4.2000000000000e+00,  1.0800000000000e+00,  9.6000000000000e-01,  3.3609448906781e-01,  1.0701507914770e+00,  7.1132916690452e-04
  4.2000000000000e+00,  1.0800000000000e+00,  1.0000000000000e+00,  3.1447318152496e-01,  2.7146039242713e-01,  3.6713817600098e-04
  4.2000000000000e+00,  1.0800000000000e+00,  1.0400000000000e+00,  3.0396786904822e-01,  9.3374166845420e-02,  1.9973767912925e-04
  4.2000000000000e+00,  1.0800000000000e+00,  1.0800000000000e+00,  3.0106728513738e-01,  1.1713605673993e-01,  1.8628039941512e-04
