#              p[0],               p[1],               p[2],             energy,               error
 2.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.875525545234e-01, 7.264140122680e-05
 2.400000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.699634797412e-01, 5.184776227543e-05
 2.800000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.595816821911e-01, 3.617716755381e-05
 3.200000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.537445703628e-01, 2.266018104799e-05
 3.600000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.508473420891e-01, 1.117905150461e-05
 4.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.499994652755e-01, 3.659625582396e-10
 4.400000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.506784321495e-01, 1.008679181601e-05
 4.800000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.525021116155e-01, 1.947310715473e-05
 5.200000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.551754909312e-01, 2.831304782641e-05
 5.600000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.586092783395e-01, 3.701288266468e-05
