#              p[0],               p[1],               p[2],             energy,               error
 1.500000000000e+00, 9.500000000000e-01, 5.000000000000e+00, 1.522661897676e+00, 1.033034452306e-02
 1.500000000000e+00, 9.833333333333e-01, 5.000000000000e+00, 1.121602481216e+00, 6.353142316697e-03
 1.500000000000e+00, 1.016666666667e+00, 5.000000000000e+00, 9.177453218541e-01, 4.182206073520e-03
 1.500000000000e+00, 1.050000000000e+00, 5.000000000000e+00, 8.171121387073e-01, 2.858361949828e-03
 1.500000000000e+00, 1.083333333333e+00, 5.000000000000e+00, 7.699142984702e-01, 1.947558639730e-03
 1.500000000000e+00, 1.116666666667e+00, 5.000000000000e+00, 7.701085110146e-01, 1.695484212982e-03
 1.500000000000e+00, 1.150000000000e+00, 5.000000000000e+00, 7.933485743186e-01, 1.739902550999e-03
 1.500000000000e+00, 1.183333333333e+00, 5.000000000000e+00, 8.292509785638e-01, 1.987445251264e-03
 1.500000000000e+00, 1.216666666667e+00, 5.000000000000e+00, 8.837345053276e-01, 2.082841067900e-03
 1.833333333333e+00, 9.500000000000e-01, 5.000000000000e+00, 1.045459440695e+00, 7.528966289814e-03
 1.833333333333e+00, 9.833333333333e-01, 5.000000000000e+00, 8.162690108232e-01, 4.648188873683e-03
 1.833333333333e+00, 1.016666666667e+00, 5.000000000000e+00, 6.815198920147e-01, 2.945633643882e-03
 1.833333333333e+00, 1.050000000000e+00, 5.000000000000e+00, 6.312177621814e-01, 2.006010238421e-03
 1.833333333333e+00, 1.083333333333e+00, 5.000000000000e+00, 6.128867873458e-01, 1.321830383933e-03
 1.833333333333e+00, 1.116666666667e+00, 5.000000000000e+00, 6.295148626149e-01, 1.291929117525e-03
 1.833333333333e+00, 1.150000000000e+00, 5.000000000000e+00, 6.632569675851e-01, 1.309943447173e-03
 1.833333333333e+00, 1.183333333333e+00, 5.000000000000e+00, 7.019563264324e-01, 1.507260219629e-03
 1.833333333333e+00, 1.216666666667e+00, 5.000000000000e+00, 7.440131486356e-01, 1.672996871998e-03
 2.166666666667e+00, 9.500000000000e-01, 5.000000000000e+00, 7.608239152037e-01, 5.313335700341e-03
 2.166666666667e+00, 9.833333333333e-01, 5.000000000000e+00, 6.284551278573e-01, 3.524542821121e-03
 2.166666666667e+00, 1.016666666667e+00, 5.000000000000e+00, 5.493981149169e-01, 2.215922172961e-03
 2.166666666667e+00, 1.050000000000e+00, 5.000000000000e+00, 5.309869886184e-01, 1.497806908551e-03
 2.166666666667e+00, 1.083333333333e+00, 5.000000000000e+00, 5.250719623583e-01, 1.008389800795e-03
 2.166666666667e+00, 1.116666666667e+00, 5.000000000000e+00, 5.521285404599e-01, 9.829391815521e-04
 2.166666666667e+00, 1.150000000000e+00, 5.000000000000e+00, 5.833851928861e-01, 1.034797224141e-03
 2.166666666667e+00, 1.183333333333e+00, 5.000000000000e+00, 6.227742077854e-01, 1.180411831515e-03
 2.166666666667e+00, 1.216666666667e+00, 5.000000000000e+00, 6.676453401513e-01, 1.242453014265e-03
 2.500000000000e+00, 9.500000000000e-01, 5.000000000000e+00, 6.101139921036e-01, 4.167259972234e-03
 2.500000000000e+00, 9.833333333333e-01, 5.000000000000e+00, 5.180224796326e-01, 2.722115229840e-03
 2.500000000000e+00, 1.016666666667e+00, 5.000000000000e+00, 4.737101924556e-01, 1.752937228367e-03
 2.500000000000e+00, 1.050000000000e+00, 5.000000000000e+00, 4.590032360256e-01, 1.106854125973e-03
 2.500000000000e+00, 1.083333333333e+00, 5.000000000000e+00, 4.747062271013e-01, 7.613014618584e-04
 2.500000000000e+00, 1.116666666667e+00, 5.000000000000e+00, 5.000635494152e-01, 6.974669653923e-04
 2.500000000000e+00, 1.150000000000e+00, 5.000000000000e+00, 5.337227260028e-01, 8.108794685425e-04
 2.500000000000e+00, 1.183333333333e+00, 5.000000000000e+00, 5.729515756821e-01, 9.014191408477e-04
 2.500000000000e+00, 1.216666666667e+00, 5.000000000000e+00, 6.131661387487e-01, 1.007235088865e-03
 2.833333333333e+00, 9.500000000000e-01, 5.000000000000e+00, 5.056687042730e-01, 3.395783710236e-03
 2.833333333333e+00, 9.833333333333e-01, 5.000000000000e+00, 4.564521234692e-01, 2.258321861009e-03
 2.833333333333e+00, 1.016666666667e+00, 5.000000000000e+00, 4.265733513546e-01, 1.372779052222e-03
 2.833333333333e+00, 1.050000000000e+00, 5.000000000000e+00, 4.264767537091e-01, 8.639222797092e-04
 2.833333333333e+00, 1.083333333333e+00, 5.000000000000e+00, 4.413490253703e-01, 5.757985638061e-04
 2.833333333333e+00, 1.116666666667e+00, 5.000000000000e+00, 4.707138676741e-01, 5.466929901980e-04
 2.833333333333e+00, 1.150000000000e+00, 5.000000000000e+00, 5.044910503562e-01, 6.134043575614e-04
 2.833333333333e+00, 1.183333333333e+00, 5.000000000000e+00, 5.396766369749e-01, 7.498280079294e-04
 2.833333333333e+00, 1.216666666667e+00, 5.000000000000e+00, 5.747061488677e-01, 8.288769089065e-04
 3.166666666667e+00, 9.500000000000e-01, 5.000000000000e+00, 4.509228057522e-01, 2.697113024236e-03
 3.166666666667e+00, 9.833333333333e-01, 5.000000000000e+00, 4.019170905813e-01, 1.662334306052e-03
 3.166666666667e+00, 1.016666666667e+00, 5.000000000000e+00, 3.989347607699e-01, 1.105023977146e-03
 3.166666666667e+00, 1.050000000000e+00, 5.000000000000e+00, 4.058255045050e-01, 6.817782971990e-04
 3.166666666667e+00, 1.083333333333e+00, 5.000000000000e+00, 4.273694130671e-01, 4.834082849062e-04
 3.166666666667e+00, 1.116666666667e+00, 5.000000000000e+00, 4.546489638330e-01, 4.311841003003e-04
 3.166666666667e+00, 1.150000000000e+00, 5.000000000000e+00, 4.863763039533e-01, 5.055769348660e-04
 3.166666666667e+00, 1.183333333333e+00, 5.000000000000e+00, 5.185220921345e-01, 5.951983940868e-04
 3.166666666667e+00, 1.216666666667e+00, 5.000000000000e+00, 5.535283059024e-01, 6.765760547896e-04
 3.500000000000e+00, 9.500000000000e-01, 5.000000000000e+00, 4.006808247088e-01, 2.034460069244e-03
 3.500000000000e+00, 9.833333333333e-01, 5.000000000000e+00, 3.880988564448e-01, 1.475947711313e-03
 3.500000000000e+00, 1.016666666667e+00, 5.000000000000e+00, 3.819655615436e-01, 8.644332248363e-04
 3.500000000000e+00, 1.050000000000e+00, 5.000000000000e+00, 4.000118499387e-01, 5.957279674042e-04
 3.500000000000e+00, 1.083333333333e+00, 5.000000000000e+00, 4.192874612348e-01, 3.918797890324e-04
 3.500000000000e+00, 1.116666666667e+00, 5.000000000000e+00, 4.449123387270e-01, 3.462424496738e-04
 3.500000000000e+00, 1.150000000000e+00, 5.000000000000e+00, 4.752891179283e-01, 3.872992783869e-04
 3.500000000000e+00, 1.183333333333e+00, 5.000000000000e+00, 5.066814344586e-01, 4.606325692060e-04
 3.500000000000e+00, 1.216666666667e+00, 5.000000000000e+00, 5.380489611792e-01, 5.487120437936e-04
 3.833333333333e+00, 9.500000000000e-01, 5.000000000000e+00, 3.792566111051e-01, 1.776078903982e-03
 3.833333333333e+00, 9.833333333333e-01, 5.000000000000e+00, 3.735276839451e-01, 1.155318029950e-03
 3.833333333333e+00, 1.016666666667e+00, 5.000000000000e+00, 3.772963519369e-01, 7.490895954289e-04
 3.833333333333e+00, 1.050000000000e+00, 5.000000000000e+00, 3.953801468080e-01, 4.945661079308e-04
 3.833333333333e+00, 1.083333333333e+00, 5.000000000000e+00, 4.163948796545e-01, 3.371998619156e-04
