#                   r,             dens_tot,             dens_err,               dens_A,           dens_err_A,               dens_B,           dens_err_B,           dens_alike,       dens_err_alike,          dens_unlike,      dens_err_unlike,         dens_alike_n,     dens_err_alike_n,        dens_unlike_n,    dens_err_unlike_n,             prob_tot,             prob_err,               prob_A,           prob_err_A,               prob_B,           prob_err_B,           prob_alike,       prob_err_alike,          prob_unlike,      prob_err_unlike,         prob_alike_n,     prob_err_alike_n,        prob_unlike_n,    prob_err_unlike_n
  3.0000000000000e-02,  2.5678471142373e-02,  9.7264145088488e-04,  1.3778691832493e-02,  7.1247919308169e-04,  1.1899779309880e-02,  6.6212143252210e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  3.8722222222222e-04,  1.4667087536049e-05,  2.0777777777778e-04,  1.0743933114341e-05,  1.7944444444444e-04,  9.9845559753397e-06,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  9.0000000000000e-02,  2.3041677938370e-02,  3.4823805092666e-04,  1.2183984565401e-02,  2.5322923470411e-04,  1.0857693372969e-02,  2.3904956558080e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  2.4322222222222e-03,  3.6759142643718e-05,  1.2861111111111e-03,  2.6730248274932e-05,  1.1461111111111e-03,  2.5233477664835e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  1.5000000000000e-01,  2.3948863330019e-02,  2.1549333615894e-04,  1.1684547844442e-02,  1.5052108755160e-04,  1.2264315485578e-02,  1.5421018167161e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  6.8616666666667e-03,  6.1741696097832e-05,  3.3477777777778e-03,  4.3126285989056e-05,  3.5138888888889e-03,  4.4183260334964e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  2.1000000000000e-01,  2.3827438614796e-02,  1.5403024636924e-04,  1.1804190755471e-02,  1.0841401788447e-04,  1.2023247859326e-02,  1.0941534409174e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  1.3294444444444e-02,  8.5940691579343e-05,  6.5861111111111e-03,  6.0489260346643e-05,  6.7083333333333e-03,  6.1047947155100e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  2.7000000000000e-01,  2.3702925381696e-02,  1.1964767108133e-04,  1.1862333930130e-02,  8.4642473774564e-05,  1.1840591451566e-02,  8.4564867578136e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  2.1803333333333e-02,  1.1005890678615e-04,  1.0911666666667e-02,  7.7859084486250e-05,  1.0891666666667e-02,  7.7787697780086e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  3.3000000000000e-01,  2.3328717149431e-02,  9.7183587086055e-05,  1.1585615095800e-02,  6.8486826760366e-05,  1.1743102053631e-02,  6.8950737191189e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  3.2012777777778e-02,  1.3335995104682e-04,  1.5898333333333e-02,  9.3980888522121e-05,  1.6114444444444e-02,  9.4617488530411e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  3.9000000000000e-01,  2.3047065322916e-02,  8.1766262785584e-05,  1.1583871368376e-02,  5.7968651154353e-05,  1.1463193954541e-02,  5.7665910322010e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  4.4137777777778e-02,  1.5659178667581e-04,  2.2184444444444e-02,  1.1101662649362e-04,  2.1953333333333e-02,  1.1043684302033e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  4.5000000000000e-01,  2.2864571288343e-02,  7.0600271550075e-05,  1.1397951182829e-02,  4.9846909395919e-05,  1.1466620105514e-02,  4.9996839566310e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  5.8269444444444e-02,  1.7992196525229e-04,  2.9047222222222e-02,  1.2703285275476e-04,  2.9222222222222e-02,  1.2741494379089e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  5.1000000000000e-01,  2.2298228228736e-02,  6.1528099919473e-05,  1.1205734456493e-02,  4.3617270924322e-05,  1.1092493772244e-02,  4.3396321927267e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  7.2966111111111e-02,  2.0133734972692e-04,  3.6668333333333e-02,  1.4272805013835e-04,  3.6297777777778e-02,  1.4200504251176e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  5.7000000000000e-01,  2.2166300892630e-02,  5.4894667524472e-05,  1.1086277209069e-02,  3.8821866684212e-05,  1.1080023683561e-02,  3.8810915858500e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  9.0584444444445e-02,  2.2433165482835e-04,  4.5305000000000e-02,  1.5864880851883e-04,  4.5279444444444e-02,  1.5860405705271e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  6.3000000000000e-01,  2.1984534242872e-02,  4.9466687615232e-05,  1.0988761064659e-02,  3.4972651540989e-05,  1.0995773178214e-02,  3.4983808080533e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  1.0973277777778e-01,  2.4690616501211e-04,  5.4848888888889e-02,  1.7456117821060e-04,  5.4883888888889e-02,  1.7461686454268e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  6.9000000000000e-01,  2.1532743971177e-02,  4.4701554634007e-05,  1.0727256974561e-02,  3.1551301682525e-05,  1.0805486996617e-02,  3.1666138836862e-05,                 -nan,                 -nan,  3.7119820667015e-07,  2.6247676910075e-07,                 -nan,                 -nan,  4.9172669830108e-05,  3.4771183150344e-05,  1.2890833333333e-01,  2.6761117454385e-04,  6.4220000000000e-02,  1.8888562088676e-04,  6.4688333333333e-02,  1.8957310717231e-04,                 -nan,                 -nan,  2.2222222222222e-06,  1.5713484026368e-06,                 -nan,                 -nan,  4.9172669830108e-05,  3.4771183150344e-05
  7.5000000000000e-01,  2.1159073418243e-02,  4.0769003265463e-05,  1.0605852010558e-02,  2.8863869511056e-05,  1.0553221407684e-02,  2.8792163241203e-05,                 -nan,                 -nan,  8.7979515252568e-06,  1.1756757254627e-06,                 -nan,                 -nan,  1.1878751882570e-03,  1.5883075061812e-04,  1.4964444444444e-01,  2.8833279811554e-04,  7.5008333333333e-02,  2.0413548514723e-04,  7.4636111111111e-02,  2.0362835306715e-04,                 -nan,                 -nan,  6.2222222222222e-05,  8.3147941928310e-06,                 -nan,                 -nan,  1.1878751882570e-03,  1.5883075061812e-04
  8.1000000000000e-01,  2.0493327239234e-02,  3.7151877556096e-05,  1.0233833106101e-02,  2.6253891998837e-05,  1.0259494133133e-02,  2.6286786811182e-05,                 -nan,                 -nan,  7.7589247089285e-05,  3.2328852953869e-06,                 -nan,                 -nan,  1.0657193605684e-02,  4.4640962476940e-04,  1.6904055555556e-01,  3.0644970183227e-04,  8.4414444444445e-02,  2.1655695227872e-04,  8.4626111111111e-02,  2.1682828729859e-04,                 -nan,                 -nan,  6.4000000000000e-04,  2.6666666666667e-05,                 -nan,                 -nan,  1.0657193605684e-02,  4.4640962476940e-04
  8.7000000000000e-01,  2.0058431905273e-02,  3.4221733271192e-05,  1.0036806102972e-02,  2.4207574658106e-05,  1.0021625802301e-02,  2.4189261197003e-05,                 -nan,                 -nan,  2.9718357851212e-04,  5.8908900177549e-06,                 -nan,                 -nan,  4.0958542551822e-02,  8.2835656393225e-04,  1.9086111111111e-01,  3.2562854699379e-04,  9.5502777777778e-02,  2.3034126587616e-04,  9.5358333333333e-02,  2.3016700860864e-04,                 -nan,                 -nan,  2.8277777777778e-03,  5.6053325580575e-05,                 -nan,                 -nan,  4.0958542551822e-02,  8.2835656393225e-04
  9.3000000000000e-01,  1.9445372636529e-02,  3.1521632038720e-05,  9.7678822097620e-03,  2.2340905265075e-05,  9.6774904267672e-03,  2.2237293862370e-05,                 -nan,                 -nan,  7.9732808470936e-04,  9.0268055813575e-06,                 -nan,                 -nan,  1.1132355459163e-01,  1.3286309094633e-03,  2.1141833333333e-01,  3.4271654414345e-04,  1.0620055555556e-01,  2.4289979135844e-04,  1.0521777777778e-01,  2.4177328427197e-04,                 -nan,                 -nan,  8.6688888888889e-03,  9.8143256342105e-05,                 -nan,                 -nan,  1.1132355459163e-01,  1.3286309094633e-03
  9.9000000000000e-01,  1.8924360751970e-02,  2.9212435958890e-05,  9.4570622592183e-03,  2.0650724280858e-05,  9.4672984927516e-03,  2.0661897331277e-05,                 -nan,                 -nan,  1.4879064390555e-03,  1.1584038002344e-05,                 -nan,                 -nan,  2.1184144634626e-01,  1.8155916810801e-03,  2.3314944444444e-01,  3.5989924859022e-04,  1.1651166666667e-01,  2.5441836353476e-04,  1.1663777777778e-01,  2.5455601629523e-04,                 -nan,                 -nan,  1.8331111111111e-02,  1.4271615617921e-04,                 -nan,                 -nan,  2.1184144634626e-01,  1.8155916810801e-03
  1.0500000000000e+00,  1.8496358191356e-02,  2.7230370490585e-05,  9.2640341363809e-03,  1.9271277718097e-05,  9.2323240549755e-03,  1.9238267389931e-05,                 -nan,                 -nan,  2.3149562083849e-03,  1.3623754985989e-05,                 -nan,                 -nan,  3.3606862676630e-01,  2.2861061870589e-03,  2.5632611111111e-01,  3.7736374370324e-04,  1.2838277777778e-01,  2.6706509587009e-04,  1.2794333333333e-01,  2.6660763235442e-04,                 -nan,                 -nan,  3.2081111111111e-02,  1.8880063297655e-04,                 -nan,                 -nan,  3.3606862676630e-01,  2.2861061870589e-03
  1.1100000000000e+00,  1.7868412531521e-02,  2.5317799480870e-05,  8.9121444599790e-03,  1.7880270280913e-05,  8.9562680715416e-03,  1.7924477823218e-05,                 -nan,                 -nan,  3.1968453398467e-03,  1.5144633974220e-05,                 -nan,                 -nan,  4.6979809162317e-01,  2.6982192930186e-03,  2.7672444444445e-01,  3.9209157408587e-04,  1.3802055555556e-01,  2.7690808298017e-04,  1.3870388888889e-01,  2.7759271613172e-04,                 -nan,                 -nan,  4.9508888888889e-02,  2.3454184390682e-04,                 -nan,                 -nan,  4.6979809162317e-01,  2.6982192930186e-03
  1.1700000000000e+00,  1.7265711438266e-02,  2.3611175502703e-05,  8.6187616957253e-03,  1.6681988083768e-05,  8.6469497425408e-03,  1.6709245410624e-05,                 -nan,                 -nan,  4.0081271516557e-03,  1.6088335460824e-05,                 -nan,                 -nan,  5.9813237221494e-01,  3.0351021001873e-03,  2.9707166666667e-01,  4.0625092592487e-04,  1.4829333333333e-01,  2.8702819580171e-04,  1.4877833333333e-01,  2.8749718195076e-04,                 -nan,                 -nan,  6.8963333333333e-02,  2.7681388318855e-04,                 -nan,                 -nan,  5.9813237221494e-01,  3.0351021001873e-03
  1.2300000000000e+00,  1.6696292884345e-02,  2.2086183512139e-05,  8.3610453222822e-03,  1.5629350761241e-05,  8.3352475620628e-03,  1.5605220181529e-05,                 -nan,                 -nan,  4.6173608387173e-03,  1.6425649621527e-05,                 -nan,                 -nan,  6.9882469467708e-01,  3.2401958801657e-03,  3.1748722222222e-01,  4.1997832101605e-04,  1.5898888888889e-01,  2.9719885681783e-04,  1.5849833333333e-01,  2.9674000341988e-04,                 -nan,                 -nan,  8.7801111111111e-02,  3.1234082365816e-04,                 -nan,                 -nan,  6.9882469467708e-01,  3.2401958801657e-03
  1.2900000000000e+00,  1.5983360086580e-02,  2.0604591261473e-05,  7.9844684743814e-03,  1.4563071008793e-05,  7.9988916121987e-03,  1.4576218434328e-05,                 -nan,                 -nan,  5.1474930458198e-03,  1.6536471396172e-05,                 -nan,                 -nan,  7.9858901874166e-01,  3.4406173749178e-03,  3.3429944444445e-01,  4.3095465374010e-04,  1.6699888888889e-01,  3.0459343475168e-04,  1.6730055555556e-01,  3.0486841929990e-04,                 -nan,                 -nan,  1.0766222222222e-01,  3.4586802592611e-04,                 -nan,                 -nan,  7.9858901874166e-01,  3.4406173749178e-03
  1.3500000000000e+00,  1.5455861795332e-02,  1.9361362591420e-05,  7.7346370551290e-03,  1.3696489698378e-05,  7.7212247402030e-03,  1.3684609287029e-05,                 -nan,                 -nan,  5.5385827061641e-03,  1.6390931147009e-05,                 -nan,                 -nan,  8.7577468245689e-01,  3.5496677243100e-03,  3.5403166666667e-01,  4.4349099118162e-04,  1.7716944444444e-01,  3.1373152397520e-04,  1.7686222222222e-01,  3.1345939150623e-04,                 -nan,                 -nan,  1.2686666666667e-01,  3.7545034686755e-04,                 -nan,                 -nan,  8.7577468245689e-01,  3.5496677243100e-03
