#                 r,           dens_tot,           dens_err,             dens_A,         dens_err_A,             dens_B,         dens_err_B,         dens_alike,     dens_alike_err,        dens_unlike,    dens_unlike_err,           prob_tot,           prob_err,             prob_A,         prob_err_A,             prob_B,         prob_err_B,         prob_alike,     prob_alike_err,        prob_unlike,    prob_unlike_err
 3.000000000000e-02, 1.045375349591e-02, 3.102946761356e-04, 5.581475434820e-03, 2.267319408155e-04, 4.872278061089e-03, 2.118381765691e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.576388888889e-04, 4.679133479979e-06, 8.416666666667e-05, 3.419037118081e-06, 7.347222222222e-05, 3.194444444444e-06, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 9.000000000000e-02, 1.076164252272e-02, 1.189949299223e-04, 5.476214229071e-03, 8.488469478429e-05, 5.285428293652e-03, 8.339293698267e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.135972222222e-03, 1.256080888132e-05, 5.780555555556e-04, 8.960217286827e-06, 5.579166666667e-04, 8.802751043050e-06, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 1.500000000000e-01, 1.122790811371e-02, 7.377527230946e-05, 5.363820191617e-03, 5.099158383549e-05, 5.864087922096e-03, 5.331650009409e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.216944444444e-03, 2.113759303956e-05, 1.536805555556e-03, 1.460976440773e-05, 1.680138888889e-03, 1.527588372098e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 2.100000000000e-01, 1.089385913184e-02, 5.207487213822e-05, 5.459998313591e-03, 3.686664262196e-05, 5.433860818245e-03, 3.677829482176e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 6.078194444444e-03, 2.905501114850e-05, 3.046388888889e-03, 2.056962731556e-05, 3.031805555556e-03, 2.052033393827e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 2.700000000000e-01, 1.113365891935e-02, 4.100079101524e-05, 5.612277279453e-03, 2.911004246895e-05, 5.521381639899e-03, 2.887334915335e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.024138888889e-02, 3.771491910977e-05, 5.162500000000e-03, 2.677711502177e-05, 5.078888888889e-03, 2.655939070400e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.300000000000e-01, 1.104807445760e-02, 3.343957867165e-05, 5.516092032018e-03, 2.362834222005e-05, 5.531982425579e-03, 2.366235122869e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.516069444444e-02, 4.588738395434e-05, 7.569444444444e-03, 3.242393758314e-05, 7.591250000000e-03, 3.247060636603e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.900000000000e-01, 1.117230627011e-02, 2.846477482427e-05, 5.637607837649e-03, 2.022012180374e-05, 5.534698432462e-03, 2.003472186077e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.139625000000e-02, 5.451331386816e-05, 1.079666666667e-02, 3.872385617468e-05, 1.059958333333e-02, 3.836879398485e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 4.500000000000e-01, 1.108637957093e-02, 2.458044360117e-05, 5.564253705004e-03, 1.741399062306e-05, 5.522125865928e-03, 1.734794334237e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.825319444444e-02, 6.264227633117e-05, 1.418027777778e-02, 4.437885785699e-05, 1.407291666667e-02, 4.421053900666e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 5.100000000000e-01, 1.077089532226e-02, 2.138130616855e-05, 5.424092954612e-03, 1.517301515551e-05, 5.346802367649e-03, 1.506452337659e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.524541666667e-02, 6.996568272560e-05, 1.774916666667e-02, 4.965039815588e-05, 1.749625000000e-02, 4.929538236207e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 5.700000000000e-01, 1.087708998353e-02, 1.922692853167e-05, 5.419223637140e-03, 1.357131991236e-05, 5.457866346390e-03, 1.361962028099e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 4.445013888889e-02, 7.857245319598e-05, 2.214611111111e-02, 5.546033506419e-05, 2.230402777778e-02, 5.565771856448e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
