#                   r,             dens_tot,             dens_err,               dens_A,           dens_err_A,               dens_B,           dens_err_B,           dens_alike,       dens_err_alike,          dens_unlike,      dens_err_unlike,         dens_alike_n,     dens_err_alike_n,        dens_unlike_n,    dens_err_unlike_n,             prob_tot,             prob_err,               prob_A,           prob_err_A,               prob_B,           prob_err_B,           prob_alike,       prob_err_alike,          prob_unlike,      prob_err_unlike,         prob_alike_n,     prob_err_alike_n,        prob_unlike_n,    prob_err_unlike_n
  3.0000000000000e-02,  2.1469338677500e-02,  7.7020823476672e-04,  1.0914271271059e-02,  5.4915658549088e-04,  1.0555067406442e-02,  5.4004422922060e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  3.2375000000000e-04,  1.1614466553972e-05,  1.6458333333333e-04,  8.2810862143132e-06,  1.5916666666667e-04,  8.1436751190384e-06,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  9.0000000000000e-02,  2.4694278868623e-02,  3.1221084034693e-04,  1.2331350253449e-02,  2.2062520222539e-04,  1.2362928615174e-02,  2.2090751226055e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  2.6066666666667e-03,  3.2956199888809e-05,  1.3016666666667e-03,  2.3288647687470e-05,  1.3050000000000e-03,  2.3318447632722e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  1.5000000000000e-01,  2.4527661460050e-02,  1.8886439651007e-04,  1.2295824596509e-02,  1.3372138104229e-04,  1.2231836863541e-02,  1.3337298272610e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  7.0275000000000e-03,  5.4112152054783e-05,  3.5229166666667e-03,  3.8312947477902e-05,  3.5045833333333e-03,  3.8213126744033e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  2.1000000000000e-01,  2.4542361344651e-02,  1.3538050666120e-04,  1.2215171753726e-02,  9.5509759391834e-05,  1.2327189590925e-02,  9.5946690639945e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  1.3693333333333e-02,  7.5535127957498e-05,  6.8154166666667e-03,  5.3289369900989e-05,  6.8779166666667e-03,  5.3533154316845e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  2.7000000000000e-01,  2.4316244464535e-02,  1.0494993092328e-04,  1.2138191626917e-02,  7.4149956627829e-05,  1.2178052837618e-02,  7.4271609198219e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  2.2367500000000e-02,  9.6539068084722e-05,  1.1165416666667e-02,  6.8207455196954e-05,  1.1202083333333e-02,  6.8319358327067e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  3.3000000000000e-01,  2.3756948073972e-02,  8.4932410896502e-05,  1.1813040027835e-02,  5.9890641610833e-05,  1.1943908046136e-02,  6.0221470159197e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  3.2600416666667e-02,  1.1654830305262e-04,  1.6210416666667e-02,  8.2184793470433e-05,  1.6390000000000e-02,  8.2638772175454e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  3.9000000000000e-01,  2.3239902608605e-02,  7.1107288054729e-05,  1.1636160079538e-02,  5.0315501678813e-05,  1.1603742529067e-02,  5.0245365013180e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  4.4507083333333e-02,  1.3617862554585e-04,  2.2284583333333e-02,  9.6359966041690e-05,  2.2222500000000e-02,  9.6225646269589e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  4.5000000000000e-01,  2.3088126781085e-02,  6.1439803929080e-05,  1.1624177133675e-02,  4.3594989906289e-05,  1.1463949647410e-02,  4.3293490987841e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  5.8839166666667e-02,  1.5657688029988e-04,  2.9623750000000e-02,  1.1110008625859e-04,  2.9215416666667e-02,  1.1033172833677e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  5.1000000000000e-01,  2.2843761405142e-02,  5.3932774792150e-05,  1.1424236346490e-02,  3.8140163181169e-05,  1.1419525058652e-02,  3.8132297980774e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  7.4751250000000e-02,  1.7648329713224e-04,  3.7383333333333e-02,  1.2480540408528e-04,  3.7367916666667e-02,  1.2477966692445e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  5.7000000000000e-01,  2.2774422261690e-02,  4.8187884752946e-05,  1.1399497269274e-02,  3.4092357045492e-05,  1.1374924992416e-02,  3.4055593197680e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  9.3069583333333e-02,  1.9692382551524e-04,  4.6585000000000e-02,  1.3932127140773e-04,  4.6484583333333e-02,  1.3917103286564e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  6.3000000000000e-01,  2.2206695808842e-02,  4.3055317781234e-05,  1.1077052478589e-02,  3.0408635567857e-05,  1.1129643330253e-02,  3.0480736082718e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  1.1084166666667e-01,  2.1490469463876e-04,  5.5289583333333e-02,  1.5178052045269e-04,  5.5552083333333e-02,  1.5214040025216e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  6.9000000000000e-01,  2.1860001590133e-02,  3.9005752912385e-05,  1.0862837119547e-02,  2.7496359957249e-05,  1.0997164470586e-02,  2.7665844454190e-05,                 -nan,                 -nan,  2.7839865500262e-07,  1.9685757682556e-07,                 -nan,                 -nan,  3.2885001150975e-05,  2.3253462205701e-05,  1.3086750000000e-01,  2.3351257996091e-04,  6.5031666666667e-02,  1.6461022986977e-04,  6.5835833333333e-02,  1.6562486897269e-04,                 -nan,                 -nan,  1.6666666666667e-06,  1.1785113019776e-06,                 -nan,                 -nan,  3.2885001150975e-05,  2.3253462205701e-05
  7.5000000000000e-01,  2.1361936898724e-02,  3.5475842382834e-05,  1.0682618065273e-02,  2.5087145777596e-05,  1.0679318833451e-02,  2.5083271507229e-05,                 -nan,                 -nan,  8.2480795549282e-06,  9.8583406561163e-07,                 -nan,                 -nan,  9.7828213656819e-04,  1.1696520277235e-04,  1.5107916666667e-01,  2.5089769384707e-04,  7.5551250000000e-02,  1.7742516027892e-04,  7.5527916666667e-02,  1.7739776006979e-04,                 -nan,                 -nan,  5.8333333333333e-05,  6.9721668877840e-06,                 -nan,                 -nan,  9.7828213656819e-04,  1.1696520277235e-04
  8.1000000000000e-01,  2.0823468812081e-02,  3.2432595034145e-05,  1.0399080690939e-02,  2.2919367850712e-05,  1.0424388121142e-02,  2.2947239441218e-05,                 -nan,                 -nan,  8.2640630363327e-05,  2.8894618806054e-06,                 -nan,                 -nan,  9.9493209000608e-03,  3.4902163029017e-04,  1.7176375000000e-01,  2.6752239002870e-04,  8.5777500000000e-02,  1.8905191086048e-04,  8.5986250000000e-02,  1.8928181150514e-04,                 -nan,                 -nan,  6.8166666666667e-04,  2.3833916076792e-05,                 -nan,                 -nan,  9.9493209000608e-03,  3.4902163029017e-04
