# r, density, density error estimate, radial probability, probability error estimate
3.500000000e-02, 1.851394236e+00, 1.135162639e-01, 3.800000000e-02, 2.329929490e-03
1.050000000e-01, 2.115879127e+00, 4.586749713e-02, 3.040000000e-01, 6.590035768e-03
1.750000000e-01, 2.133828932e+00, 2.795835626e-02, 8.321428571e-01, 1.090309823e-02
2.450000000e-01, 1.816781704e+00, 1.848668951e-02, 1.379714286e+00, 1.403930343e-02
3.150000000e-01, 1.750757621e+00, 1.413372805e-02, 2.192000000e+00, 1.769584293e-02
3.850000000e-01, 1.817587897e+00, 1.179059305e-02, 3.394857143e+00, 2.202225220e-02
4.550000000e-01, 1.586909345e+00, 9.325729917e-03, 4.136571429e+00, 2.430923231e-02
5.250000000e-01, 1.529663316e+00, 7.937124797e-03, 5.306000000e+00, 2.753179980e-02
5.950000000e-01, 1.361041943e+00, 6.607155420e-03, 6.062000000e+00, 2.942787794e-02
6.650000000e-01, 1.286801951e+00, 5.748835016e-03, 7.157571429e+00, 3.197671347e-02
7.350000000e-01, 1.160070515e+00, 4.938975057e-03, 7.881285714e+00, 3.355440298e-02
8.050000000e-01, 9.934225013e-01, 4.173307428e-03, 8.094857143e+00, 3.400600187e-02
8.750000000e-01, 9.011956841e-01, 3.657057304e-03, 8.675142857e+00, 3.520377995e-02
9.450000000e-01, 7.643544635e-01, 3.118619393e-03, 8.581571429e+00, 3.501340851e-02
1.015000000e+00, 6.631094413e-01, 2.704497357e-03, 8.588142857e+00, 3.502681189e-02
1.085000000e+00, 5.656045784e-01, 2.336670422e-03, 8.370142857e+00, 3.457939696e-02
1.155000000e+00, 4.664138146e-01, 1.993348849e-03, 7.821285714e+00, 3.342643461e-02
1.225000000e+00, 3.875935874e-01, 1.713322709e-03, 7.311000000e+00, 3.231762014e-02
1.295000000e+00, 3.075604294e-01, 1.443738849e-03, 6.483142857e+00, 3.043293061e-02
1.365000000e+00, 2.568842595e-01, 1.251798884e-03, 6.016000000e+00, 2.931601220e-02
1.435000000e+00, 2.135175408e-01, 1.085595092e-03, 5.526285714e+00, 2.809749789e-02
1.505000000e+00, 1.631791386e-01, 9.049044480e-04, 4.645428571e+00, 2.576106855e-02
1.575000000e+00, 1.347717351e-01, 7.858310020e-04, 4.201857143e+00, 2.450031237e-02
1.645000000e+00, 1.105723766e-01, 6.815075999e-04, 3.760571429e+00, 2.317810367e-02
1.715000000e+00, 8.625381044e-02, 5.773523315e-04, 3.188428571e+00, 2.134220691e-02
1.785000000e+00, 6.553794181e-02, 4.835333127e-04, 2.624428571e+00, 1.936280887e-02
1.855000000e+00, 4.849627411e-02, 4.002492754e-04, 2.097285714e+00, 1.730931093e-02
1.925000000e+00, 3.955524886e-02, 3.483320599e-04, 1.842142857e+00, 1.622230764e-02
1.995000000e+00, 2.834888697e-02, 2.845436361e-04, 1.418000000e+00, 1.423275899e-02
2.065000000e+00, 2.120026948e-02, 2.377255660e-04, 1.136142857e+00, 1.273994201e-02
2.135000000e+00, 1.689533213e-02, 2.052636673e-04, 9.678571429e-01, 1.175862688e-02
2.205000000e+00, 1.149110937e-02, 1.639080174e-04, 7.021428571e-01, 1.001529443e-02
2.275000000e+00, 8.570029099e-03, 1.371951200e-04, 5.574285714e-01, 8.923712964e-03
2.345000000e+00, 6.224219642e-03, 1.134304179e-04, 4.301428571e-01, 7.838939953e-03
2.415000000e+00, 4.137875453e-03, 8.980539296e-05, 3.032857143e-01, 6.582289162e-03
2.485000000e+00, 2.729931466e-03, 7.088937850e-05, 2.118571429e-01, 5.501391290e-03
2.555000000e+00, 2.613748609e-03, 6.746421456e-05, 2.144285714e-01, 5.534677322e-03
2.625000000e+00, 1.448445841e-03, 4.888267945e-05, 1.254285714e-01, 4.233009254e-03
2.695000000e+00, 7.199593445e-04, 3.356827752e-05, 6.571428571e-02, 3.063944370e-03
2.765000000e+00, 6.482837249e-04, 3.104715960e-05, 6.228571429e-02, 2.982944717e-03
2.835000000e+00, 7.015289247e-04, 3.149957860e-05, 7.085714286e-02, 3.181579636e-03
2.905000000e+00, 2.707539907e-04, 1.909751403e-05, 2.871428571e-02, 2.025349554e-03
2.975000000e+00, 1.965122148e-04, 1.588707095e-05, 2.185714286e-02, 1.767045268e-03
3.045000000e+00, 1.311843882e-04, 1.268207348e-05, 1.528571429e-02, 1.477725776e-03
3.115000000e+00, 3.631778992e-05, 6.522867627e-06, 4.428571429e-03, 7.953949090e-04
3.185000000e+00, 2.577410405e-05, 5.374272204e-06, 3.285714286e-03, 6.851187890e-04
3.255000000e+00, 2.360456784e-05, 5.032510772e-06, 3.142857143e-03, 6.700593943e-04
3.325000000e+00, 3.084707655e-06, 1.780956795e-06, 4.285714286e-04, 2.474358297e-04
3.395000000e+00, 1.183527625e-05, 3.416549964e-06, 1.714285714e-03, 4.948716593e-04
3.465000000e+00, 2.840482400e-06, 1.639953278e-06, 4.285714286e-04, 2.474358297e-04
