# r, density, density error estimate, radial probability, probability error estimate
3.500000000e-02, 2.672689423e+00, 1.363901110e-01, 5.485714286e-02, 2.799416849e-03
1.050000000e-01, 3.083337017e+00, 5.536943779e-02, 4.430000000e-01, 7.955231881e-03
1.750000000e-01, 2.851088512e+00, 3.231745739e-02, 1.111857143e+00, 1.260304466e-02
2.450000000e-01, 2.660838393e+00, 2.237262908e-02, 2.020714286e+00, 1.699039344e-02
3.150000000e-01, 2.429541321e+00, 1.664967892e-02, 3.041857143e+00, 2.084588737e-02
3.850000000e-01, 2.293247681e+00, 1.324382461e-02, 4.283285714e+00, 2.473657129e-02
4.550000000e-01, 2.110179494e+00, 1.075391189e-02, 5.500571429e+00, 2.803205163e-02
5.250000000e-01, 1.924454995e+00, 8.902647189e-03, 6.675428571e+00, 3.088094320e-02
5.950000000e-01, 1.692369728e+00, 7.367605996e-03, 7.537714286e+00, 3.281487965e-02
6.650000000e-01, 1.456259254e+00, 6.115660086e-03, 8.100142857e+00, 3.401710254e-02
7.350000000e-01, 1.261087006e+00, 5.149524916e-03, 8.567571429e+00, 3.498483637e-02
8.050000000e-01, 1.155258643e+00, 4.500419472e-03, 9.413571429e+00, 3.667145918e-02
8.750000000e-01, 9.569805963e-01, 3.768545646e-03, 9.212142857e+00, 3.627699558e-02
9.450000000e-01, 8.306983594e-01, 3.251147315e-03, 9.326428571e+00, 3.650132790e-02
1.015000000e+00, 6.725734515e-01, 2.723728505e-03, 8.710714286e+00, 3.527588064e-02
1.085000000e+00, 5.391155449e-01, 2.281297530e-03, 7.978142857e+00, 3.375995696e-02
1.155000000e+00, 4.416913012e-01, 1.939800336e-03, 7.406714286e+00, 3.252848046e-02
1.225000000e+00, 3.478852579e-01, 1.623188258e-03, 6.562000000e+00, 3.061745534e-02
1.295000000e+00, 2.849112082e-01, 1.389562805e-03, 6.005714286e+00, 2.929094030e-02
1.365000000e+00, 2.294036462e-01, 1.182948863e-03, 5.372428571e+00, 2.770360619e-02
1.435000000e+00, 1.731973661e-01, 9.777362872e-04, 4.482714286e+00, 2.530588380e-02
1.505000000e+00, 1.393832264e-01, 8.363261210e-04, 3.968000000e+00, 2.380876189e-02
1.575000000e+00, 1.031006294e-01, 6.873222555e-04, 3.214428571e+00, 2.142904761e-02
1.645000000e+00, 8.916693554e-02, 6.119970119e-04, 3.032571429e+00, 2.081404549e-02
1.715000000e+00, 6.090595692e-02, 4.851562879e-04, 2.251428571e+00, 1.793411980e-02
1.785000000e+00, 4.606670527e-02, 4.053905090e-04, 1.844714286e+00, 1.623362597e-02
1.855000000e+00, 3.515079714e-02, 3.407563492e-04, 1.520142857e+00, 1.473646041e-02
1.925000000e+00, 2.675769181e-02, 2.864941187e-04, 1.246142857e+00, 1.334242887e-02
1.995000000e+00, 1.856986330e-02, 2.302953792e-04, 9.288571429e-01, 1.151928286e-02
2.065000000e+00, 1.426946341e-02, 1.950334129e-04, 7.647142857e-01, 1.045202841e-02
2.135000000e+00, 1.104493373e-02, 1.659626170e-04, 6.327142857e-01, 9.507247504e-03
2.205000000e+00, 6.815174733e-03, 1.262285855e-04, 4.164285714e-01, 7.712962850e-03
2.275000000e+00, 3.922622237e-03, 9.281875926e-05, 2.551428571e-01, 6.037299031e-03
2.345000000e+00, 3.865589748e-03, 8.939123915e-05, 2.671428571e-01, 6.177642374e-03
2.415000000e+00, 2.833947673e-03, 7.432067129e-05, 2.077142857e-01, 5.447335990e-03
2.485000000e+00, 2.102212902e-03, 6.220762849e-05, 1.631428571e-01, 4.827641500e-03
2.555000000e+00, 1.403518573e-03, 4.943683322e-05, 1.151428571e-01, 4.055734162e-03
2.625000000e+00, 5.576021576e-04, 3.032955899e-05, 4.828571429e-02, 2.626396616e-03
2.695000000e+00, 4.977110251e-04, 2.791024837e-05, 4.542857143e-02, 2.547507786e-03
2.765000000e+00, 3.925387692e-04, 2.415909118e-05, 3.771428571e-02, 2.321153830e-03
2.835000000e+00, 2.404433815e-04, 1.844116554e-05, 2.428571429e-02, 1.862629259e-03
2.905000000e+00, 1.589501040e-04, 1.463254313e-05, 1.685714286e-02, 1.551825784e-03
2.975000000e+00, 1.592648016e-04, 1.430240139e-05, 1.771428571e-02, 1.590789818e-03
3.045000000e+00, 1.336364328e-04, 1.280004880e-05, 1.557142857e-02, 1.491472358e-03
3.115000000e+00, 3.046008187e-05, 5.973713532e-06, 3.714285714e-03, 7.284313591e-04
3.185000000e+00, 2.465349083e-05, 5.256141906e-06, 3.142857143e-03, 6.700593943e-04
3.255000000e+00, 2.145869803e-06, 1.517359089e-06, 2.857142857e-04, 2.020305089e-04
3.325000000e+00, 1.028235885e-06, 1.028235885e-06, 1.428571429e-04, 1.428571429e-04
3.395000000e+00, 4.043719385e-05, 6.315228683e-06, 5.857142857e-03, 9.147320339e-04
3.465000000e+00, 3.787309866e-06, 1.893654933e-06, 5.714285714e-04, 2.857142857e-04
