#                 r,           dens_tot,           dens_err,             dens_A,         dens_err_A,             dens_B,         dens_err_B,         dens_alike,     dens_err_alike,        dens_unlike,    dens_err_unlike,       dens_alike_n,   dens_err_alike_n,      dens_unlike_n,  dens_err_unlike_n,           prob_tot,           prob_err,             prob_A,         prob_err_A,             prob_B,         prob_err_B,         prob_alike,     prob_err_alike,        prob_unlike,    prob_err_unlike,       prob_alike_n,   prob_err_alike_n,      prob_unlike_n,  prob_err_unlike_n
 6.666666666667e-02, 2.514104114230e-03, 5.625928731960e-05, 1.342030538693e-03, 4.110397248693e-05, 1.172073575537e-03, 3.841315992603e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.872187500000e-04, 4.189481807157e-06, 9.993750000000e-05, 3.060905196996e-06, 8.728125000000e-05, 2.860527431699e-06, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 2.000000000000e-01, 2.656004689817e-03, 2.185586481186e-05, 1.267573202453e-03, 1.509871896405e-05, 1.388431487364e-03, 1.580213632137e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.384500000000e-03, 1.139284314822e-05, 6.607500000000e-04, 7.870534448181e-06, 7.237500000000e-04, 8.237205988683e-06, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.333333333333e-01, 2.670212732239e-03, 1.330144207911e-05, 1.337392336969e-03, 9.413588538743e-06, 1.332820395270e-03, 9.397484355253e-06, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.778031250000e-03, 1.881994765369e-05, 1.892250000000e-03, 1.331910047638e-05, 1.885781250000e-03, 1.329631498527e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 4.666666666667e-01, 2.642277864021e-03, 9.481804096542e-06, 1.324677575488e-03, 6.713621100884e-06, 1.317600288533e-03, 6.695662822975e-06, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 7.280250000000e-03, 2.612514952110e-05, 3.649875000000e-03, 1.849799397908e-05, 3.630375000000e-03, 1.844851365964e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 6.000000000000e-01, 2.618843833479e-03, 7.351779622692e-06, 1.309153617951e-03, 5.197960615578e-06, 1.309690215528e-03, 5.199025779849e-06, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.189612500000e-02, 3.339553441330e-05, 5.946843750000e-03, 2.361178946125e-05, 5.949281250000e-03, 2.361662798088e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 7.333333333333e-01, 2.568985617920e-03, 5.961598682667e-06, 1.285765583939e-03, 4.217574853582e-06, 1.283220033982e-03, 4.213397822140e-06, 1.060645815377e-06, 9.890573226788e-08, 9.891675104274e-07, 8.271834271536e-08, 1.086227578846e-03, 1.013462417521e-04, 1.008220877928e-03, 8.435415703202e-05, 1.740881250000e-02, 4.039896250988e-05, 8.713031250000e-03, 2.858052973070e-05, 8.695781250000e-03, 2.855222394469e-05, 7.187500000000e-06, 6.702378309227e-07, 6.703125000000e-06, 5.605434723329e-07, 1.086227578846e-03, 1.013462417521e-04, 1.008220877928e-03, 8.435415703202e-05
 8.666666666667e-01, 2.611359743598e-03, 5.087847538667e-06, 1.302666345010e-03, 3.593497383777e-06, 1.308693398588e-03, 3.601800817578e-06, 3.214428575045e-05, 4.609003065740e-07, 3.512642163550e-05, 4.172560991875e-07, 3.308663474097e-02, 4.821966462455e-04, 3.613548640394e-02, 4.369290923225e-04, 2.469656250000e-02, 4.811759277411e-05, 1.231978125000e-02, 3.398498921859e-05, 1.237678125000e-02, 3.406351776002e-05, 3.040000000000e-04, 4.358898943541e-06, 3.322031250000e-04, 3.946140074095e-06, 3.308663474097e-02, 4.821966462455e-04, 3.613548640394e-02, 4.369290923225e-04
 1.000000000000e+00, 2.564759707018e-03, 4.371017907386e-06, 1.294458977583e-03, 3.105298764851e-06, 1.270300729435e-03, 3.076185483307e-06, 1.768178162373e-04, 9.370799083343e-07, 1.798534271286e-04, 8.184715833821e-07, 1.833443190245e-01, 1.056996688442e-03, 1.867290037665e-01, 9.257046524630e-04, 3.227746875000e-02, 5.500920555064e-05, 1.629075000000e-02, 3.908014601431e-05, 1.598671875000e-02, 3.871375573117e-05, 2.225250000000e-03, 1.179313889514e-05, 2.263453125000e-03, 1.030045461300e-05, 1.833443190245e-01, 1.056996688442e-03, 1.867290037665e-01, 9.257046524630e-04
 1.133333333333e+00, 2.518333458014e-03, 3.822340285940e-06, 1.255053416603e-03, 2.698384510245e-06, 1.263280041411e-03, 2.707213751515e-06, 3.940270940071e-04, 1.234497296970e-06, 3.978019815542e-04, 1.074214977279e-06, 4.076801178109e-01, 1.515428943840e-03, 4.165886970363e-01, 1.338916919516e-03, 4.069481250000e-02, 6.176680882056e-05, 2.028093750000e-02, 4.360433339274e-05, 2.041387500000e-02, 4.374700882632e-05, 6.367250000000e-03, 1.994876249295e-05, 6.428250000000e-03, 1.735869288714e-05, 4.076801178109e-01, 1.515428943840e-03, 4.165886970363e-01, 1.338916919516e-03
 1.266666666667e+00, 2.468861231514e-03, 3.386618617396e-06, 1.236237729565e-03, 2.396453179912e-06, 1.232623501949e-03, 2.392947516387e-06, 5.770778700854e-04, 1.336871091102e-06, 5.826362548446e-04, 1.163326728005e-06, 6.078566977990e-01, 1.785582775369e-03, 6.149292004158e-01, 1.560292644038e-03, 4.982325000000e-02, 6.834420010140e-05, 2.494809375000e-02, 4.836200770297e-05, 2.487515625000e-02, 4.829126109802e-05, 1.164581250000e-02, 2.697894144050e-05, 1.175798437500e-02, 2.347670159069e-05, 6.078566977990e-01, 1.785582775369e-03, 6.149292004158e-01, 1.560292644038e-03
