# r, density, density error estimate, radial probability, probability error estimate
3.500000000e-02, 5.917501426e-01, 9.075965133e-03, 1.214571429e-02, 1.862848379e-04
1.050000000e-01, 5.883893948e-01, 3.420637333e-03, 8.453714286e-02, 4.914617929e-04
1.750000000e-01, 5.719980300e-01, 2.047123761e-03, 2.230657143e-01, 7.983298894e-04
2.450000000e-01, 5.477809404e-01, 1.435576134e-03, 4.160000000e-01, 1.090216230e-03
3.150000000e-01, 5.156360007e-01, 1.084751680e-03, 6.455914286e-01, 1.358140986e-03
3.850000000e-01, 4.769998009e-01, 8.542048558e-04, 8.909314286e-01, 1.595468072e-03
4.550000000e-01, 4.363485540e-01, 6.915738181e-04, 1.137422857e+00, 1.802714506e-03
5.250000000e-01, 3.926986985e-01, 5.687350736e-04, 1.362168571e+00, 1.972792489e-03
5.950000000e-01, 3.492098640e-01, 4.733005592e-04, 1.555360000e+00, 2.108052588e-03
6.650000000e-01, 3.047914842e-01, 3.956766318e-04, 1.695340000e+00, 2.200869958e-03
7.350000000e-01, 2.647241847e-01, 3.336617675e-04, 1.798482857e+00, 2.266830926e-03
8.050000000e-01, 2.256933060e-01, 2.813116506e-04, 1.839051429e+00, 2.292254928e-03
8.750000000e-01, 1.910224390e-01, 2.381109703e-04, 1.838831429e+00, 2.292117816e-03
9.450000000e-01, 1.605389950e-01, 2.021250964e-04, 1.802405714e+00, 2.269301790e-03
1.015000000e+00, 1.321290538e-01, 1.707293221e-04, 1.711245714e+00, 2.211170158e-03
1.085000000e+00, 1.082167762e-01, 1.445450743e-04, 1.601454286e+00, 2.139061400e-03
1.155000000e+00, 8.782728285e-02, 1.223284093e-04, 1.472774286e+00, 2.051323117e-03
1.225000000e+00, 7.058524781e-02, 1.034005501e-04, 1.331417143e+00, 1.950397134e-03
1.295000000e+00, 5.605648353e-02, 8.716684694e-05, 1.181628571e+00, 1.837411667e-03
1.365000000e+00, 4.443233926e-02, 7.362586330e-05, 1.040565714e+00, 1.724251982e-03
1.435000000e+00, 3.466199291e-02, 6.185756988e-05, 8.971257143e-01, 1.601004787e-03
1.505000000e+00, 2.713095304e-02, 5.218166441e-05, 7.723714286e-01, 1.485521966e-03
1.575000000e+00, 2.077105849e-02, 4.362887962e-05, 6.475914286e-01, 1.360243076e-03
1.645000000e+00, 1.590076477e-02, 3.654865381e-05, 5.407857143e-01, 1.243021336e-03
1.715000000e+00, 1.211595709e-02, 3.060170611e-05, 4.478742857e-01, 1.131212101e-03
1.785000000e+00, 9.074281179e-03, 2.544492146e-05, 3.633742857e-01, 1.018927007e-03
1.855000000e+00, 6.717267452e-03, 2.106627191e-05, 2.904971429e-01, 9.110388777e-04
1.925000000e+00, 4.930924501e-03, 1.739284240e-05, 2.296400000e-01, 8.100088183e-04
1.995000000e+00, 3.637202754e-03, 1.441383759e-05, 1.819314286e-01, 7.209743973e-04
2.065000000e+00, 2.677050500e-03, 1.194671433e-05, 1.434657143e-01, 6.402359259e-04
2.135000000e+00, 1.889883174e-03, 9.708702517e-06, 1.082628571e-01, 5.561676447e-04
2.205000000e+00, 1.376501638e-03, 8.022737493e-06, 8.410857143e-02, 4.902144470e-04
2.275000000e+00, 9.315459103e-04, 6.396827586e-06, 6.059142857e-02, 4.160749540e-04
2.345000000e+00, 6.553311561e-04, 5.205140814e-06, 4.528857143e-02, 3.597164416e-04
2.415000000e+00, 4.607211492e-04, 4.237871485e-06, 3.376857143e-02, 3.106149266e-04
2.485000000e+00, 3.228056519e-04, 3.447393509e-06, 2.505142857e-02, 2.675359980e-04
2.555000000e+00, 2.182593275e-04, 2.757039355e-06, 1.790571429e-02, 2.261839598e-04
2.625000000e+00, 1.475831036e-04, 2.206668980e-06, 1.278000000e-02, 1.910871155e-04
2.695000000e+00, 9.825879924e-05, 1.753782753e-06, 8.968571429e-03, 1.600765123e-04
2.765000000e+00, 6.527443927e-05, 1.393239849e-06, 6.271428571e-03, 1.338595060e-04
2.835000000e+00, 4.361925814e-05, 1.110800555e-06, 4.405714286e-03, 1.121951652e-04
2.905000000e+00, 2.920371402e-05, 8.869996447e-07, 3.097142857e-03, 9.406901505e-05
2.975000000e+00, 1.718518585e-05, 6.644176705e-07, 1.911428571e-03, 7.390009804e-05
3.045000000e+00, 1.118132355e-05, 5.236134497e-07, 1.302857143e-03, 6.101187573e-05
3.115000000e+00, 7.896190453e-06, 4.301329022e-07, 9.628571429e-04, 5.245017072e-05
3.185000000e+00, 4.796224580e-06, 3.278631626e-07, 6.114285714e-04, 4.179639668e-05
3.255000000e+00, 2.167328501e-06, 2.156572462e-07, 2.885714286e-04, 2.871393035e-05
3.325000000e+00, 2.035907053e-06, 2.046163576e-07, 2.828571429e-04, 2.842821249e-05
3.395000000e+00, 1.400507689e-06, 1.662096838e-07, 2.028571429e-04, 2.407471364e-05
3.465000000e+00, 8.710812692e-07, 1.284339263e-07, 1.314285714e-04, 1.937808567e-05
