#                   r,             dens_tot,             dens_err,               dens_A,           dens_err_A,               dens_B,           dens_err_B,           dens_alike,       dens_err_alike,          dens_unlike,      dens_err_unlike,         dens_alike_n,     dens_err_alike_n,        dens_unlike_n,    dens_err_unlike_n,             prob_tot,             prob_err,               prob_A,           prob_err_A,               prob_B,           prob_err_B,           prob_alike,       prob_err_alike,          prob_unlike,      prob_err_unlike,         prob_alike_n,     prob_err_alike_n,        prob_unlike_n,    prob_err_unlike_n
  3.0000000000000e-02,  3.6473007791893e-03,  3.1745678510333e-04,  2.1552231877027e-03,  2.4403097188917e-04,  1.4920775914865e-03,  2.0304604198794e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  5.5000000000000e-05,  4.7871355387817e-06,  3.2500000000000e-05,  3.6799003609699e-06,  2.2500000000000e-05,  3.0618621784790e-06,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  9.0000000000000e-02,  3.5288819227221e-03,  1.1802346686097e-04,  1.7762828470078e-03,  8.3734776428302e-05,  1.7525990757143e-03,  8.3174671303134e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  3.7250000000000e-04,  1.2458263656438e-05,  1.8750000000000e-04,  8.8388347648318e-06,  1.8500000000000e-04,  8.7797114607106e-06,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  1.5000000000000e-01,  3.2706457146717e-03,  6.8966593465128e-05,  1.6200530574230e-03,  4.8538532592147e-05,  1.6505926572487e-03,  4.8993896231933e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  9.3708333333333e-04,  1.9759842835632e-05,  4.6416666666667e-04,  1.3906932723566e-05,  4.7291666666667e-04,  1.4037400439936e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  2.1000000000000e-01,  3.3575479736353e-03,  5.0073629939485e-05,  1.6840014858869e-03,  3.5462487625511e-05,  1.6735464877484e-03,  3.5352233122207e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  1.8733333333333e-03,  2.7938424357067e-05,  9.3958333333333e-04,  1.9786183450973e-05,  9.3375000000000e-04,  1.9724667297574e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  2.7000000000000e-01,  3.4670193944256e-03,  3.9628902243682e-05,  1.7407571900676e-03,  2.8080381604640e-05,  1.7262622043580e-03,  2.7963226959296e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  3.1891666666667e-03,  3.6452975796832e-05,  1.6012500000000e-03,  2.5829972899715e-05,  1.5879166666667e-03,  2.5722207223418e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  3.3000000000000e-01,  3.5407238083688e-03,  3.2788696631659e-05,  1.7756755708207e-03,  2.3219878229837e-05,  1.7650482375481e-03,  2.3150289021835e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  4.8587500000000e-03,  4.4994212590806e-05,  2.4366666666667e-03,  3.1863423823842e-05,  2.4220833333333e-03,  3.1767930195228e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  3.9000000000000e-01,  3.3705549791935e-03,  2.7079938357315e-05,  1.6863653268609e-03,  1.9154587145137e-05,  1.6841896523326e-03,  1.9142226953397e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  6.4550000000000e-03,  5.1861192941672e-05,  3.2295833333333e-03,  3.6683234893098e-05,  3.2254166666667e-03,  3.6659563705957e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  4.5000000000000e-01,  3.3513704219034e-03,  2.3408128237800e-05,  1.6552480315811e-03,  1.6450799597395e-05,  1.6961223903223e-03,  1.6652677268345e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  8.5408333333333e-03,  5.9654677566437e-05,  4.2183333333333e-03,  4.1924204093684e-05,  4.3225000000000e-03,  4.2438681255037e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  5.1000000000000e-01,  3.4356748227931e-03,  2.0915824222633e-05,  1.7091788283430e-03,  1.4752401020191e-05,  1.7264959944501e-03,  1.4826947327470e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  1.1242500000000e-02,  6.8442494110019e-05,  5.5929166666667e-03,  4.8274029710026e-05,  5.6495833333333e-03,  4.8517966317186e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  5.7000000000000e-01,  3.3598765117026e-03,  1.8508696605259e-05,  1.7024203597820e-03,  1.3174907687477e-05,  1.6574561519205e-03,  1.2999756053556e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  1.3730416666667e-02,  7.5637338295609e-05,  6.9570833333333e-03,  5.3840363318074e-05,  6.7733333333333e-03,  5.3124591501697e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  6.3000000000000e-01,  3.3741622607075e-03,  1.6782930999199e-05,  1.6856620121342e-03,  1.1862332062487e-05,  1.6885002485732e-03,  1.1872314473731e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  1.6841666666667e-02,  8.3769690885852e-05,  8.4137500000000e-03,  5.9209198328188e-05,  8.4279166666667e-03,  5.9259024160413e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  6.9000000000000e-01,  3.3367470795338e-03,  1.5239306898824e-05,  1.6581423891956e-03,  1.0742725573090e-05,  1.6786046903383e-03,  1.0808807613137e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  1.9975833333333e-02,  9.1231923628130e-05,  9.9266666666667e-03,  6.4312604605249e-05,  1.0049166666667e-02,  6.4708212599158e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  7.5000000000000e-01,  3.3483668101771e-03,  1.4045231989495e-05,  1.6808996984404e-03,  9.9513798169584e-06,  1.6674671117367e-03,  9.9115377907447e-06,                 -nan,                 -nan,  1.6496159109856e-06,  4.4087839704852e-07,                 -nan,                 -nan,  1.3240022697182e-03,  3.5401062450351e-04,  2.3680833333333e-02,  9.9332843958526e-05,  1.1887916666667e-02,  7.0379674701657e-05,  1.1792916666667e-02,  7.0097897812829e-05,                 -nan,                 -nan,  1.1666666666667e-05,  3.1180478223116e-06,                 -nan,                 -nan,  1.3240022697182e-03,  3.5401062450351e-04
  8.1000000000000e-01,  3.3500268735119e-03,  1.3008562455725e-05,  1.6708965593876e-03,  9.1871317247250e-06,  1.6791303141243e-03,  9.2097398354700e-06,                 -nan,                 -nan,  6.8698812526971e-06,  8.3309547177414e-07,                 -nan,                 -nan,  5.5948658877736e-03,  6.7974129939609e-04,  2.7632916666667e-02,  1.0730198170480e-04,  1.3782500000000e-02,  7.5780659361960e-05,  1.3850416666667e-02,  7.5967143848143e-05,                 -nan,                 -nan,  5.6666666666667e-05,  6.8718427093628e-06,                 -nan,                 -nan,  5.5948658877736e-03,  6.7974129939609e-04
  8.7000000000000e-01,  3.3162534530274e-03,  1.2050581439460e-05,  1.6566816786614e-03,  8.5173340217998e-06,  1.6595717743660e-03,  8.5247600664269e-06,                 -nan,                 -nan,  4.3263856911096e-05,  1.9465329475346e-06,                 -nan,                 -nan,  3.5592487631490e-02,  1.6202693929297e-03,  3.1555000000000e-02,  1.1466436528698e-04,  1.5763750000000e-02,  8.1044612200113e-05,  1.5791250000000e-02,  8.1115272914538e-05,                 -nan,                 -nan,  4.1166666666667e-04,  1.8521758975744e-05,                 -nan,                 -nan,  3.5592487631490e-02,  1.6202693929297e-03
  9.3000000000000e-01,  3.2688203175485e-03,  1.1192490027244e-05,  1.6093467503181e-03,  7.8533690301408e-06,  1.6594735672304e-03,  7.9747368537394e-06,                 -nan,                 -nan,  1.0883804283715e-04,  2.8882617669181e-06,                 -nan,                 -nan,  8.8539718169348e-02,  2.4179503146197e-03,  3.5540000000000e-02,  1.2168949557515e-04,  1.7497500000000e-02,  8.5385156789690e-05,  1.8042500000000e-02,  8.6704719210279e-05,                 -nan,                 -nan,  1.1833333333333e-03,  3.1402406135695e-05,                 -nan,                 -nan,  8.8539718169348e-02,  2.4179503146197e-03
  9.9000000000000e-01,  3.1892744221127e-03,  1.0385651390335e-05,  1.5840684126671e-03,  7.3193878844288e-06,  1.6052060094457e-03,  7.3680605181312e-06,                 -nan,                 -nan,  2.0400317402980e-04,  3.7146787033929e-06,                 -nan,                 -nan,  1.6682031048342e-01,  3.2020788268810e-03,  3.9292083333333e-02,  1.2795194953141e-04,  1.9515833333333e-02,  9.0175369265793e-05,  1.9776250000000e-02,  9.0775019507939e-05,                 -nan,                 -nan,  2.5133333333333e-03,  4.5765100725820e-05,                 -nan,                 -nan,  1.6682031048342e-01,  3.2020788268810e-03
  1.0500000000000e+00,  3.2297078708719e-03,  9.8542298814139e-06,  1.6079236189721e-03,  6.9530247570593e-06,  1.6217842518999e-03,  6.9829287038800e-06,                 -nan,                 -nan,  3.2357512270942e-04,  4.4110667375726e-06,                 -nan,                 -nan,  2.6628068091845e-01,  3.9390581552495e-03,  4.4757916666667e-02,  1.3656182462330e-04,  2.2282916666667e-02,  9.6356362587590e-05,  2.2475000000000e-02,  9.6770777269449e-05,                 -nan,                 -nan,  4.4841666666667e-03,  6.1129416450311e-05,                 -nan,                 -nan,  2.6628068091845e-01,  3.9390581552495e-03
  1.1100000000000e+00,  3.1771690789182e-03,  9.2455715934462e-06,  1.5870509749109e-03,  6.5344500182378e-06,  1.5901181040073e-03,  6.5407611979563e-06,                 -nan,                 -nan,  4.4613276032366e-04,  4.8996003597438e-06,                 -nan,                 -nan,  3.6808535827389e-01,  4.5112595408594e-03,  4.9204166666667e-02,  1.4318427326739e-04,  2.4578333333333e-02,  1.0119768881858e-04,  2.4625833333333e-02,  1.0129542876601e-04,                 -nan,                 -nan,  6.9091666666667e-03,  7.5879107064388e-05,                 -nan,                 -nan,  3.6808535827389e-01,  4.5112595408594e-03
  1.1700000000000e+00,  3.1749572627491e-03,  8.7684926802049e-06,  1.5910505702966e-03,  6.2072322274553e-06,  1.5839066924525e-03,  6.1932811947503e-06,                 -nan,                 -nan,  5.5286349553084e-04,  5.1746378086985e-06,                 -nan,                 -nan,  4.5924525265529e-01,  4.9125331010021e-03,  5.4627916666667e-02,  1.5086958588279e-04,  2.7375416666667e-02,  1.0680085959912e-04,  2.7252500000000e-02,  1.0656081987923e-04,                 -nan,                 -nan,  9.5125000000000e-03,  8.9034169470677e-05,                 -nan,                 -nan,  4.5924525265529e-01,  4.9125331010021e-03
