#                 r,           dens_tot,           dens_err,             dens_A,         dens_err_A,             dens_B,         dens_err_B,         dens_alike,     dens_err_alike,        dens_unlike,    dens_err_unlike,       dens_alike_n,   dens_err_alike_n,      dens_unlike_n,  dens_err_unlike_n,           prob_tot,           prob_err,             prob_A,         prob_err_A,             prob_B,         prob_err_B,         prob_alike,     prob_err_alike,        prob_unlike,    prob_err_unlike,       prob_alike_n,   prob_err_alike_n,      prob_unlike_n,  prob_err_unlike_n
 6.666666666667e-02, 1.147524236415e-02, 1.201942053105e-04, 5.404631428337e-03, 8.248702454791e-05, 6.070610935812e-03, 8.742160929350e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 8.545312500000e-04, 8.950547731145e-06, 4.024687500000e-04, 6.142592719080e-06, 4.520625000000e-04, 6.510058323471e-06, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 2.000000000000e-01, 1.115313345303e-02, 4.478700552452e-05, 5.624406464290e-03, 3.180474561478e-05, 5.528726988736e-03, 3.153306233516e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 5.813812500000e-03, 2.334619716089e-05, 2.931843750000e-03, 1.657891285828e-05, 2.881968750000e-03, 1.643729206142e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.333333333333e-01, 1.134881823717e-02, 2.742212566204e-05, 5.700813738397e-03, 1.943543307136e-05, 5.648004498774e-03, 1.934520398325e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.605721875000e-02, 3.879902392861e-05, 8.065968750000e-03, 2.749881034359e-05, 7.991250000000e-03, 2.737114698912e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 4.666666666667e-01, 1.108735259839e-02, 1.942297112231e-05, 5.542740600199e-03, 1.373295547431e-05, 5.544611998191e-03, 1.373527361062e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.054890625000e-02, 5.351597855723e-05, 1.527187500000e-02, 3.783831763239e-05, 1.527703125000e-02, 3.784470477739e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 6.000000000000e-01, 1.073952581010e-02, 1.488778994019e-05, 5.291657000127e-03, 1.045041464333e-05, 5.447868809978e-03, 1.060354294969e-05, 0.000000000000e+00, 0.000000000000e+00, 2.332135620710e-06, 1.551313538969e-07, 0.000000000000e+00, 0.000000000000e+00, 3.080412393617e-04, 2.049375417452e-05, 4.878440625000e-02, 6.762793864918e-05, 2.403740625000e-02, 4.747111580675e-05, 2.474700000000e-02, 4.816670271048e-05, 0.000000000000e+00, 0.000000000000e+00, 1.059375000000e-05, 7.046857677362e-07, 0.000000000000e+00, 0.000000000000e+00, 3.080412393617e-04, 2.049375417452e-05
 7.333333333333e-01, 1.070666612580e-02, 1.217051709610e-05, 5.344990852988e-03, 8.599147213620e-06, 5.361675272815e-03, 8.612557900243e-06, 5.524581247049e-06, 2.257282702988e-07, 1.977159087451e-04, 1.169466297572e-06, 7.419904668470e-04, 3.032815393204e-05, 2.654981515540e-02, 1.591100498123e-04, 7.255406250000e-02, 8.247389501761e-05, 3.622050000000e-02, 5.827239376411e-05, 3.633356250000e-02, 5.836327170726e-05, 3.743750000000e-05, 1.529654781315e-06, 1.339828125000e-03, 7.924925448190e-06, 7.419904668470e-04, 3.032815393204e-05, 2.654981515540e-02, 1.591100498123e-04
 8.666666666667e-01, 1.030156289605e-02, 1.010537177317e-05, 5.146578371186e-03, 7.142660889672e-06, 5.154984524861e-03, 7.148491735262e-06, 1.937116167593e-04, 1.131443677290e-06, 1.118370347314e-03, 2.354390845402e-06, 2.688296299557e-02, 1.591163773490e-04, 1.550494718853e-01, 3.508031634788e-04, 9.742556250000e-02, 9.557011292436e-05, 4.867303125000e-02, 6.755069710734e-05, 4.875253125000e-02, 6.760584149826e-05, 1.832000000000e-03, 1.070046727952e-05, 1.057682812500e-02, 2.226631577876e-05, 2.688296299557e-02, 1.591163773490e-04, 1.550494718853e-01, 3.508031634788e-04
 1.000000000000e+00, 1.004298527548e-02, 8.649493120898e-06, 5.019701068612e-03, 6.115024087882e-06, 5.023284206867e-03, 6.117206196711e-06, 9.337414945877e-04, 2.153411086110e-06, 2.313519140818e-03, 2.935491284469e-06, 1.333267149102e-01, 3.273369467701e-04, 3.311301809311e-01, 4.847487857935e-04, 1.263908437500e-01, 1.088537624594e-04, 6.317287500000e-02, 7.695750146185e-05, 6.321796875000e-02, 7.698496327409e-05, 1.175112500000e-02, 2.710065151431e-05, 2.911560937500e-02, 3.694312100315e-05, 1.333267149102e-01, 3.273369467701e-04, 3.311301809311e-01, 4.847487857935e-04
 1.133333333333e+00, 9.673617332738e-03, 7.491472365591e-06, 4.856232319301e-03, 5.307896642217e-06, 4.817385013437e-03, 5.286623822437e-06, 1.953167814637e-03, 2.748507206775e-06, 3.163157544217e-03, 3.029131614431e-06, 2.896332790383e-01, 4.628485396497e-04, 4.681875207700e-01, 5.432602367785e-04, 1.563200625000e-01, 1.210578616174e-04, 7.847390625000e-02, 8.577254054147e-05, 7.784615625000e-02, 8.542878407444e-05, 3.156206250000e-02, 4.441428718611e-05, 5.111479687500e-02, 4.894901534776e-05, 2.896332790383e-01, 4.628485396497e-04, 4.681875207700e-01, 5.432602367785e-04
 1.266666666667e+00, 9.305349297753e-03, 6.574826418124e-06, 4.657173851250e-03, 4.651351677130e-06, 4.648175446504e-03, 4.646855926766e-06, 2.752861477121e-03, 2.919876623723e-06, 3.606209419609e-03, 2.894199241672e-06, 4.249081464952e-01, 5.379831024602e-04, 5.566847071158e-01, 5.574258467360e-04, 1.877880937500e-01, 1.326843388990e-04, 9.398484375000e-02, 9.386734843151e-05, 9.380325000000e-02, 9.377662122032e-05, 5.555456250000e-02, 5.892503844929e-05, 7.277568750000e-02, 5.840685192306e-05, 4.249081464952e-01, 5.379831024602e-04, 5.566847071158e-01, 5.574258467360e-04
 1.400000000000e+00, 8.904660887362e-03, 5.819655709567e-06, 4.458440678912e-03, 4.117940776138e-06, 4.446220208450e-03, 4.112293319076e-06, 3.262085907162e-03, 2.876011826160e-06, 3.792025676925e-03, 2.685401560345e-06, 5.266027729659e-01, 5.736426569157e-04, 6.112047537994e-01, 5.494144256158e-04, 2.194883437500e-01, 1.434469665994e-04, 1.098947812500e-01, 1.015019001900e-04, 1.095935625000e-01, 1.013626976968e-04, 8.040618750000e-02, 7.088996204506e-05, 9.346851562500e-02, 6.619166616669e-05, 5.266027729659e-01, 5.736426569157e-04, 6.112047537994e-01, 5.494144256158e-04
 1.533333333333e+00, 8.455456429366e-03, 5.178164840495e-06, 4.226126791670e-03, 3.660821933612e-06, 4.229329637696e-03, 3.662208880679e-06, 3.499068059130e-03, 2.719805883848e-06, 3.811394699295e-03, 2.458296758808e-06, 5.932562860073e-01, 5.820639309859e-04, 6.453237081740e-01, 5.338923296289e-04, 2.499733125000e-01, 1.530849373612e-04, 1.249393125000e-01, 1.082268938244e-04, 1.250340000000e-01, 1.082678969039e-04, 1.034448750000e-01, 8.040711838824e-05, 1.126783593750e-01, 7.267598018399e-05, 5.932562860073e-01, 5.820639309859e-04, 6.453237081740e-01, 5.338923296289e-04
