#                 r,           dens_tot,           dens_err,             dens_A,         dens_err_A,             dens_B,         dens_err_B,         dens_alike,     dens_alike_err,        dens_unlike,    dens_unlike_err,           prob_tot,           prob_err,             prob_A,         prob_err_A,             prob_B,         prob_err_B,         prob_alike,     prob_alike_err,        prob_unlike,    prob_unlike_err
 3.000000000000e-02, 1.700845649555e-02, 4.570250625970e-04, 8.412124692743e-03, 3.214107630551e-04, 8.596331802803e-03, 3.249108019659e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.564814814815e-04, 6.891775579973e-06, 1.268518518519e-04, 4.846760121593e-06, 1.296296296296e-04, 4.899539464934e-06, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 9.000000000000e-02, 1.711722640815e-02, 1.732906946335e-04, 8.819134688304e-03, 1.243860087892e-04, 8.298091719849e-03, 1.206556491179e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.806851851852e-03, 1.829213477939e-05, 9.309259259259e-04, 1.312987775976e-05, 8.759259259259e-04, 1.273611026967e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 1.500000000000e-01, 1.633884749196e-02, 1.027641120749e-04, 8.085722620531e-03, 7.229199069163e-05, 8.253124871428e-03, 7.303650328697e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 4.681296296296e-03, 2.944327973471e-05, 2.316666666667e-03, 2.071261320256e-05, 2.364629629630e-03, 2.092592592593e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 2.100000000000e-01, 1.583915622754e-02, 7.250579590956e-05, 7.925884303125e-03, 5.128974823629e-05, 7.913271924418e-03, 5.124892356271e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 8.837407407407e-03, 4.045438081713e-05, 4.422222222222e-03, 2.861695373642e-05, 4.415185185185e-03, 2.859417573817e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 2.700000000000e-01, 1.634752541104e-02, 5.736786111736e-05, 8.048743453772e-03, 4.025378197260e-05, 8.298781957263e-03, 4.087425260580e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.503740740741e-02, 5.277030486406e-05, 7.403703703704e-03, 3.702777662008e-05, 7.633703703704e-03, 3.759852169992e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.300000000000e-01, 1.592359132502e-02, 4.635615223075e-05, 7.993643924760e-03, 3.284424388248e-05, 7.929947400256e-03, 3.271312417713e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.185111111111e-02, 6.361212193924e-05, 1.096925925926e-02, 4.507043717638e-05, 1.088185185185e-02, 4.489050846608e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.900000000000e-01, 1.619726833476e-02, 3.957551664208e-05, 8.143404714340e-03, 2.806135991824e-05, 8.053863620421e-03, 2.790665865034e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.101962962963e-02, 7.579166086938e-05, 1.559555555556e-02, 5.374072797815e-05, 1.542407407407e-02, 5.344445727779e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 4.500000000000e-01, 1.621233298556e-02, 3.432313672489e-05, 8.104894846063e-03, 2.426821897955e-05, 8.107438139496e-03, 2.427202633066e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 4.131648148148e-02, 8.747113966531e-05, 2.065500000000e-02, 6.184658438426e-05, 2.066148148148e-02, 6.185628726612e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 5.100000000000e-01, 1.599404406918e-02, 3.008547289492e-05, 8.033071167956e-03, 2.132153685532e-05, 7.960972901223e-03, 2.122563886996e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 5.233703703704e-02, 9.844817873251e-05, 2.628648148148e-02, 6.977010062351e-05, 2.605055555556e-02, 6.945629528511e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 5.700000000000e-01, 1.583098108403e-02, 2.678408623604e-05, 7.906087596054e-03, 1.892795655826e-05, 7.924893487979e-03, 1.895045477101e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 6.469462962963e-02, 1.094554108688e-04, 3.230888888889e-02, 7.735067919557e-05, 3.238574074074e-02, 7.744262002563e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 6.300000000000e-01, 1.576590255335e-02, 2.418538399449e-05, 7.879092759161e-03, 1.709746309020e-05, 7.886809794185e-03, 1.710583394167e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 7.869333333333e-02, 1.207180164937e-04, 3.932740740741e-02, 8.533963454101e-05, 3.936592592593e-02, 8.538141649433e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 6.900000000000e-01, 1.532717608480e-02, 2.177425903063e-05, 7.608264043015e-03, 1.534105050901e-05, 7.718912041786e-03, 1.545220131933e-05, 1.484792826681e-06, 5.249535382015e-07, 0.000000000000e+00, 0.000000000000e+00, 9.175796296296e-02, 1.303541919675e-04, 4.554777777778e-02, 9.184102385400e-05, 4.621018518519e-02, 9.250644140253e-05, 8.888888888889e-06, 3.142696805274e-06, 0.000000000000e+00, 0.000000000000e+00
 7.500000000000e-01, 1.535637925288e-02, 2.005236302058e-05, 7.674248877321e-03, 1.417552275170e-05, 7.682130375562e-03, 1.418280005589e-05, 3.157836172458e-05, 2.227365899843e-06, 4.901715849786e-05, 2.775050142308e-06, 1.086057407407e-01, 1.418173974209e-04, 5.427500000000e-02, 1.002543062712e-04, 5.433074074074e-02, 1.003057739381e-04, 2.233333333333e-04, 1.575271875418e-05, 3.466666666667e-04, 1.962613525851e-05
 8.100000000000e-01, 1.509070444820e-02, 1.840639164870e-05, 7.530377679018e-03, 1.300236283741e-05, 7.560326769185e-03, 1.302819305083e-05, 3.430899519729e-04, 6.798193573566e-06, 5.258826747163e-04, 8.416547110180e-06, 1.244766666667e-01, 1.518263302853e-04, 6.211481481481e-02, 1.072508437460e-04, 6.236185185185e-02, 1.074639059577e-04, 2.830000000000e-03, 5.607534613754e-05, 4.337777777778e-03, 6.942444156361e-05
 8.700000000000e-01, 1.476091567165e-02, 1.694921290315e-05, 7.386559148979e-03, 1.198985622561e-05, 7.374356522671e-03, 1.197994848594e-05, 1.513943063029e-03, 1.329606966070e-05, 2.276811557497e-03, 1.630542241403e-05, 1.404538888889e-01, 1.612760968770e-04, 7.028500000000e-02, 1.140865493419e-04, 7.016888888889e-02, 1.139922746642e-04, 1.440555555556e-02, 1.265155043444e-04, 2.166444444444e-02, 1.551502656726e-04
 9.300000000000e-01, 1.451725759360e-02, 1.572469477102e-05, 7.260655671152e-03, 1.112059061718e-05, 7.256601922452e-03, 1.111748577543e-05, 3.976114302972e-03, 2.015788616126e-05, 6.017364131732e-03, 2.479811698016e-05, 1.578377777778e-01, 1.709655465496e-04, 7.894092592593e-02, 1.209077747140e-04, 7.889685185185e-02, 1.208740175584e-04, 4.323000000000e-02, 2.191650823770e-04, 6.542333333333e-02, 2.696156386276e-04
 9.900000000000e-01, 1.437270903220e-02, 1.469825756903e-05, 7.171856943058e-03, 1.038274877640e-05, 7.200852089146e-03, 1.040371584636e-05, 7.634246100110e-03, 2.623948095201e-05, 1.152933588047e-02, 3.224588551517e-05, 1.770727777778e-01, 1.810835584586e-04, 8.835777777778e-02, 1.279161891253e-04, 8.871500000000e-02, 1.281745048896e-04, 9.405444444444e-02, 3.232722355409e-04, 1.420422222222e-01, 3.972715587077e-04
 1.050000000000e+00, 1.409090183753e-02, 1.372205652860e-05, 7.053415186998e-03, 9.708441849109e-06, 7.037486650532e-03, 9.697473497594e-06, 1.182701850362e-02, 3.079378496131e-05, 1.806255946710e-02, 3.805529382812e-05, 1.952744444444e-01, 1.901629147767e-04, 9.774759259259e-02, 1.345414658597e-04, 9.752685185185e-02, 1.343894643218e-04, 1.639011111111e-01, 4.267462310074e-04, 2.503144444444e-01, 5.273776260838e-04
