# r, density, density error estimate, radial probability, probability error estimate
2.750000000e-02, 7.561952367e-02, 3.294038189e-03, 9.581818182e-04, 4.173905558e-05
8.250000000e-02, 1.006483766e-01, 1.436369016e-03, 8.927272727e-03, 1.274025312e-04
1.375000000e-01, 1.003376602e-01, 8.704961312e-04, 2.415636364e-02, 2.095725678e-04
1.925000000e-01, 1.050118192e-01, 6.381604571e-04, 4.923272727e-02, 2.991889864e-04
2.475000000e-01, 1.054937872e-01, 4.981500583e-04, 8.154000000e-02, 3.850383688e-04
3.025000000e-01, 9.955406399e-02, 3.962054651e-04, 1.147927273e-01, 4.568523280e-04
3.575000000e-01, 1.003575217e-01, 3.367322906e-04, 1.614981818e-01, 5.418791912e-04
4.125000000e-01, 1.028980126e-01, 2.955777930e-04, 2.203472727e-01, 6.329545047e-04
4.675000000e-01, 1.016468593e-01, 2.592559762e-04, 2.794909091e-01, 7.128571310e-04
5.225000000e-01, 1.021192115e-01, 2.325309373e-04, 3.506636364e-01, 7.984799609e-04
5.775000000e-01, 9.954039663e-02, 2.077291039e-04, 4.174854545e-01, 8.712430561e-04
6.325000000e-01, 9.985460893e-02, 1.899767550e-04, 5.023109091e-01, 9.556634146e-04
6.875000000e-01, 9.796611281e-02, 1.731263519e-04, 5.821872727e-01, 1.028845136e-03
7.425000000e-01, 9.778842129e-02, 1.601628231e-04, 6.777800000e-01, 1.110102370e-03
7.975000000e-01, 9.802747300e-02, 1.493038082e-04, 7.837745455e-01, 1.193752331e-03
8.525000000e-01, 9.557605505e-02, 1.379172469e-04, 8.731690909e-01, 1.259992129e-03
9.075000000e-01, 9.563707112e-02, 1.296026156e-04, 9.900618182e-01, 1.341682674e-03
9.625000000e-01, 9.281153486e-02, 1.203801507e-04, 1.080765455e+00, 1.401794599e-03
1.017500000e+00, 9.171715226e-02, 1.132013797e-04, 1.193534545e+00, 1.473113305e-03
1.072500000e+00, 9.076639193e-02, 1.068393839e-04, 1.312274545e+00, 1.544653268e-03
1.127500000e+00, 8.923189592e-02, 1.007660369e-04, 1.425769091e+00, 1.610064420e-03
1.182500000e+00, 8.789660472e-02, 9.535851522e-05, 1.544765455e+00, 1.675907057e-03
1.237500000e+00, 8.625898481e-02, 9.026823388e-05, 1.660260000e+00, 1.737427566e-03
1.292500000e+00, 8.534787171e-02, 8.596996596e-05, 1.791963636e+00, 1.805025125e-03
1.347500000e+00, 8.355381054e-02, 8.159018826e-05, 1.906750909e+00, 1.861939804e-03
1.402500000e+00, 8.177468756e-02, 7.755190549e-05, 2.021576364e+00, 1.917183713e-03
1.457500000e+00, 7.990210730e-02, 7.376638654e-05, 2.133225455e+00, 1.969414059e-03
1.512500000e+00, 7.789178424e-02, 7.018434307e-05, 2.239443636e+00, 2.017849276e-03
1.567500000e+00, 7.610375279e-02, 6.694018881e-05, 2.350041818e+00, 2.067076028e-03
1.622500000e+00, 7.419071824e-02, 6.385325089e-05, 2.454541818e+00, 2.112534806e-03
1.677500000e+00, 7.188424494e-02, 6.079230362e-05, 2.542187273e+00, 2.149920621e-03
1.732500000e+00, 7.084442592e-02, 5.843527423e-05, 2.672381818e+00, 2.204285833e-03
1.787500000e+00, 6.914506129e-02, 5.595399819e-05, 2.776498182e+00, 2.246815193e-03
1.842500000e+00, 6.648944155e-02, 5.323122315e-05, 2.836676364e+00, 2.271033551e-03
1.897500000e+00, 6.476471014e-02, 5.101359725e-05, 2.930503636e+00, 2.308286904e-03
1.952500000e+00, 6.238066968e-02, 4.865565673e-05, 2.988620000e+00, 2.331062965e-03
2.007500000e+00, 6.007185331e-02, 4.643870521e-05, 3.042420000e+00, 2.351950834e-03
2.062500000e+00, 5.783359872e-02, 4.435034546e-05, 3.091745455e+00, 2.370939766e-03
2.117500000e+00, 5.571537961e-02, 4.239997918e-05, 3.139469091e+00, 2.389168395e-03
2.172500000e+00, 5.366126884e-02, 4.055765245e-05, 3.182830909e+00, 2.405611209e-03
2.227500000e+00, 5.106111917e-02, 3.858603407e-05, 3.183887273e+00, 2.406010380e-03
2.282500000e+00, 4.880792287e-02, 3.681608408e-05, 3.195529091e+00, 2.410405130e-03
2.337500000e+00, 4.677392331e-02, 3.519281327e-05, 3.211714545e+00, 2.416501809e-03
2.392500000e+00, 4.494631285e-02, 3.370538166e-05, 3.233158182e+00, 2.424555510e-03
2.447500000e+00, 4.272330505e-02, 3.212286747e-05, 3.216165455e+00, 2.418175666e-03
