# r, density, density error estimate, radial probability, probability error estimate
2.750000000e-02, 9.140348497e-02, 3.621537932e-03, 1.158181818e-03, 4.588883441e-05
8.250000000e-02, 9.386332310e-02, 1.387109046e-03, 8.325454545e-03, 1.230332885e-04
1.375000000e-01, 1.045517513e-01, 8.885881485e-04, 2.517090909e-02, 2.139282339e-04
1.925000000e-01, 1.031774669e-01, 6.325621906e-04, 4.837272727e-02, 2.965643492e-04
2.475000000e-01, 1.017042251e-01, 4.891209234e-04, 7.861090909e-02, 3.780594208e-04
3.025000000e-01, 1.029237269e-01, 4.028549615e-04, 1.186781818e-01, 4.645196577e-04
3.575000000e-01, 1.024285311e-01, 3.401890050e-04, 1.648309091e-01, 5.474418343e-04
4.125000000e-01, 1.000231071e-01, 2.914194132e-04, 2.141909091e-01, 6.240496908e-04
4.675000000e-01, 9.980198068e-02, 2.568924700e-04, 2.744181818e-01, 7.063583713e-04
5.225000000e-01, 1.016818566e-01, 2.320324626e-04, 3.491618182e-01, 7.967682658e-04
5.775000000e-01, 9.827976056e-02, 2.064095130e-04, 4.121981818e-01, 8.657085189e-04
6.325000000e-01, 9.828416442e-02, 1.884769228e-04, 4.944109091e-01, 9.481186242e-04
6.875000000e-01, 9.812643061e-02, 1.732679513e-04, 5.831400000e-01, 1.029686625e-03
7.425000000e-01, 9.727689188e-02, 1.597433695e-04, 6.742345455e-01, 1.107195101e-03
7.975000000e-01, 9.491479669e-02, 1.469142568e-04, 7.588872727e-01, 1.174646773e-03
8.525000000e-01, 9.413677112e-02, 1.368748568e-04, 8.600200000e-01, 1.250469003e-03
9.075000000e-01, 9.344185879e-02, 1.281065594e-04, 9.673363636e-01, 1.326195079e-03
9.625000000e-01, 9.322030339e-02, 1.206449538e-04, 1.085525455e+00, 1.404878160e-03
1.017500000e+00, 9.088932212e-02, 1.126893494e-04, 1.182761818e+00, 1.466450147e-03
1.072500000e+00, 9.036232956e-02, 1.066013116e-04, 1.306432727e+00, 1.541211287e-03
1.127500000e+00, 8.884716827e-02, 1.005485734e-04, 1.419621818e+00, 1.606589736e-03
1.182500000e+00, 8.733164298e-02, 9.505155933e-05, 1.534836364e+00, 1.670512368e-03
1.237500000e+00, 8.615129604e-02, 9.021186926e-05, 1.658187273e+00, 1.736342694e-03
1.292500000e+00, 8.408615933e-02, 8.533214547e-05, 1.765472727e+00, 1.791633448e-03
1.347500000e+00, 8.285077851e-02, 8.124620822e-05, 1.890707273e+00, 1.854089962e-03
1.402500000e+00, 8.150043011e-02, 7.742174877e-05, 2.014796364e+00, 1.913966070e-03
1.457500000e+00, 7.967369376e-02, 7.366087430e-05, 2.127127273e+00, 1.966597095e-03
1.512500000e+00, 7.831561575e-02, 7.037503059e-05, 2.251629091e+00, 2.023331677e-03
1.567500000e+00, 7.600683631e-02, 6.689755180e-05, 2.347049091e+00, 2.065759421e-03
1.622500000e+00, 7.389587839e-02, 6.372624562e-05, 2.444787273e+00, 2.108332936e-03
1.677500000e+00, 7.212557231e-02, 6.089426305e-05, 2.550721818e+00, 2.153526418e-03
1.732500000e+00, 7.036565813e-02, 5.823748623e-05, 2.654321818e+00, 2.196824906e-03
1.787500000e+00, 6.849688605e-02, 5.569112047e-05, 2.750470909e+00, 2.236259421e-03
1.842500000e+00, 6.597488705e-02, 5.302484780e-05, 2.814723636e+00, 2.262228843e-03
1.897500000e+00, 6.446294198e-02, 5.089461074e-05, 2.916849091e+00, 2.302902947e-03
1.952500000e+00, 6.226112585e-02, 4.860901349e-05, 2.982892727e+00, 2.328828315e-03
2.007500000e+00, 5.978526709e-02, 4.632779966e-05, 3.027905455e+00, 2.346333873e-03
2.062500000e+00, 5.759810959e-02, 4.425995962e-05, 3.079156364e+00, 2.366107799e-03
2.117500000e+00, 5.555236763e-02, 4.233790684e-05, 3.130283636e+00, 2.385670722e-03
2.172500000e+00, 5.336907658e-02, 4.044708100e-05, 3.165500000e+00, 2.399052843e-03
2.227500000e+00, 5.125598757e-02, 3.865959335e-05, 3.196038182e+00, 2.410597128e-03
2.282500000e+00, 4.908476773e-02, 3.692034924e-05, 3.213654545e+00, 2.417231529e-03
2.337500000e+00, 4.680572478e-02, 3.520477499e-05, 3.213898182e+00, 2.417323156e-03
2.392500000e+00, 4.492540979e-02, 3.369754311e-05, 3.231654545e+00, 2.423991654e-03
2.447500000e+00, 4.288232573e-02, 3.218259431e-05, 3.228136364e+00, 2.422671840e-03
2.502500000e+00, 4.066854147e-02, 3.065209727e-05, 3.200620000e+00, 2.412324417e-03
2.557500000e+00, 3.859356269e-02, 2.921777551e-05, 3.172289091e+00, 2.401624106e-03
2.612500000e+00, 3.638226503e-02, 2.777117599e-05, 3.120529091e+00, 2.381950725e-03
2.667500000e+00, 3.447720025e-02, 2.647692822e-05, 3.082947273e+00, 2.367563870e-03
2.722500000e+00, 3.239164155e-02, 2.514519041e-05, 3.017125455e+00, 2.342153420e-03
2.777500000e+00, 3.084557489e-02, 2.405187813e-05, 2.990370909e+00, 2.331745702e-03
2.832500000e+00, 2.863272289e-02, 2.272313806e-05, 2.886861818e+00, 2.291034629e-03
2.887500000e+00, 2.694734965e-02, 2.162435657e-05, 2.823469091e+00, 2.265740534e-03
2.942500000e+00, 2.510815718e-02, 2.048322563e-05, 2.731934545e+00, 2.228711224e-03
2.997500000e+00, 2.349572129e-02, 1.945104014e-05, 2.652950909e+00, 2.196257523e-03
3.052500000e+00, 2.200660066e-02, 1.848539169e-05, 2.576830909e+00, 2.164520064e-03
3.107500000e+00, 2.032724961e-02, 1.745163927e-05, 2.466732727e+00, 2.117774444e-03
3.162500000e+00, 1.915768918e-02, 1.664750973e-05, 2.407825455e+00, 2.092334692e-03
3.217500000e+00, 1.769944214e-02, 1.572786125e-05, 2.302592727e+00, 2.046101716e-03
3.272500000e+00, 1.641307167e-02, 1.489100089e-05, 2.208865455e+00, 2.004025700e-03
3.327500000e+00, 1.511366792e-02, 1.405321379e-05, 2.102934545e+00, 1.955381639e-03
3.382500000e+00, 1.390175265e-02, 1.325885167e-05, 1.998778182e+00, 1.906342611e-03
3.437500000e+00, 1.268742307e-02, 1.246387529e-05, 1.883987273e+00, 1.850792102e-03
3.492500000e+00, 1.173940647e-02, 1.180037723e-05, 1.799441818e+00, 1.808787549e-03
3.547500000e+00, 1.066642651e-02, 1.107379405e-05, 1.686872727e+00, 1.751297040e-03
3.602500000e+00, 9.786310188e-03, 1.044515778e-05, 1.596045455e+00, 1.703496647e-03
3.657500000e+00, 8.942153720e-03, 9.834365888e-06, 1.503241818e+00, 1.653229247e-03
3.712500000e+00, 8.200376698e-03, 9.278124392e-06, 1.420314545e+00, 1.606981668e-03
3.767500000e+00, 7.410879042e-03, 8.691434633e-06, 1.321885455e+00, 1.550299358e-03
3.822500000e+00, 6.661433514e-03, 8.121688560e-06, 1.223150909e+00, 1.491278225e-03
3.877500000e+00, 6.056550599e-03, 7.634330390e-06, 1.144316364e+00, 1.442419913e-03
3.932500000e+00, 5.492506421e-03, 7.168474406e-06, 1.067394545e+00, 1.393096319e-03
3.987500000e+00, 4.978082260e-03, 6.730396017e-06, 9.946727273e-01, 1.344803282e-03
4.042500000e+00, 4.443629955e-03, 6.272335612e-06, 9.125454545e-01, 1.288089109e-03
4.097500000e+00, 3.988565251e-03, 5.862729427e-06, 8.415327273e-01, 1.236955741e-03
4.152500000e+00, 3.550403279e-03, 5.458078161e-06, 7.693309091e-01, 1.182701768e-03
4.207500000e+00, 3.239190836e-03, 5.145229773e-06, 7.206109091e-01, 1.144640403e-03
4.262500000e+00, 2.854664964e-03, 4.767864351e-06, 6.517781818e-01, 1.088600588e-03
4.317500000e+00, 2.580284193e-03, 4.475197552e-06, 6.044327273e-01, 1.048317030e-03
4.372500000e+00, 2.310863170e-03, 4.181847174e-06, 5.552000000e-01, 1.004716152e-03
4.427500000e+00, 1.987492942e-03, 3.830056305e-06, 4.895963636e-01, 9.434909680e-04
4.482500000e+00, 1.795075728e-03, 3.595274778e-06, 4.532509091e-01, 9.077954406e-04
4.537500000e+00, 1.604158233e-03, 3.357515520e-06, 4.150454545e-01, 8.686933286e-04
4.592500000e+00, 1.404714726e-03, 3.104245288e-06, 3.723072727e-01, 8.227528876e-04
4.647500000e+00, 1.256749797e-03, 2.901457426e-06, 3.411163636e-01, 7.875351232e-04
4.702500000e+00, 1.078413552e-03, 2.656287705e-06, 2.996800000e-01, 7.381549480e-04
4.757500000e+00, 9.557748318e-04, 2.471782783e-06, 2.718490909e-01, 7.030441482e-04
4.812500000e+00, 8.424830450e-04, 2.294146787e-06, 2.451981818e-01, 6.676936993e-04
4.867500000e+00, 7.435836155e-04, 2.130935765e-06, 2.213890909e-01, 6.344490680e-04
4.922500000e+00, 6.599693859e-04, 1.985123975e-06, 2.009600000e-01, 6.044682111e-04
4.977500000e+00, 5.610678759e-04, 1.810122418e-06, 1.746836364e-01, 5.635659780e-04
5.032500000e+00, 4.939361222e-04, 1.679821642e-06, 1.572000000e-01, 5.346196609e-04
5.087500000e+00, 4.285710606e-04, 1.547813417e-06, 1.393945455e-01, 5.034328437e-04
5.142500000e+00, 3.742178147e-04, 1.430868036e-06, 1.243618182e-01, 4.755127724e-04
5.197500000e+00, 3.267381376e-04, 1.322869835e-06, 1.109181818e-01, 4.490761867e-04
5.252500000e+00, 2.873272414e-04, 1.227535554e-06, 9.961454545e-02, 4.255788474e-04
5.307500000e+00, 2.440474578e-04, 1.119589769e-06, 8.639090909e-02, 3.963261033e-04
5.362500000e+00, 2.110220366e-04, 1.030406097e-06, 7.625636364e-02, 3.723545809e-04
5.417500000e+00, 1.799806492e-04, 9.419456506e-07, 6.638000000e-02, 3.474059716e-04
5.472500000e+00, 1.579309221e-04, 8.734935667e-07, 5.943636364e-02, 3.287341110e-04
