#                   r,             dens_tot,             dens_err,               dens_A,           dens_err_A,               dens_B,           dens_err_B,           dens_alike,       dens_err_alike,          dens_unlike,      dens_err_unlike,             prob_tot,             prob_err,               prob_A,           prob_err_A,               prob_B,           prob_err_B,           prob_alike,       prob_err_alike,          prob_unlike,      prob_err_unlike
  3.0000000000000e-02,  2.7308704066404e-03,  1.1214340657789e-04,  1.4414206362200e-03,  8.1473911434739e-05,  1.2894497704204e-03,  7.7059362795309e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  4.1180555555556e-05,  1.6910827308175e-06,  2.1736111111111e-05,  1.2285976397885e-06,  1.9444444444444e-05,  1.1620278146307e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  9.0000000000000e-02,  3.4183576566860e-03,  4.7422334441614e-05,  1.9032541764420e-03,  3.5385274961695e-05,  1.5151034802440e-03,  3.1571508037746e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  3.6083333333333e-04,  5.0057836919278e-06,  2.0090277777778e-04,  3.7351816274612e-06,  1.5993055555556e-04,  3.3326098751950e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  1.5000000000000e-01,  3.3848056473537e-03,  2.8642654666323e-05,  1.7691153899058e-03,  2.0707347835762e-05,  1.6156902574479e-03,  1.9789073044056e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  9.6979166666667e-04,  8.2065000772874e-06,  5.0687500000000e-04,  5.9329295274576e-06,  4.6291666666667e-04,  5.6698316324862e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  2.1000000000000e-01,  3.2665645969773e-03,  2.0163594841066e-05,  1.6156706051957e-03,  1.4180735242634e-05,  1.6508939917815e-03,  1.4334479582216e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.8225694444444e-03,  1.1250214332663e-05,  9.0145833333333e-04,  7.9120966341513e-06,  9.2111111111111e-04,  7.9978778049378e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  2.7000000000000e-01,  3.1729674707846e-03,  1.5477153550036e-05,  1.5406961893876e-03,  1.0784916465465e-05,  1.6322712813970e-03,  1.1100804423299e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  2.9186805555556e-03,  1.4236788601765e-05,  1.4172222222222e-03,  9.9205952380159e-06,  1.5014583333333e-03,  1.0211167407051e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  3.3000000000000e-01,  3.3434602602880e-03,  1.3007702200015e-05,  1.6677828349284e-03,  9.1869690357142e-06,  1.6756774253596e-03,  9.2086870107031e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  4.5880555555556e-03,  1.7849789050177e-05,  2.2886111111111e-03,  1.2606796863617e-05,  2.2994444444444e-03,  1.2636599304216e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  3.9000000000000e-01,  3.3409658056091e-03,  1.1006705685687e-05,  1.6045237033559e-03,  7.6277141086461e-06,  1.7364421022532e-03,  7.9350833346656e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  6.3983333333333e-03,  2.1079105856362e-05,  3.0728472222222e-03,  1.4607948802275e-05,  3.3254861111111e-03,  1.5196596181179e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  4.5000000000000e-01,  3.2022062620708e-03,  9.3412393010421e-06,  1.6282164556670e-03,  6.6609460547862e-06,  1.5739898064038e-03,  6.5490876719251e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  8.1606944444444e-03,  2.3805774341015e-05,  4.1494444444444e-03,  1.6975154320286e-05,  4.0112500000000e-03,  1.6690087710308e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  5.1000000000000e-01,  3.0927482454359e-03,  8.1015033624724e-06,  1.5368348259470e-03,  5.7109312064747e-06,  1.5559134194889e-03,  5.7462702239857e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.0120347222222e-02,  2.6510410981954e-05,  5.0289583333333e-03,  1.8687782575592e-05,  5.0913888888889e-03,  1.8803421838578e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  5.7000000000000e-01,  3.2452738594659e-03,  7.4261587551448e-06,  1.6130357288857e-03,  5.2355287291691e-06,  1.6322381305802e-03,  5.2665997363250e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.3262083333333e-02,  3.0347619499052e-05,  6.5918055555556e-03,  2.1395426490055e-05,  6.6702777777778e-03,  2.1522400762180e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
