#                 r,           dens_tot,           dens_err,             dens_A,         dens_err_A,             dens_B,         dens_err_B,         dens_alike,     dens_alike_err,        dens_unlike,    dens_unlike_err,           prob_tot,           prob_err,             prob_A,         prob_err_A,             prob_B,         prob_err_B,         prob_alike,     prob_alike_err,        prob_unlike,    prob_unlike_err
 3.000000000000e-02, 2.208029225920e-02, 5.207268526684e-04, 1.099102423358e-02, 3.673894219733e-04, 1.108926802562e-02, 3.690277329849e-04, 7.945466680591e-03, 3.123685275771e-04, 7.286414575709e-03, 2.442411714943e-04, 3.329629629630e-04, 7.852375943376e-06, 1.657407407407e-04, 5.540101963575e-06, 1.672222222222e-04, 5.564807111599e-06, 1.198148148148e-04, 4.710406422954e-06, 1.098765432099e-04, 3.683070096340e-06
 9.000000000000e-02, 2.240484764359e-02, 1.982574621369e-04, 1.162259146808e-02, 1.427940236759e-04, 1.078225617552e-02, 1.375350431542e-04, 7.905116551720e-03, 1.177640366593e-04, 7.954238447736e-03, 9.645221786637e-05, 2.365000000000e-03, 2.092756466871e-05, 1.226851851852e-03, 1.507298203343e-05, 1.138148148148e-03, 1.451785712779e-05, 8.344444444444e-04, 1.243087884951e-05, 8.396296296296e-04, 1.018125625680e-05
 1.500000000000e-01, 2.200273137075e-02, 1.192529312485e-04, 1.107181682572e-02, 8.459412655526e-05, 1.093091454504e-02, 8.405412163423e-05, 8.058576309575e-03, 7.217053520328e-05, 8.124072170930e-03, 5.916597442691e-05, 6.304074074074e-03, 3.416754490490e-05, 3.172222222222e-03, 2.423733813088e-05, 3.131851851852e-03, 2.408261956594e-05, 2.308888888889e-03, 2.067781459586e-05, 2.327654320988e-03, 1.695183562291e-05
 2.100000000000e-01, 2.207232654633e-02, 8.559152401205e-05, 1.089178472744e-02, 6.012515757187e-05, 1.118054181889e-02, 6.091694681830e-05, 7.938828586535e-03, 5.133161348215e-05, 7.855963045733e-03, 4.169277379425e-05, 1.231518518519e-02, 4.775552166094e-05, 6.077037037037e-03, 3.354664259029e-05, 6.238148148148e-03, 3.398841891038e-05, 4.429444444444e-03, 2.864031231869e-05, 4.383209876543e-03, 2.326235202630e-05
 2.700000000000e-01, 2.188622050609e-02, 6.637859149876e-05, 1.085191263462e-02, 4.674076239114e-05, 1.103430787147e-02, 4.713192697583e-05, 7.948285150034e-03, 4.000178462441e-05, 7.909162109901e-03, 3.258083846065e-05, 2.013222222222e-02, 6.105890025550e-05, 9.982222222222e-03, 4.299487958795e-05, 1.015000000000e-02, 4.335469558917e-05, 7.311296296296e-03, 3.679597476047e-05, 7.275308641975e-03, 2.996975562289e-05
 3.300000000000e-01, 2.194723129911e-02, 5.442228085134e-05, 1.095364301052e-02, 3.844732778262e-05, 1.099358828860e-02, 3.851736802324e-05, 7.900933093543e-03, 3.265322350219e-05, 7.883524509516e-03, 2.663185701470e-05, 3.011703703704e-02, 7.468084815354e-05, 1.503111111111e-02, 5.275925600926e-05, 1.508592592593e-02, 5.285536856633e-05, 1.084203703704e-02, 4.480830990440e-05, 1.081814814815e-02, 3.654550376517e-05
 3.900000000000e-01, 2.171700296130e-02, 4.582533514370e-05, 1.080256247111e-02, 3.231983223858e-05, 1.091444049019e-02, 3.248676322908e-05, 7.835812684366e-03, 2.752629293817e-05, 7.814442725666e-03, 2.244445587954e-05, 4.159055555556e-02, 8.776078128931e-05, 2.068814814815e-02, 6.189619169184e-05, 2.090240740741e-02, 6.221588371595e-05, 1.500648148148e-02, 5.271601324196e-05, 1.496555555556e-02, 4.298371146496e-05
 4.500000000000e-01, 2.118316366717e-02, 3.923373222123e-05, 1.058991052647e-02, 2.774024919845e-05, 1.059325314070e-02, 2.774462683864e-05, 7.757989621831e-03, 2.374317589588e-05, 7.722456179299e-03, 1.934177422588e-05, 5.398444444444e-02, 9.998559567040e-05, 2.698796296296e-02, 7.069491437909e-05, 2.699648148148e-02, 7.070607061983e-05, 1.977092592593e-02, 6.050853310794e-05, 1.968037037037e-02, 4.929173718147e-05
 5.100000000000e-01, 2.092926663354e-02, 3.441554913399e-05, 1.050931273717e-02, 2.438736375494e-05, 1.041995389637e-02, 2.428346168235e-05, 7.651867145417e-03, 2.080948865915e-05, 7.701498369848e-03, 1.704589003829e-05, 6.848648148148e-02, 1.126174131999e-04, 3.438944444444e-02, 7.980235358597e-05, 3.409703703704e-02, 7.946235660972e-05, 2.503907407407e-02, 6.809453406312e-05, 2.520148148148e-02, 5.577897462359e-05
 5.700000000000e-01, 2.064361274694e-02, 3.058551315710e-05, 1.029964714178e-02, 2.160399622858e-05, 1.034396560516e-02, 2.165042637083e-05, 7.630252742687e-03, 1.859483724431e-05, 7.674797783078e-03, 1.522687423745e-05, 8.436185185185e-02, 1.249902602516e-04, 4.209037037037e-02, 8.828653935652e-05, 4.227148148148e-02, 8.847628002013e-05, 3.118166666667e-02, 7.598935922910e-05, 3.136370370370e-02, 6.222589642297e-05
