#                   r,             dens_tot,             dens_err,               dens_A,           dens_err_A,               dens_B,           dens_err_B,           dens_alike,       dens_err_alike,          dens_unlike,      dens_err_unlike,         dens_alike_n,     dens_err_alike_n,        dens_unlike_n,    dens_err_unlike_n,             prob_tot,             prob_err,               prob_A,           prob_err_A,               prob_B,           prob_err_B,           prob_alike,       prob_err_alike,          prob_unlike,      prob_err_unlike,         prob_alike_n,     prob_err_alike_n,        prob_unlike_n,    prob_err_unlike_n
  3.0000000000000e-02,  2.4610069904025e-02,  9.5219219230117e-04,  1.2452400640060e-02,  6.7732130266449e-04,  1.2157669263964e-02,  6.6925766640075e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  3.7111111111111e-04,  1.4358719981467e-05,  1.8777777777778e-04,  1.0213764617139e-05,  1.8333333333333e-04,  1.0092167846992e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  9.0000000000000e-02,  2.4973221063857e-02,  3.6254043640732e-04,  1.2620818569258e-02,  2.5772878963501e-04,  1.2352402494599e-02,  2.5497340846387e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  2.6361111111111e-03,  3.8268866887321e-05,  1.3322222222222e-03,  2.7205210103767e-05,  1.3038888888889e-03,  2.6914358919532e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  1.5000000000000e-01,  2.4328911683407e-02,  2.1719645514474e-04,  1.1985096287171e-02,  1.5244463881586e-04,  1.2343815396235e-02,  1.5470918597078e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  6.9705555555556e-03,  6.2229662253603e-05,  3.4338888888889e-03,  4.3677408913335e-05,  3.5366666666667e-03,  4.4326231678486e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  2.1000000000000e-01,  2.4060435716170e-02,  1.5478150825480e-04,  1.2112862129085e-02,  1.0982234615701e-04,  1.1947573587085e-02,  1.0907047071595e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  1.3424444444444e-02,  8.6359855785880e-05,  6.7583333333333e-03,  6.1275032677508e-05,  6.6661111111111e-03,  6.0855526139607e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  2.7000000000000e-01,  2.3643133565644e-02,  1.1949666717201e-04,  1.1750601748618e-02,  8.4242903861875e-05,  1.1892531817025e-02,  8.4750142266172e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  2.1748333333333e-02,  1.0992000458246e-04,  1.0808888888889e-02,  7.7491536774056e-05,  1.0939444444444e-02,  7.7958124245023e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  3.3000000000000e-01,  2.3939636993564e-02,  9.8447859200980e-05,  1.1857674827581e-02,  6.9286283183672e-05,  1.2081962165983e-02,  6.9938486857009e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  3.2851111111111e-02,  1.3509484551215e-04,  1.6271666666667e-02,  9.5077940737138e-05,  1.6579444444444e-02,  9.5972925708951e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  3.9000000000000e-01,  2.3140474282663e-02,  8.1931793152469e-05,  1.1745741553279e-02,  5.8372265918092e-05,  1.1394732729385e-02,  5.7493454416713e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  4.4316666666667e-02,  1.5690879634479e-04,  2.2494444444444e-02,  1.1178959513410e-04,  2.1822222222222e-02,  1.1010657014967e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  4.5000000000000e-01,  2.3011064990071e-02,  7.0826079016883e-05,  1.1453540310717e-02,  4.9968316122190e-05,  1.1557524679354e-02,  5.0194629720904e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  5.8642777777778e-02,  1.8049742654025e-04,  2.9188888888889e-02,  1.2734225293561e-04,  2.9453888888889e-02,  1.2791900408047e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  5.1000000000000e-01,  2.2701107004932e-02,  6.2081448779228e-05,  1.1435271795480e-02,  4.4061732670148e-05,  1.1265835209452e-02,  4.3734082780280e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  7.4284444444444e-02,  2.0314806374285e-04,  3.7419444444444e-02,  1.4418245471247e-04,  3.6865000000000e-02,  1.4311029157805e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  5.7000000000000e-01,  2.2477481759735e-02,  5.5278643083008e-05,  1.1200743915099e-02,  3.9021771452913e-05,  1.1276737844636e-02,  3.9153923606393e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  9.1856111111111e-02,  2.2590080309620e-04,  4.5772777777778e-02,  1.5946573609291e-04,  4.6083333333333e-02,  1.6000578693239e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  6.3000000000000e-01,  2.2096505452975e-02,  4.9592499018132e-05,  1.0992211469741e-02,  3.4978141711492e-05,  1.1104293983234e-02,  3.5156017426242e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  1.1029166666667e-01,  2.4753413531905e-04,  5.4866111111111e-02,  1.7458858164126e-04,  5.5425555555556e-02,  1.7547642379716e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
