# r, density, density error estimate, radial probability, probability error estimate
2.750000000e-02, 5.538735510e-02, 2.819142148e-03, 7.018181818e-04, 3.572160492e-05
8.250000000e-02, 6.420177505e-02, 1.147192130e-03, 5.694545455e-03, 1.017532260e-04
1.375000000e-01, 6.892078029e-02, 7.214561726e-04, 1.659272727e-02, 1.736910909e-04
1.925000000e-01, 6.938737974e-02, 5.187415590e-04, 3.253090909e-02, 2.432017834e-04
2.475000000e-01, 6.638672962e-02, 3.951731065e-04, 5.131272727e-02, 3.054437228e-04
3.025000000e-01, 6.792779908e-02, 3.272764356e-04, 7.832545455e-02, 3.773723855e-04
3.575000000e-01, 6.656493056e-02, 2.742411000e-04, 1.071181818e-01, 4.413165877e-04
4.125000000e-01, 6.572122239e-02, 2.362224258e-04, 1.407363636e-01, 5.058500742e-04
4.675000000e-01, 6.561155324e-02, 2.082916948e-04, 1.804072727e-01, 5.727243867e-04
5.225000000e-01, 6.370557154e-02, 1.836604837e-04, 2.187563636e-01, 6.306653970e-04
5.775000000e-01, 6.294120090e-02, 1.651829343e-04, 2.639836364e-01, 6.927988510e-04
6.325000000e-01, 6.266416968e-02, 1.504963796e-04, 3.152272727e-01, 7.570604308e-04
6.875000000e-01, 6.269588907e-02, 1.384984052e-04, 3.725854545e-01, 8.230602039e-04
7.425000000e-01, 6.165372152e-02, 1.271737994e-04, 4.273272727e-01, 8.814525953e-04
7.975000000e-01, 6.025625577e-02, 1.170571786e-04, 4.817763636e-01, 9.359257582e-04
8.525000000e-01, 5.917642129e-02, 1.085221471e-04, 5.406272727e-01, 9.914427254e-04
9.075000000e-01, 5.789887893e-02, 1.008406671e-04, 5.993854545e-01, 1.043930906e-03
9.625000000e-01, 5.731737336e-02, 9.460128715e-05, 6.674454545e-01, 1.101606640e-03
1.017500000e+00, 5.620135314e-02, 8.861348673e-05, 7.313600000e-01, 1.153145895e-03
1.072500000e+00, 5.521770676e-02, 8.333127407e-05, 7.983218182e-01, 1.204779737e-03
1.127500000e+00, 5.352470884e-02, 7.804251825e-05, 8.552309091e-01, 1.246982474e-03
1.182500000e+00, 5.271679616e-02, 7.384956385e-05, 9.264872727e-01, 1.297891488e-03
1.237500000e+00, 5.122008326e-02, 6.955893343e-05, 9.858527273e-01, 1.338827660e-03
1.292500000e+00, 5.014583642e-02, 6.589733430e-05, 1.052861818e+00, 1.383580216e-03
1.347500000e+00, 4.850777562e-02, 6.216708226e-05, 1.106978182e+00, 1.418692216e-03
1.402500000e+00, 4.709182105e-02, 5.885126047e-05, 1.164170909e+00, 1.454879507e-03
1.457500000e+00, 4.568359335e-02, 5.577756125e-05, 1.219660000e+00, 1.489148628e-03
1.512500000e+00, 4.447574879e-02, 5.303420310e-05, 1.278709091e+00, 1.524770678e-03
1.567500000e+00, 4.299847342e-02, 5.031649895e-05, 1.327769091e+00, 1.553745674e-03
1.622500000e+00, 4.158005729e-02, 4.780251725e-05, 1.375643636e+00, 1.581508852e-03
1.677500000e+00, 4.017308885e-02, 4.544638628e-05, 1.420721818e+00, 1.607212052e-03
1.732500000e+00, 3.847793041e-02, 4.306536141e-05, 1.451458182e+00, 1.624504502e-03
1.787500000e+00, 3.699882964e-02, 4.093026296e-05, 1.485676364e+00, 1.643541832e-03
1.842500000e+00, 3.559618453e-02, 3.894859785e-05, 1.518660000e+00, 1.661685891e-03
1.897500000e+00, 3.424104198e-02, 3.709285160e-05, 1.549354545e+00, 1.678394550e-03
1.952500000e+00, 3.273649209e-02, 3.524718131e-05, 1.568385455e+00, 1.688671051e-03
2.007500000e+00, 3.121237332e-02, 3.347402863e-05, 1.580792727e+00, 1.695337310e-03
2.062500000e+00, 2.978559914e-02, 3.182805271e-05, 1.592318182e+00, 1.701506382e-03
2.117500000e+00, 2.827257660e-02, 3.020374473e-05, 1.593112727e+00, 1.701930843e-03
2.172500000e+00, 2.691847296e-02, 2.872549692e-05, 1.596625455e+00, 1.703806143e-03
2.227500000e+00, 2.572723583e-02, 2.738933843e-05, 1.604207273e+00, 1.707846742e-03
2.282500000e+00, 2.425779102e-02, 2.595482204e-05, 1.588194545e+00, 1.699301753e-03
