# r, density, density error estimate, radial probability, probability error estimate
2.750000000e-02, 1.587005563e-01, 4.772004952e-03, 2.010909091e-03, 6.046650599e-05
8.250000000e-02, 1.875216597e-01, 1.960597119e-03, 1.663272727e-02, 1.739003229e-04
1.375000000e-01, 1.759194232e-01, 1.152634878e-03, 4.235272727e-02, 2.774976733e-04
1.925000000e-01, 1.845753941e-01, 8.460532562e-04, 8.653454545e-02, 3.966554389e-04
2.475000000e-01, 1.764839762e-01, 6.443166935e-04, 1.364109091e-01, 4.980158981e-04
3.025000000e-01, 1.711038170e-01, 5.194225667e-04, 1.972945455e-01, 5.989301757e-04
3.575000000e-01, 1.733783975e-01, 4.425958046e-04, 2.790054545e-01, 7.122377725e-04
4.125000000e-01, 1.757784798e-01, 3.863235302e-04, 3.764145455e-01, 8.272787213e-04
4.675000000e-01, 1.735422409e-01, 3.387539709e-04, 4.771763636e-01, 9.314469327e-04
5.225000000e-01, 1.715231055e-01, 3.013618902e-04, 5.889872727e-01, 1.034836195e-03
5.775000000e-01, 1.720945979e-01, 2.731374705e-04, 7.217872727e-01, 1.145574308e-03
6.325000000e-01, 1.695834296e-01, 2.475757565e-04, 8.530763636e-01, 1.245410749e-03
6.875000000e-01, 1.678842579e-01, 2.266366945e-04, 9.976927273e-01, 1.346843264e-03
7.425000000e-01, 1.673881619e-01, 2.095464792e-04, 1.160181818e+00, 1.452384759e-03
7.975000000e-01, 1.655605875e-01, 1.940329385e-04, 1.323732727e+00, 1.551382215e-03
8.525000000e-01, 1.654398361e-01, 1.814529672e-04, 1.511434545e+00, 1.657728207e-03
9.075000000e-01, 1.634856239e-01, 1.694495490e-04, 1.692449091e+00, 1.754189319e-03
9.625000000e-01, 1.599822908e-01, 1.580483117e-04, 1.862950909e+00, 1.840430241e-03
1.017500000e+00, 1.571698041e-01, 1.481873034e-04, 2.045283636e+00, 1.928392471e-03
1.072500000e+00, 1.559588932e-01, 1.400470326e-04, 2.254809091e+00, 2.024759959e-03
1.127500000e+00, 1.530958903e-01, 1.319884364e-04, 2.446203636e+00, 2.108943569e-03
1.182500000e+00, 1.504281757e-01, 1.247492734e-04, 2.643745455e+00, 2.192443823e-03
1.237500000e+00, 1.477448303e-01, 1.181378114e-04, 2.843701818e+00, 2.273844089e-03
1.292500000e+00, 1.442450734e-01, 1.117637336e-04, 3.028569091e+00, 2.346590986e-03
1.347500000e+00, 1.406899817e-01, 1.058732857e-04, 3.210634545e+00, 2.416095477e-03
1.402500000e+00, 1.374265919e-01, 1.005352621e-04, 3.397363636e+00, 2.485362105e-03
1.457500000e+00, 1.336379249e-01, 9.539909504e-05, 3.567863636e+00, 2.546963838e-03
1.512500000e+00, 1.294735092e-01, 9.048672557e-05, 3.722454545e+00, 2.601557067e-03
1.567500000e+00, 1.245836008e-01, 8.564743006e-05, 3.847072727e+00, 2.644745297e-03
1.622500000e+00, 1.208817542e-01, 8.150581644e-05, 3.999278182e+00, 2.696556114e-03
1.677500000e+00, 1.154640906e-01, 7.704690765e-05, 4.083389091e+00, 2.724764908e-03
1.732500000e+00, 1.111272429e-01, 7.318675871e-05, 4.191923636e+00, 2.760738912e-03
1.787500000e+00, 1.057008769e-01, 6.918147807e-05, 4.244385455e+00, 2.777960486e-03
1.842500000e+00, 1.009100007e-01, 6.557785507e-05, 4.305180000e+00, 2.797784838e-03
1.897500000e+00, 9.542174294e-02, 6.192134890e-05, 4.317687273e+00, 2.801845909e-03
1.952500000e+00, 9.027445983e-02, 5.853165063e-05, 4.324994545e+00, 2.804215834e-03
2.007500000e+00, 8.501950141e-02, 5.524638478e-05, 4.305927273e+00, 2.798027641e-03
2.062500000e+00, 7.933337491e-02, 5.194393703e-05, 4.241109091e+00, 2.776888085e-03
2.117500000e+00, 7.417509939e-02, 4.892233361e-05, 4.179643636e+00, 2.756692233e-03
2.172500000e+00, 6.875438487e-02, 4.590844059e-05, 4.078054545e+00, 2.722984508e-03
2.227500000e+00, 6.386534057e-02, 4.315365596e-05, 3.982287273e+00, 2.690821866e-03
2.282500000e+00, 5.875545366e-02, 4.039396848e-05, 3.846809091e+00, 2.644654674e-03
2.337500000e+00, 5.420850299e-02, 3.788661394e-05, 3.722207273e+00, 2.601470658e-03
2.392500000e+00, 4.951238105e-02, 3.537603216e-05, 3.561612727e+00, 2.544731716e-03
2.447500000e+00, 4.515368391e-02, 3.302390902e-05, 3.399121818e+00, 2.486005126e-03
2.502500000e+00, 4.099719976e-02, 3.077570380e-05, 3.226485455e+00, 2.422052268e-03
2.557500000e+00, 3.702105041e-02, 2.861633957e-05, 3.043032727e+00, 2.352187658e-03
2.612500000e+00, 3.328467932e-02, 2.656266179e-05, 2.854847273e+00, 2.278295724e-03
2.667500000e+00, 2.994097107e-02, 2.467371495e-05, 2.677318182e+00, 2.206320747e-03
2.722500000e+00, 2.656779102e-02, 2.277278642e-05, 2.474661818e+00, 2.121175411e-03
2.777500000e+00, 2.355416908e-02, 2.101776124e-05, 2.283494545e+00, 2.037598651e-03
2.832500000e+00, 2.086053711e-02, 1.939544397e-05, 2.103240000e+00, 1.955523645e-03
2.887500000e+00, 1.826978901e-02, 1.780540805e-05, 1.914258182e+00, 1.865601625e-03
2.942500000e+00, 1.616410182e-02, 1.643488685e-05, 1.758761818e+00, 1.788225031e-03
2.997500000e+00, 1.409452142e-02, 1.506515506e-05, 1.591441818e+00, 1.701038088e-03
3.052500000e+00, 1.214800281e-02, 1.373423955e-05, 1.422452727e+00, 1.608190811e-03
3.107500000e+00, 1.059209627e-02, 1.259760181e-05, 1.285361818e+00, 1.528731987e-03
3.162500000e+00, 9.140893874e-03, 1.149931708e-05, 1.148869091e+00, 1.445286440e-03
3.217500000e+00, 7.820759467e-03, 1.045476667e-05, 1.017434545e+00, 1.360103302e-03
3.272500000e+00, 6.720629713e-03, 9.528706289e-06, 9.044600000e-01, 1.282369965e-03
3.327500000e+00, 5.753172942e-03, 8.670505738e-06, 8.005036364e-01, 1.206424949e-03
3.382500000e+00, 4.855727033e-03, 7.836069262e-06, 6.981509091e-01, 1.126661124e-03
