#                   r,             dens_tot,             dens_err,               dens_A,           dens_err_A,               dens_B,           dens_err_B,           dens_alike,       dens_err_alike,          dens_unlike,      dens_err_unlike,             prob_tot,             prob_err,               prob_A,           prob_err_A,               prob_B,           prob_err_B,           prob_alike,       prob_err_alike,          prob_unlike,      prob_err_unlike
  3.0000000000000e-02,  3.0762587380031e-03,  1.1902402403765e-04,  2.1506180099512e-03,  9.9518732967247e-05,  9.2564072805182e-04,  6.5289662939151e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  4.6388888888889e-05,  1.7948399976833e-06,  3.2430555555556e-05,  1.5007071378454e-06,  1.3958333333333e-05,  9.8454492213596e-07,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  9.0000000000000e-02,  4.2808416612887e-03,  5.3068738142510e-05,  2.0729878707116e-03,  3.6929426171191e-05,  2.2078537905771e-03,  3.8111788867814e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  4.5187500000000e-04,  5.6018040248953e-06,  2.1881944444444e-04,  3.8981783890795e-06,  2.3305555555556e-04,  4.0229856549890e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  1.5000000000000e-01,  3.5896148684073e-03,  2.9496489111729e-05,  1.8381930561783e-03,  2.1107750840412e-05,  1.7514218122290e-03,  2.0603536695855e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.0284722222222e-03,  8.4511349592091e-06,  5.2666666666667e-04,  6.0476502936326e-06,  5.0180555555556e-04,  5.9031862603759e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  2.1000000000000e-01,  3.5893004323731e-03,  2.1136216193768e-05,  1.7761050409170e-03,  1.4868140634002e-05,  1.8131953914561e-03,  1.5022583968055e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  2.0026388888889e-03,  1.1792885357779e-05,  9.9097222222222e-04,  8.2956323105655e-06,  1.0116666666667e-03,  8.3818034831192e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  2.7000000000000e-01,  4.0416851820392e-03,  1.7467852758195e-05,  2.0915811410713e-03,  1.2565959049151e-05,  1.9501040409678e-03,  1.2133530119344e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  3.7177777777778e-03,  1.6067949848866e-05,  1.9239583333333e-03,  1.1558902092872e-05,  1.7938194444444e-03,  1.1161128740100e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  3.3000000000000e-01,  3.8514467907229e-03,  1.3960933354504e-05,  1.8729409734404e-03,  9.7356409344220e-06,  1.9785058172825e-03,  1.0006245835722e-05,  0.0000000000000e+00,  0.0000000000000e+00,  2.0748603056216e-06,  1.6201936966113e-07,  5.2851388888889e-03,  1.9157858281933e-05,  2.5701388888889e-03,  1.3359710598810e-05,  2.7150000000000e-03,  1.3731047544403e-05,  0.0000000000000e+00,  0.0000000000000e+00,  2.8472222222222e-06,  2.2233070268864e-07
  3.9000000000000e-01,  3.9026524463237e-03,  1.1896008798578e-05,  1.9054557518575e-03,  8.3122916455683e-06,  1.9971966944662e-03,  8.5100430630443e-06,  0.0000000000000e+00,  0.0000000000000e+00,  6.2586903929856e-05,  7.5323948350711e-07,  7.4740277777778e-03,  2.2782223482139e-05,  3.6491666666667e-03,  1.5918993430863e-05,  3.8248611111111e-03,  1.6297710113334e-05,  0.0000000000000e+00,  0.0000000000000e+00,  1.1986111111111e-04,  1.4425401442945e-06
  4.5000000000000e-01,  3.7974186740592e-03,  1.0172415418631e-05,  1.9015024182103e-03,  7.1982725700485e-06,  1.8959162558490e-03,  7.1876913857291e-06,  0.0000000000000e+00,  0.0000000000000e+00,  2.9101180945066e-04,  1.4080081141690e-06,  9.6775694444444e-03,  2.5923993396890e-05,  4.8459027777778e-03,  1.8344509430196e-05,  4.8316666666667e-03,  1.8317543705623e-05,  0.0000000000000e+00,  0.0000000000000e+00,  7.4163194444444e-04,  3.5882523031483e-06
  5.1000000000000e-01,  3.9409286103864e-03,  9.1451875377433e-06,  1.9806508734914e-03,  6.4833175981729e-06,  1.9602777368949e-03,  6.4498874425618e-06,  0.0000000000000e+00,  0.0000000000000e+00,  6.3724412411619e-04,  1.8387227780913e-06,  1.2895833333333e-02,  2.9925640870021e-05,  6.4812500000000e-03,  2.1215249363502e-05,  6.4145833333333e-03,  2.1105856436684e-05,  0.0000000000000e+00,  0.0000000000000e+00,  2.0852430555556e-03,  6.0168211192600e-06
  5.7000000000000e-01,  3.8043016546362e-03,  8.0403698534222e-06,  1.9087697082562e-03,  5.6952831500651e-06,  1.8955319463801e-03,  5.6754997330989e-06,  0.0000000000000e+00,  0.0000000000000e+00,  9.2179175107501e-04,  1.9789050943124e-06,  1.5546597222222e-02,  3.2857644576244e-05,  7.8003472222222e-03,  2.3274251423429e-05,  7.7462500000000e-03,  2.3193404833654e-05,  0.0000000000000e+00,  0.0000000000000e+00,  3.7669791666667e-03,  8.0869613493413e-06
