#                   r,             dens_tot,             dens_err,               dens_A,           dens_err_A,               dens_B,           dens_err_B,           dens_alike,       dens_err_alike,          dens_unlike,      dens_err_unlike,             prob_tot,             prob_err,               prob_A,           prob_err_A,               prob_B,           prob_err_B,           prob_alike,       prob_err_alike,          prob_unlike,      prob_err_unlike
  3.0000000000000e-02,  2.1312762633949e-02,  3.1328750422719e-04,  8.8419412828831e-03,  2.0178877886547e-04,  1.2470821351066e-02,  2.3964629984392e-04,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  3.2138888888889e-04,  4.7242642643597e-06,  1.3333333333333e-04,  3.0429030972509e-06,  1.8805555555556e-04,  3.6137810642382e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  9.0000000000000e-02,  2.3587062560655e-02,  1.2456932420349e-04,  1.1482681782101e-02,  8.6915221969873e-05,  1.2104380778554e-02,  8.9237103955938e-05,  0.0000000000000e+00,  0.0000000000000e+00,  4.0579839522428e-03,  2.5834457480562e-05,  2.4897916666667e-03,  1.3149228079019e-05,  1.2120833333333e-03,  9.1745546869428e-06,  1.2777083333333e-03,  9.4196467752443e-06,  0.0000000000000e+00,  0.0000000000000e+00,  4.2835069444444e-04,  2.7270210855018e-06
  1.5000000000000e-01,  2.3341464622374e-02,  7.5216037471868e-05,  1.1550512934095e-02,  5.2911129653274e-05,  1.1790951688279e-02,  5.3458999726742e-05,  0.0000000000000e+00,  0.0000000000000e+00,  1.0238885597135e-02,  2.4908223159202e-05,  6.6876388888889e-03,  2.1550391348742e-05,  3.3093750000000e-03,  1.5159739718522e-05,  3.3782638888889e-03,  1.5316711753853e-05,  0.0000000000000e+00,  0.0000000000000e+00,  2.9335763888889e-03,  7.1365359692523e-06
  2.1000000000000e-01,  2.3546771700482e-02,  5.4136231848707e-05,  1.1747683979817e-02,  3.8238290168550e-05,  1.1799087720665e-02,  3.8321857519733e-05,  0.0000000000000e+00,  0.0000000000000e+00,  1.1348495970533e-02,  1.8791502024978e-05,  1.3137847222222e-02,  3.0205140316562e-05,  6.5545833333333e-03,  2.1334933750733e-05,  6.5832638888889e-03,  2.1381559891529e-05,  0.0000000000000e+00,  0.0000000000000e+00,  6.3318576388889e-03,  1.0484659460778e-05
  2.7000000000000e-01,  2.2849759582192e-02,  4.1533554370024e-05,  1.1403628028194e-02,  2.9341330465280e-05,  1.1446131553999e-02,  2.9395960013835e-05,  0.0000000000000e+00,  0.0000000000000e+00,  1.1539801624411e-02,  1.4757998345088e-05,  2.1018541666667e-02,  3.8204985919040e-05,  1.0489722222222e-02,  2.6989867211581e-05,  1.0528819444444e-02,  2.7040118656827e-05,  0.0000000000000e+00,  0.0000000000000e+00,  1.0614982638889e-02,  1.3575267696670e-05
  3.3000000000000e-01,  2.2992235535478e-02,  3.4110894064859e-05,  1.1479291156724e-02,  2.4102386056237e-05,  1.1512944378754e-02,  2.4137690036541e-05,  0.0000000000000e+00,  0.0000000000000e+00,  1.1544257057147e-02,  1.2085246176934e-05,  3.1551041666667e-02,  4.6808594939233e-05,  1.5752430555556e-02,  3.3074443133336e-05,  1.5798611111111e-02,  3.3122888938088e-05,  0.0000000000000e+00,  0.0000000000000e+00,  1.5841579861111e-02,  1.6583950920824e-05
  3.9000000000000e-01,  2.2906226658453e-02,  2.8820274657360e-05,  1.1512726811301e-02,  2.0431979213258e-05,  1.1393499847152e-02,  2.0325906050030e-05,  0.0000000000000e+00,  0.0000000000000e+00,  1.1523206310279e-02,  1.0220638118789e-05,  4.3868055555556e-02,  5.5194136888927e-05,  2.2048194444444e-02,  3.9129587452432e-05,  2.1819861111111e-02,  3.8926445158992e-05,  0.0000000000000e+00,  0.0000000000000e+00,  2.2068263888889e-02,  1.9573696161030e-05
  4.5000000000000e-01,  2.2947164742573e-02,  2.5006007861844e-05,  1.1473868491797e-02,  1.7682138198049e-05,  1.1473296250775e-02,  1.7681697258230e-05,  0.0000000000000e+00,  0.0000000000000e+00,  1.1448213019294e-02,  8.8311792898382e-06,  5.8479930555556e-02,  6.3726809810160e-05,  2.9240694444444e-02,  4.5062221215384e-05,  2.9239236111111e-02,  4.5061097497909e-05,  0.0000000000000e+00,  0.0000000000000e+00,  2.9175312500000e-02,  2.2505906824962e-05
  5.1000000000000e-01,  2.2739773520431e-02,  2.1967791577133e-05,  1.1346033212784e-02,  1.5517271441597e-05,  1.1393740307647e-02,  1.5549860249667e-05,  0.0000000000000e+00,  0.0000000000000e+00,  1.1316752134431e-02,  7.7486177709509e-06,  7.4410972222222e-02,  7.1884828903902e-05,  3.7127430555556e-02,  5.0776902116811e-05,  3.7283541666667e-02,  5.0883541916448e-05,  0.0000000000000e+00,  0.0000000000000e+00,  3.7031614583333e-02,  2.5355669492346e-05
  5.7000000000000e-01,  2.2702914556973e-02,  1.9641712994116e-05,  1.1292439631509e-02,  1.3852636626915e-05,  1.1410474925464e-02,  1.3924846420190e-05,  0.0000000000000e+00,  0.0000000000000e+00,  1.1209656888275e-02,  6.9008838478690e-06,  9.2777361111111e-02,  8.0267504629101e-05,  4.6147500000000e-02,  5.6609959371121e-05,  4.6629861111111e-02,  5.6905050737019e-05,  0.0000000000000e+00,  0.0000000000000e+00,  4.5809201388889e-02,  2.8201039612464e-05
