#                   r,             dens_tot,             dens_err,               dens_A,           dens_err_A,               dens_B,           dens_err_B,           dens_alike,       dens_err_alike,          dens_unlike,      dens_err_unlike,         dens_alike_n,     dens_err_alike_n,        dens_unlike_n,    dens_err_unlike_n,             prob_tot,             prob_err,               prob_A,           prob_err_A,               prob_B,           prob_err_B,           prob_alike,       prob_err_alike,          prob_unlike,      prob_err_unlike,         prob_alike_n,     prob_err_alike_n,        prob_unlike_n,    prob_err_unlike_n
  3.0000000000000e-02,  1.5774268858143e-02,  3.1121977656040e-04,  7.9024850215767e-03,  2.2027966528314e-04,  7.8717838365667e-03,  2.1985135520403e-04,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  2.3787037037037e-04,  4.6930836657312e-06,  1.1916666666667e-04,  3.3217390953059e-06,  1.1870370370370e-04,  3.3152803314756e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  9.0000000000000e-02,  1.5090071020778e-02,  1.1505067979225e-04,  8.1270422605071e-03,  8.4432530633976e-05,  6.9630287602704e-03,  7.8152457999749e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.5928703703704e-03,  1.2144463646309e-05,  8.5787037037037e-04,  8.9124879635801e-06,  7.3500000000000e-04,  8.2495791138431e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  1.5000000000000e-01,  1.5857000472486e-02,  7.1585701689773e-05,  8.2799480120156e-03,  5.1728462672138e-05,  7.5770524604706e-03,  4.9484127111574e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  4.5432407407407e-03,  2.0510252045196e-05,  2.3723148148148e-03,  1.4820889958080e-05,  2.1709259259259e-03,  1.4177858082516e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  2.1000000000000e-01,  1.5426598681949e-02,  5.0597236342095e-05,  7.6046005508039e-03,  3.5524658237697e-05,  7.8219981311451e-03,  3.6028863187071e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  8.6072222222222e-03,  2.8230568902807e-05,  4.2429629629630e-03,  1.9820871348533e-05,  4.3642592592593e-03,  2.0102190914451e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  2.7000000000000e-01,  1.5634150662950e-02,  3.9670237097880e-05,  7.7740433426496e-03,  2.7973778291993e-05,  7.8601073203006e-03,  2.8128196520083e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.4381203703704e-02,  3.6490998006743e-05,  7.1510185185185e-03,  2.5731912954681e-05,  7.2301851851852e-03,  2.5873955847934e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  3.3000000000000e-01,  1.5413411852795e-02,  3.2249372050387e-05,  7.7330549654006e-03,  2.2842699133510e-05,  7.6803568873944e-03,  2.2764733557418e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  2.1151018518519e-02,  4.4254125690195e-05,  1.0611666666667e-02,  3.1345840687323e-05,  1.0539351851852e-02,  3.1238852607106e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  3.9000000000000e-01,  1.5420069044941e-02,  2.7304477225548e-05,  7.7784232251426e-03,  1.9392620177695e-05,  7.6416458197988e-03,  1.9221362053822e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  2.9531203703704e-02,  5.2291210669728e-05,  1.4896574074074e-02,  3.7139095496069e-05,  1.4634629629630e-02,  3.6811116514441e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  4.5000000000000e-01,  1.5315168060763e-02,  2.3589030849980e-05,  7.6122952408963e-03,  1.6630565875850e-05,  7.7028728198667e-03,  1.6729215614915e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  3.9030092592593e-02,  6.0115700630344e-05,  1.9399629629630e-02,  4.2382331256592e-05,  1.9630462962963e-02,  4.2633736166721e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  5.1000000000000e-01,  1.5773419977452e-02,  2.1126406586790e-05,  7.8874598333368e-03,  1.4939335502477e-05,  7.8859601441151e-03,  1.4937915183010e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  5.1615092592593e-02,  6.9131579180971e-05,  2.5810000000000e-02,  4.8885732221322e-05,  2.5805092592593e-02,  4.8881084534205e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  5.7000000000000e-01,  1.5347647003860e-02,  1.8647852386341e-05,  7.6240218748808e-03,  1.3143165864079e-05,  7.7236251289797e-03,  1.3228741047132e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  6.2719444444444e-02,  7.6206010045653e-05,  3.1156203703704e-02,  5.3710647699212e-05,  3.1563240740741e-02,  5.4060357849438e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
