#                 r,           dens_tot,           dens_err,             dens_A,         dens_err_A,             dens_B,         dens_err_B,         dens_alike,     dens_alike_err,        dens_unlike,    dens_unlike_err,           prob_tot,           prob_err,             prob_A,         prob_err_A,             prob_B,         prob_err_B,         prob_alike,     prob_alike_err,        prob_unlike,    prob_unlike_err
 3.000000000000e-02, 1.768388256577e-03, 1.473656880481e-04, 8.473527062763e-04, 1.020092784096e-04, 9.210355503003e-04, 1.063520245798e-04, 9.210355503003e-04, 1.063520245798e-04, 7.122674922322e-04, 7.636309065797e-05, 2.666666666667e-05, 2.222222222222e-06, 1.277777777778e-05, 1.538263678318e-06, 1.388888888889e-05, 1.603750747749e-06, 1.388888888889e-05, 1.603750747749e-06, 1.074074074074e-05, 1.151528278159e-06
 9.000000000000e-02, 3.110468629871e-03, 7.387057131942e-05, 1.531550543642e-03, 5.183513237318e-05, 1.578918086229e-03, 5.263060287430e-05, 1.049103350628e-03, 4.290102633621e-05, 9.262986105878e-04, 3.291458788942e-05, 3.283333333333e-04, 7.797593804232e-06, 1.616666666667e-04, 5.471587667665e-06, 1.666666666667e-04, 5.555555555556e-06, 1.107407407407e-04, 4.528525652088e-06, 9.777777777778e-05, 3.474382044314e-06
 1.500000000000e-01, 2.554984933570e-03, 4.063730853689e-05, 1.180864526596e-03, 2.762681394007e-05, 1.374120406974e-03, 2.980184552411e-05, 9.359013872525e-04, 2.459494241598e-05, 1.063445959364e-03, 2.140636112921e-05, 7.320370370370e-04, 1.164312734046e-05, 3.383333333333e-04, 7.915448249319e-06, 3.937037037037e-04, 8.538623617332e-06, 2.681481481481e-04, 7.046776885348e-06, 3.046913580247e-04, 6.133206097963e-06
 2.100000000000e-01, 2.923748527061e-03, 3.115133842980e-05, 1.463367834693e-03, 2.203857223771e-05, 1.460380692368e-03, 2.201606730757e-05, 9.236907879228e-04, 1.750934940124e-05, 9.014531728345e-04, 1.412318536845e-05, 1.631296296296e-03, 1.738079131460e-05, 8.164814814815e-04, 1.229635207484e-05, 8.148148148148e-04, 1.228379551983e-05, 5.153703703704e-04, 9.769286436378e-06, 5.029629629630e-04, 7.879986862831e-06
 2.700000000000e-01, 2.856317461784e-03, 2.397981813212e-05, 1.499023105472e-03, 1.737187961279e-05, 1.357294356311e-03, 1.653025941624e-05, 1.006998868328e-03, 1.423826720011e-05, 9.788141738929e-04, 1.146165001008e-05, 2.627407407407e-03, 2.205803543604e-05, 1.378888888889e-03, 1.597966815171e-05, 1.248518518519e-03, 1.520549680408e-05, 9.262962962963e-04, 1.309718867414e-05, 9.003703703704e-04, 1.054309422552e-05
 3.300000000000e-01, 2.861215492669e-03, 1.964998181851e-05, 1.423320432090e-03, 1.385920155545e-05, 1.437895060579e-03, 1.392997909953e-05, 9.763651584502e-04, 1.147870792723e-05, 9.805486166274e-04, 9.392383242580e-06, 3.926296296296e-03, 2.696464178738e-05, 1.953148148148e-03, 1.901825705760e-05, 1.973148148148e-03, 1.911538137764e-05, 1.339814814815e-03, 1.575163022025e-05, 1.345555555556e-03, 1.288867603060e-05
 3.900000000000e-01, 2.861157049642e-03, 1.663322847566e-05, 1.442713953856e-03, 1.181124887739e-05, 1.418443095785e-03, 1.171147682745e-05, 9.641622542829e-04, 9.655633376454e-06, 1.019698361130e-03, 8.107667611503e-06, 5.479444444444e-03, 3.185454338327e-05, 2.762962962963e-03, 2.261989849571e-05, 2.716481481481e-03, 2.242882355810e-05, 1.846481481481e-03, 1.849164717079e-05, 1.952839506173e-03, 1.552711489809e-05
 4.500000000000e-01, 2.846308678916e-03, 1.438153396424e-05, 1.424462318938e-03, 1.017395226055e-05, 1.421846359978e-03, 1.016460597193e-05, 1.003728919629e-03, 8.540286327729e-06, 9.935315240557e-04, 6.937602440795e-06, 7.253703703704e-03, 3.665076347975e-05, 3.630185185185e-03, 2.592790997699e-05, 3.623518518519e-03, 2.590409133465e-05, 2.557962962963e-03, 2.176457775821e-05, 2.531975308642e-03, 1.768020204287e-05
 5.100000000000e-01, 2.782630906806e-03, 1.254889543192e-05, 1.381638213520e-03, 8.842495884928e-06, 1.400992693286e-03, 8.904214905660e-06, 9.879839408383e-04, 7.477434902917e-06, 9.829283847199e-04, 6.089659457498e-06, 9.105555555556e-03, 4.106353603587e-05, 4.521111111111e-03, 2.893514814812e-05, 4.584444444444e-03, 2.913711024477e-05, 3.232962962963e-03, 2.446828242834e-05, 3.216419753086e-03, 1.992708855818e-05
 5.700000000000e-01, 2.783045427882e-03, 1.123008561790e-05, 1.400608452088e-03, 7.966751870832e-06, 1.382436975794e-03, 7.914902880899e-06, 9.990233575361e-04, 6.728383556450e-06, 9.592666446474e-04, 5.383279907693e-06, 1.137314814815e-02, 4.589268510289e-05, 5.723703703704e-03, 3.255679852681e-05, 5.649444444444e-03, 3.234491328846e-05, 4.082592592593e-03, 2.749610272920e-05, 3.920123456790e-03, 2.199922405138e-05
 6.300000000000e-01, 2.681966479763e-03, 9.975168510390e-06, 1.343617420106e-03, 7.060433730876e-06, 1.338349059657e-03, 7.046578059072e-06, 9.710849745644e-04, 6.002362018913e-06, 9.897344758716e-04, 4.947744764170e-06, 1.338666666667e-02, 4.978968111646e-05, 6.706481481481e-03, 3.524118350863e-05, 6.680185185185e-03, 3.517202482926e-05, 4.847037037037e-03, 2.995996414055e-05, 4.940123456790e-03, 2.469598722037e-05
 6.900000000000e-01, 2.701085617203e-03, 9.140742754140e-06, 1.362606750318e-03, 6.492285050445e-06, 1.338478866885e-03, 6.434548385173e-06, 9.745190252447e-04, 5.490444081438e-06, 9.719412599206e-04, 4.476995847113e-06, 1.617037037037e-02, 5.472214388664e-05, 8.157407407407e-03, 3.886683678114e-05, 8.012962962963e-03, 3.852118936609e-05, 5.834074074074e-03, 3.286919664049e-05, 5.818641975309e-03, 2.680206822522e-05
