#                   r,             dens_tot,             dens_err,               dens_A,           dens_err_A,               dens_B,           dens_err_B,           dens_alike,       dens_err_alike,          dens_unlike,      dens_err_unlike,         dens_alike_n,     dens_err_alike_n,        dens_unlike_n,    dens_err_unlike_n,             prob_tot,             prob_err,               prob_A,           prob_err_A,               prob_B,           prob_err_B,           prob_alike,       prob_err_alike,          prob_unlike,      prob_err_unlike,         prob_alike_n,     prob_err_alike_n,        prob_unlike_n,    prob_err_unlike_n
  3.0000000000000e-02,  1.6394432795346e-02,  7.7717064873869e-04,  8.2156371086789e-03,  5.5015975299761e-04,  8.1787956866668e-03,  5.4892482494648e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  2.4722222222222e-04,  1.1719457283183e-05,  1.2388888888889e-04,  8.2962136239267e-06,  1.2333333333333e-04,  8.2775913476396e-06,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  9.0000000000000e-02,  1.6715479472879e-02,  2.9660508458060e-04,  8.5472099067870e-03,  2.1209545263570e-04,  8.1682695660920e-03,  2.0734052949273e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  1.7644444444444e-03,  3.1308895119123e-05,  9.0222222222222e-04,  2.2388268532900e-05,  8.6222222222222e-04,  2.1886350670658e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  1.5000000000000e-01,  1.7323224434491e-02,  1.8327606757938e-04,  8.4580148850737e-03,  1.2806357298025e-04,  8.8652095494170e-03,  1.3111002335022e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  4.9633333333333e-03,  5.2511021770743e-05,  2.4233333333333e-03,  3.6691910502130e-05,  2.5400000000000e-03,  3.7564758898615e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  2.1000000000000e-01,  1.7478765459429e-02,  1.3192366492006e-04,  8.6756570267748e-03,  9.2943391919402e-05,  8.8031084326542e-03,  9.3623604205656e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  9.7522222222222e-03,  7.3606393978838e-05,  4.8405555555556e-03,  5.1857473240259e-05,  4.9116666666667e-03,  5.2236995546296e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  2.7000000000000e-01,  1.6652322749430e-02,  1.0028608666489e-04,  8.2826764175860e-03,  7.0727551300312e-05,  8.3696463318438e-03,  7.1097909010173e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  1.5317777777778e-02,  9.2248992098613e-05,  7.6188888888889e-03,  6.5059327151322e-05,  7.6988888888889e-03,  6.5400003775437e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  3.3000000000000e-01,  1.6534106318358e-02,  8.1815927710320e-05,  8.2634095020571e-03,  5.7839846784729e-05,  8.2706968163012e-03,  5.7865344991794e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  2.2688888888889e-02,  1.1227171625839e-04,  1.1339444444444e-02,  7.9370595046432e-05,  1.1349444444444e-02,  7.9405584901695e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  3.9000000000000e-01,  1.6335254448177e-02,  6.8838164817377e-05,  8.1996821621382e-03,  4.8771357195334e-05,  8.1355722860386e-03,  4.8580321661651e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  3.1283888888889e-02,  1.3183299386574e-04,  1.5703333333333e-02,  9.3402751961996e-05,  1.5580555555556e-02,  9.3036896968519e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  4.5000000000000e-01,  1.6258402929455e-02,  5.9533824285987e-05,  8.1574320218315e-03,  4.2169802963213e-05,  8.1009709076237e-03,  4.2023611840947e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  4.1433888888889e-02,  1.5171956749376e-04,  2.0788888888889e-02,  1.0746805439780e-04,  2.0645000000000e-02,  1.0709549217612e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  5.1000000000000e-01,  1.6127714482070e-02,  5.2326867710944e-05,  8.0163199223097e-03,  3.6891460256011e-05,  8.1113945597601e-03,  3.7109584268997e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  5.2774444444444e-02,  1.7122831483861e-04,  2.6231666666667e-02,  1.2071929484614e-04,  2.6542777777778e-02,  1.2143305832565e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  5.7000000000000e-01,  1.5924058920211e-02,  4.6527576825505e-05,  7.9820815255916e-03,  3.2941367683594e-05,  7.9419773946192e-03,  3.2858510319057e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  6.5075000000000e-02,  1.9013883816248e-04,  3.2619444444444e-02,  1.3461765701514e-04,  3.2455555555556e-02,  1.3427905345783e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  6.3000000000000e-01,  1.5614641246656e-02,  4.1688877422014e-05,  7.8468889783894e-03,  2.9553093618090e-05,  7.7677522682670e-03,  2.9403692936571e-05,                 -nan,                 -nan,  4.4521355905756e-07,  3.1481352668580e-07,                 -nan,                 -nan,  5.8348163491554e-05,  4.1259585732513e-05,  7.7938333333333e-02,  2.0808429559694e-04,  3.9166666666667e-02,  1.4751020052613e-04,  3.8771666666667e-02,  1.4676448758066e-04,                 -nan,                 -nan,  2.2222222222222e-06,  1.5713484026368e-06,                 -nan,                 -nan,  5.8348163491554e-05,  4.1259585732513e-05
