#                   r,             dens_tot,             dens_err,               dens_A,           dens_err_A,               dens_B,           dens_err_B,           dens_alike,       dens_err_alike,          dens_unlike,      dens_err_unlike,         dens_alike_n,     dens_err_alike_n,        dens_unlike_n,    dens_err_unlike_n,             prob_tot,             prob_err,               prob_A,           prob_err_A,               prob_B,           prob_err_B,           prob_alike,       prob_err_alike,          prob_unlike,      prob_err_unlike,         prob_alike_n,     prob_err_alike_n,        prob_unlike_n,    prob_err_unlike_n
  3.0000000000000e-02,  2.5586367587343e-02,  8.4082020939666e-04,  1.2931339126216e-02,  5.9775136256394e-04,  1.2655028461126e-02,  5.9133064615559e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  3.8583333333333e-04,  1.2679270045586e-05,  1.9500000000000e-04,  9.0138781886600e-06,  1.9083333333333e-04,  8.9170560662636e-06,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  9.0000000000000e-02,  2.4050869748485e-02,  3.0811667122790e-04,  1.1719519495036e-02,  2.1508231733819e-04,  1.2331350253449e-02,  2.2062520222539e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  2.5387500000000e-03,  3.2524029578144e-05,  1.2370833333333e-03,  2.2703554543042e-05,  1.3016666666667e-03,  2.3288647687470e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  1.5000000000000e-01,  2.3816525064108e-02,  1.8610636291900e-04,  1.1810099532614e-02,  1.3105355387131e-04,  1.2006425531494e-02,  1.3213835301169e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  6.8237500000000e-03,  5.3321938886978e-05,  3.3837500000000e-03,  3.7548579644686e-05,  3.4400000000000e-03,  3.7859388972002e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  2.1000000000000e-01,  2.4168968553989e-02,  1.3434670532472e-04,  1.2057599996067e-02,  9.4891737377087e-05,  1.2111368557922e-02,  9.5103077811205e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  1.3485000000000e-02,  7.4958321752825e-05,  6.7275000000000e-03,  5.2944546461368e-05,  6.7575000000000e-03,  5.3062463191978e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  2.7000000000000e-01,  2.3956587631615e-02,  1.0417089255343e-04,  1.2028573297488e-02,  7.3814378268756e-05,  1.1928014334127e-02,  7.3505186321614e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  2.2036666666667e-02,  9.5822463151625e-05,  1.1064583333333e-02,  6.7898770648338e-05,  1.0972083333333e-02,  6.7614357860508e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  3.3000000000000e-01,  2.3667071198294e-02,  8.4771601244233e-05,  1.1888949551212e-02,  6.0082759386651e-05,  1.1778121647082e-02,  5.9802060181879e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  3.2477083333333e-02,  1.1632763238180e-04,  1.6314583333333e-02,  8.2448426640874e-05,  1.6162500000000e-02,  8.2063237810849e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  3.9000000000000e-01,  2.3295382309076e-02,  7.1192113268348e-05,  1.1692074914915e-02,  5.0436246465203e-05,  1.1603307394161e-02,  5.0244422915530e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  4.4613333333333e-02,  1.3634107557478e-04,  2.2391666666667e-02,  9.6591206178985e-05,  2.2221666666667e-02,  9.6223842044359e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  4.5000000000000e-01,  2.3250643231439e-02,  6.1655660969746e-05,  1.1652952682229e-02,  4.3648916061086e-05,  1.1597690549211e-02,  4.3545294307291e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  5.9253333333333e-02,  1.5712698332524e-04,  2.9697083333333e-02,  1.1123751490492e-04,  2.9556250000000e-02,  1.1097343901433e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  5.1000000000000e-01,  2.2836503475230e-02,  5.3924206339049e-05,  1.1436332896344e-02,  3.8160350190047e-05,  1.1400170578885e-02,  3.8099969851291e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  7.4727500000000e-02,  1.7645525872961e-04,  3.7422916666667e-02,  1.2487146168939e-04,  3.7304583333333e-02,  1.2467388013890e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  5.7000000000000e-01,  2.2484550962483e-02,  4.7880236625327e-05,  1.1251145971228e-02,  3.3869794238340e-05,  1.1233404991255e-02,  3.3843080497346e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  9.1885000000000e-02,  1.9566659568426e-04,  4.5978750000000e-02,  1.3841174986250e-04,  4.5906250000000e-02,  1.3830258192336e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  6.3000000000000e-01,  2.2277902152444e-02,  4.3124291528149e-05,  1.1144669287871e-02,  3.0501304925484e-05,  1.1133232864573e-02,  3.0485651012361e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  1.1119708333333e-01,  2.1524896760625e-04,  5.5627083333333e-02,  1.5224306680072e-04,  5.5570000000000e-02,  1.5216493244722e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
