#                 r,           dens_tot,           dens_err,             dens_A,         dens_err_A,             dens_B,         dens_err_B,         dens_alike,     dens_err_alike,        dens_unlike,    dens_err_unlike,       dens_alike_n,   dens_err_alike_n,      dens_unlike_n,  dens_err_unlike_n,           prob_tot,           prob_err,             prob_A,         prob_err_A,             prob_B,         prob_err_B,         prob_alike,     prob_err_alike,        prob_unlike,    prob_err_unlike,       prob_alike_n,   prob_err_alike_n,      prob_unlike_n,  prob_err_unlike_n
 3.000000000000e-02, 2.132197298945e-02, 4.431511607322e-04, 1.174320326633e-02, 3.288754731307e-04, 9.578769723123e-03, 2.970250400747e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.215277777778e-04, 6.682562068733e-06, 1.770833333333e-04, 4.959325297599e-06, 1.444444444444e-04, 4.479032082388e-06, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 9.000000000000e-02, 2.301141534172e-02, 1.740046452272e-04, 1.131426385290e-02, 1.220119387250e-04, 1.169715148881e-02, 1.240592736123e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.429027777778e-03, 1.836749762858e-05, 1.194305555556e-03, 1.287927682772e-05, 1.234722222222e-03, 1.309538840703e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 1.500000000000e-01, 2.408992719588e-02, 1.080635274943e-04, 1.213100770856e-02, 7.668489647681e-05, 1.195891948732e-02, 7.613903484313e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 6.902083333333e-03, 3.096163246964e-05, 3.475694444444e-03, 2.197123891605e-05, 3.426388888889e-03, 2.181484232533e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 2.100000000000e-01, 2.320835336788e-02, 7.600803392058e-05, 1.162097935952e-02, 5.378469369179e-05, 1.158737400836e-02, 5.370687055631e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.294902777778e-02, 4.240844350182e-05, 6.483888888889e-03, 3.000900070740e-05, 6.465138888889e-03, 2.996557953369e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 2.700000000000e-01, 2.269597684318e-02, 5.853932616985e-05, 1.141585817239e-02, 4.151715271428e-05, 1.128011867079e-02, 4.126958612488e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.087708333333e-02, 5.384788674969e-05, 1.050097222222e-02, 3.818989871939e-05, 1.037611111111e-02, 3.796217253016e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.300000000000e-01, 2.281769423806e-02, 4.805663733776e-05, 1.142620509671e-02, 3.400701462722e-05, 1.139148914135e-02, 3.395531399290e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.131152777778e-02, 6.594560866706e-05, 1.567958333333e-02, 4.666604662286e-05, 1.563194444444e-02, 4.659510054782e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.900000000000e-01, 2.281463076081e-02, 4.067645142592e-05, 1.127340261319e-02, 2.859327130197e-05, 1.154122814762e-02, 2.893092699616e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 4.369263888889e-02, 7.790007745761e-05, 2.158986111111e-02, 5.475939938483e-05, 2.210277777778e-02, 5.540604882965e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 4.500000000000e-01, 2.279176043064e-02, 3.524388537385e-05, 1.152602417355e-02, 2.506308964537e-05, 1.126573625709e-02, 2.477847843742e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 5.808388888889e-02, 8.981763073096e-05, 2.937361111111e-02, 6.387228044995e-05, 2.871027777778e-02, 6.314696018216e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 5.100000000000e-01, 2.249949784070e-02, 3.090258022066e-05, 1.131715004725e-02, 2.191678598490e-05, 1.118234779344e-02, 2.178586597742e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 7.362472222222e-02, 1.011219850685e-04, 3.703291666667e-02, 7.171792417623e-05, 3.659180555556e-02, 7.128951687345e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 5.700000000000e-01, 2.235716936682e-02, 2.756525153007e-05, 1.118718328098e-02, 1.949907132760e-05, 1.116998608584e-02, 1.948407835329e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 9.136444444444e-02, 1.126477082450e-04, 4.571736111111e-02, 7.968458751637e-05, 4.564708333333e-02, 7.962331747161e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
