# r, density, density error estimate, radial probability, probability error estimate
2.750000000e-02, 2.353245139e-02, 1.837575730e-03, 2.981818182e-04, 2.328408814e-05
8.250000000e-02, 3.011251837e-02, 7.856627813e-04, 2.670909091e-03, 6.968642872e-05
1.375000000e-01, 2.925696941e-02, 4.700559230e-04, 7.043636364e-03, 1.131663005e-04
1.925000000e-01, 2.897733632e-02, 3.352278022e-04, 1.358545455e-02, 1.571649657e-04
2.475000000e-01, 2.847464255e-02, 2.588069198e-04, 2.200909091e-02, 2.000413180e-04
3.025000000e-01, 2.771890666e-02, 2.090638833e-04, 3.196181818e-02, 2.410651296e-04
3.575000000e-01, 2.914327113e-02, 1.814591821e-04, 4.689818182e-02, 2.920092832e-04
4.125000000e-01, 2.870150768e-02, 1.561063840e-04, 6.146181818e-02, 3.342884388e-04
4.675000000e-01, 2.793833887e-02, 1.359195990e-04, 7.682000000e-02, 3.737281462e-04
5.225000000e-01, 2.831582296e-02, 1.224451563e-04, 9.723272727e-02, 4.204601965e-04
5.775000000e-01, 2.866343095e-02, 1.114709625e-04, 1.202181818e-01, 4.675238094e-04
6.325000000e-01, 2.849534520e-02, 1.014853535e-04, 1.433436364e-01, 5.105142441e-04
6.875000000e-01, 2.780871476e-02, 9.223923628e-05, 1.652600000e-01, 5.481539266e-04
7.425000000e-01, 2.808506313e-02, 8.583327829e-05, 1.946600000e-01, 5.949178706e-04
7.975000000e-01, 2.814484279e-02, 8.000118042e-05, 2.250309091e-01, 6.396460798e-04
8.525000000e-01, 2.811340236e-02, 7.479985102e-05, 2.568400000e-01, 6.833606794e-04
9.075000000e-01, 2.766487406e-02, 6.970516854e-05, 2.863945455e-01, 7.216074801e-04
9.625000000e-01, 2.771381932e-02, 6.578124609e-05, 3.227200000e-01, 7.660049846e-04
1.017500000e+00, 2.767104321e-02, 6.217835177e-05, 3.600890909e-01, 8.091399372e-04
1.072500000e+00, 2.735765058e-02, 5.865543205e-05, 3.955290909e-01, 8.480234676e-04
1.127500000e+00, 2.710594660e-02, 5.553751033e-05, 4.331054545e-01, 8.873919443e-04
1.182500000e+00, 2.711423227e-02, 5.296294019e-05, 4.765272727e-01, 9.308132053e-04
1.237500000e+00, 2.711565338e-02, 5.061075441e-05, 5.219054545e-01, 9.741247396e-04
1.292500000e+00, 2.650366715e-02, 4.790748709e-05, 5.564709091e-01, 1.005865443e-03
1.347500000e+00, 2.662255759e-02, 4.605530813e-05, 6.075436364e-01, 1.051011319e-03
1.402500000e+00, 2.634761698e-02, 4.402037086e-05, 6.513472727e-01, 1.088240676e-03
1.457500000e+00, 2.635091376e-02, 4.236207581e-05, 7.035163636e-01, 1.130982167e-03
1.512500000e+00, 2.585511388e-02, 4.043594905e-05, 7.433527273e-01, 1.162562004e-03
1.567500000e+00, 2.535325648e-02, 3.863676633e-05, 7.828945455e-01, 1.193081987e-03
1.622500000e+00, 2.507913781e-02, 3.712483449e-05, 8.297236364e-01, 1.228246079e-03
1.677500000e+00, 2.482859630e-02, 3.572792766e-05, 8.780636364e-01, 1.263518634e-03
1.732500000e+00, 2.430089948e-02, 3.422420891e-05, 9.166745455e-01, 1.290999997e-03
1.787500000e+00, 2.402771795e-02, 3.298426448e-05, 9.648254545e-01, 1.324472763e-03
1.842500000e+00, 2.368284586e-02, 3.176925621e-05, 1.010394545e+00, 1.355389609e-03
1.897500000e+00, 2.311194490e-02, 3.047438730e-05, 1.045780000e+00, 1.378919208e-03
1.952500000e+00, 2.276183006e-02, 2.939083406e-05, 1.090505455e+00, 1.408097010e-03
2.007500000e+00, 2.251473465e-02, 2.843007487e-05, 1.140289091e+00, 1.439879472e-03
2.062500000e+00, 2.191120195e-02, 2.729857639e-05, 1.171358182e+00, 1.459363611e-03
2.117500000e+00, 2.136402415e-02, 2.625545969e-05, 1.203827273e+00, 1.479451540e-03
2.172500000e+00, 2.085637242e-02, 2.528492834e-05, 1.237061818e+00, 1.499734412e-03
2.227500000e+00, 2.034186406e-02, 2.435456362e-05, 1.268405455e+00, 1.518615072e-03
2.282500000e+00, 1.990722508e-02, 2.351244506e-05, 1.303356364e+00, 1.539395610e-03
2.337500000e+00, 1.922249180e-02, 2.256092635e-05, 1.319905455e+00, 1.549137857e-03
2.392500000e+00, 1.870599219e-02, 2.174415766e-05, 1.345592727e+00, 1.564139454e-03
2.447500000e+00, 1.816615574e-02, 2.094659334e-05, 1.367529091e+00, 1.576837509e-03
