# r, density, density error estimate, radial probability, probability error estimate
3.500000000e-02, 7.007142857e-02, 2.237208538e-03, 1.401428571e-01, 4.474417075e-03
1.050000000e-01, 6.935714286e-02, 2.225776636e-03, 1.387142857e-01, 4.451553272e-03
1.750000000e-01, 7.235714286e-02, 2.273404352e-03, 1.447142857e-01, 4.546808704e-03
2.450000000e-01, 8.828571429e-02, 2.511199404e-03, 1.765714286e-01, 5.022398809e-03
3.150000000e-01, 1.140000000e-01, 2.853569194e-03, 2.280000000e-01, 5.707138387e-03
3.850000000e-01, 1.295000000e-01, 3.041381265e-03, 2.590000000e-01, 6.082762530e-03
4.550000000e-01, 1.500000000e-01, 3.273268354e-03, 3.000000000e-01, 6.546536707e-03
5.250000000e-01, 1.722142857e-01, 3.507281056e-03, 3.444285714e-01, 7.014562113e-03
5.950000000e-01, 2.045714286e-01, 3.822596617e-03, 4.091428571e-01, 7.645193234e-03
6.650000000e-01, 2.328571429e-01, 4.078314978e-03, 4.657142857e-01, 8.156629956e-03
7.350000000e-01, 2.827857143e-01, 4.494327490e-03, 5.655714286e-01, 8.988654981e-03
8.050000000e-01, 3.171428571e-01, 4.759523214e-03, 6.342857143e-01, 9.519046428e-03
8.750000000e-01, 3.561428571e-01, 5.043686698e-03, 7.122857143e-01, 1.008737340e-02
9.450000000e-01, 3.912857143e-01, 5.286679449e-03, 7.825714286e-01, 1.057335890e-02
1.015000000e+00, 4.432857143e-01, 5.627012112e-03, 8.865714286e-01, 1.125402422e-02
1.085000000e+00, 4.750000000e-01, 5.824823725e-03, 9.500000000e-01, 1.164964745e-02
1.155000000e+00, 5.215714286e-01, 6.103695769e-03, 1.043142857e+00, 1.220739154e-02
1.225000000e+00, 5.413571429e-01, 6.218389450e-03, 1.082714286e+00, 1.243677890e-02
1.295000000e+00, 5.825714286e-01, 6.450755374e-03, 1.165142857e+00, 1.290151075e-02
1.365000000e+00, 5.974285714e-01, 6.532493352e-03, 1.194857143e+00, 1.306498670e-02
1.435000000e+00, 6.196428571e-01, 6.652834289e-03, 1.239285714e+00, 1.330566858e-02
1.505000000e+00, 6.099285714e-01, 6.600479265e-03, 1.219857143e+00, 1.320095853e-02
1.575000000e+00, 6.165714286e-01, 6.636325514e-03, 1.233142857e+00, 1.327265103e-02
1.645000000e+00, 6.073571429e-01, 6.586550923e-03, 1.214714286e+00, 1.317310185e-02
1.715000000e+00, 5.877857143e-01, 6.479559698e-03, 1.175571429e+00, 1.295911940e-02
1.785000000e+00, 5.618571429e-01, 6.335033785e-03, 1.123714286e+00, 1.267006757e-02
1.855000000e+00, 5.416428571e-01, 6.220030186e-03, 1.083285714e+00, 1.244006037e-02
1.925000000e+00, 5.335000000e-01, 6.173098319e-03, 1.067000000e+00, 1.234619664e-02
1.995000000e+00, 4.840714286e-01, 5.880181172e-03, 9.681428571e-01, 1.176036234e-02
2.065000000e+00, 4.525714286e-01, 5.685642498e-03, 9.051428571e-01, 1.137128500e-02
2.135000000e+00, 3.914285714e-01, 5.287644435e-03, 7.828571429e-01, 1.057528887e-02
2.205000000e+00, 3.795000000e-01, 5.206452041e-03, 7.590000000e-01, 1.041290408e-02
2.275000000e+00, 3.235714286e-01, 4.807519620e-03, 6.471428571e-01, 9.615039240e-03
2.345000000e+00, 2.879285714e-01, 4.535011194e-03, 5.758571429e-01, 9.070022388e-03
2.415000000e+00, 2.522857143e-01, 4.245045131e-03, 5.045714286e-01, 8.490090262e-03
2.485000000e+00, 2.166428571e-01, 3.933762804e-03, 4.332857143e-01, 7.867525607e-03
2.555000000e+00, 1.917142857e-01, 3.700523956e-03, 3.834285714e-01, 7.401047913e-03
2.625000000e+00, 1.621428571e-01, 3.403179786e-03, 3.242857143e-01, 6.806359571e-03
2.695000000e+00, 1.303571429e-01, 3.051429909e-03, 2.607142857e-01, 6.102859818e-03
2.765000000e+00, 1.057142857e-01, 2.747912009e-03, 2.114285714e-01, 5.495824018e-03
2.835000000e+00, 9.242857143e-02, 2.569443678e-03, 1.848571429e-01, 5.138887357e-03
2.905000000e+00, 7.550000000e-02, 2.322252601e-03, 1.510000000e-01, 4.644505202e-03
2.975000000e+00, 5.771428571e-02, 2.030381486e-03, 1.154285714e-01, 4.060762972e-03
3.045000000e+00, 4.335714286e-02, 1.759812142e-03, 8.671428571e-02, 3.519624284e-03
3.115000000e+00, 3.485714286e-02, 1.577908717e-03, 6.971428571e-02, 3.155817433e-03
3.185000000e+00, 2.971428571e-02, 1.456862718e-03, 5.942857143e-02, 2.913725436e-03
3.255000000e+00, 1.707142857e-02, 1.104258917e-03, 3.414285714e-02, 2.208517833e-03
3.325000000e+00, 1.835714286e-02, 1.145087110e-03, 3.671428571e-02, 2.290174220e-03
3.395000000e+00, 1.192857143e-02, 9.230605702e-04, 2.385714286e-02, 1.846121140e-03
3.465000000e+00, 7.928571429e-03, 7.525466966e-04, 1.585714286e-02, 1.505093393e-03
