#                   r,             dens_tot,             dens_err,               dens_A,           dens_err_A,               dens_B,           dens_err_B,           dens_alike,       dens_err_alike,          dens_unlike,      dens_err_unlike,         dens_alike_n,     dens_err_alike_n,        dens_unlike_n,    dens_err_unlike_n,             prob_tot,             prob_err,               prob_A,           prob_err_A,               prob_B,           prob_err_B,           prob_alike,       prob_err_alike,          prob_unlike,      prob_err_unlike,         prob_alike_n,     prob_err_alike_n,        prob_unlike_n,    prob_err_unlike_n
  3.0000000000000e-02,  1.7610199721742e-02,  4.0273589350359e-04,  7.5893329344746e-03,  2.6438694059496e-04,  1.0020866787267e-02,  3.0380214870697e-04,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  2.6555555555556e-04,  6.0731141969654e-06,  1.1444444444444e-04,  3.9868611373354e-06,  1.5111111111111e-04,  4.5812284729085e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  9.0000000000000e-02,  1.6328644541753e-02,  1.4657646522828e-04,  7.9077480818642e-03,  1.0200362112771e-04,  8.4208964598886e-03,  1.0526120574861e-04,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.7236111111111e-03,  1.5472247157371e-05,  8.3472222222222e-04,  1.0767248579619e-05,  8.8888888888889e-04,  1.1111111111111e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  1.5000000000000e-01,  1.6763331771019e-02,  9.0144984104809e-05,  8.2117590642565e-03,  6.3092755563290e-05,  8.5515727067621e-03,  6.4384954412403e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  4.8029166666667e-03,  2.5827732367733e-05,  2.3527777777778e-03,  1.8076910448360e-05,  2.4501388888889e-03,  1.8447142540275e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  2.1000000000000e-01,  1.6801928794222e-02,  6.4672091255211e-05,  8.3518010130070e-03,  4.5596069182207e-05,  8.4501277812148e-03,  4.5863687841841e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  9.3745833333333e-03,  3.6083589940068e-05,  4.6598611111111e-03,  2.5440183413230e-05,  4.7147222222222e-03,  2.5589500402786e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  2.7000000000000e-01,  1.6747144114280e-02,  5.0285602501057e-05,  8.4131312889728e-03,  3.5641183138187e-05,  8.3340128253076e-03,  3.5473199508988e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.5405000000000e-02,  4.6255630287926e-05,  7.7388888888889e-03,  3.2784839164046e-05,  7.6661111111111e-03,  3.2630318023596e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  3.3000000000000e-01,  1.6516495308935e-02,  4.0886171855528e-05,  8.2657373941073e-03,  2.8923996633503e-05,  8.2507579148277e-03,  2.8897776173001e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  2.2664722222222e-02,  5.6105954108452e-05,  1.1342638888889e-02,  3.9690887018882e-05,  1.1322083333333e-02,  3.9654906053023e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  3.9000000000000e-01,  1.6493861121288e-02,  3.4585774298297e-05,  8.2827204066338e-03,  2.4508844535176e-05,  8.2111407146538e-03,  2.4402711393682e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  3.1587638888889e-02,  6.6235731051308e-05,  1.5862361111111e-02,  4.6937252900831e-05,  1.5725277777778e-02,  4.6733995742122e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  4.5000000000000e-01,  1.6440321075426e-02,  2.9932982509966e-05,  8.2722617203216e-03,  2.1232785754018e-05,  8.1680593551042e-03,  2.1098631497467e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  4.1897500000000e-02,  7.6283007427750e-05,  2.1081527777778e-02,  5.4110904345943e-05,  2.0815972222222e-02,  5.3769017594582e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  5.1000000000000e-01,  1.6301140807348e-02,  2.6303729470479e-05,  8.1363092080562e-03,  1.8583266379950e-05,  8.1648315992913e-03,  1.8615810342501e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  5.3341944444444e-02,  8.6073244362355e-05,  2.6624305555556e-02,  6.0809704949534e-05,  2.6717638888889e-02,  6.0916198001946e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  5.7000000000000e-01,  1.6140825146772e-02,  2.3421592342815e-05,  8.0923678857660e-03,  1.6584079090959e-05,  8.0484572610063e-03,  1.6539023809701e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  6.5960833333333e-02,  9.5714298053383e-05,  3.3070138888889e-02,  6.7772227687151e-05,  3.2890694444444e-02,  6.7588105508091e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
