#                 r,            density,      density error,          density A,    density error A,          density B,    density error B, radial probability,  probability error,     radial prob. A,      prob. error A,     radial prob. B,      prob. error B
 2.750000000000e-02, 1.908424411530e-02, 1.654813833321e-03, 1.434905572579e-02, 1.434905572579e-03, 4.735188389511e-03, 8.242904953547e-04, 2.418181818182e-04, 2.096829562667e-05, 1.818181818182e-04, 1.818181818182e-05, 6.000000000000e-05, 1.044465935734e-05
 8.250000000000e-02, 1.789532235516e-02, 6.056648975715e-04, 8.773422643769e-03, 4.240793901776e-04, 9.121899711396e-03, 4.324195173405e-04, 1.587272727273e-03, 5.372104255525e-05, 7.781818181818e-04, 3.761483793741e-05, 8.090909090909e-04, 3.835458747223e-05
 1.375000000000e-01, 1.551208445304e-02, 3.422708716790e-04, 7.891980649185e-03, 2.441337749354e-04, 7.620103803854e-03, 2.398917454513e-04, 3.734545454545e-03, 8.240195777182e-05, 1.900000000000e-03, 5.877538136453e-05, 1.834545454545e-03, 5.775410972461e-05
 1.925000000000e-01, 1.857233185698e-02, 2.683762107180e-04, 9.551817365574e-03, 1.924659040785e-04, 9.020514491402e-03, 1.870365371969e-04, 8.707272727273e-03, 1.258229111040e-04, 4.478181818182e-03, 9.023385595402e-05, 4.229090909091e-03, 8.768840401300e-05
 2.475000000000e-01, 2.176822322729e-02, 2.262862861545e-04, 1.116168351129e-02, 1.620360305496e-04, 1.060653971600e-02, 1.579550825563e-04, 1.682545454545e-02, 1.749049328555e-04, 8.627272727273e-03, 1.252435643585e-04, 8.198181818182e-03, 1.220892506487e-04
 3.025000000000e-01, 2.024635994716e-02, 1.786752678256e-04, 9.881926619069e-03, 1.248279324436e-04, 1.036443332809e-02, 1.278391122247e-04, 2.334545454545e-02, 2.060249523522e-04, 1.139454545455e-02, 1.439352471492e-04, 1.195090909091e-02, 1.474073458815e-04
 3.575000000000e-01, 1.996665455009e-02, 1.501974130849e-04, 9.733631108479e-03, 1.048690278732e-04, 1.023302344161e-02, 1.075255778423e-04, 3.213090909091e-02, 2.417019542965e-04, 1.566363636364e-02, 1.687582260009e-04, 1.646727272727e-02, 1.730332218615e-04
 4.125000000000e-01, 1.935084787257e-02, 1.281794217865e-04, 9.841414492168e-03, 9.141070754442e-05, 9.509433380406e-03, 8.985569940603e-05, 4.143818181818e-02, 2.744852432469e-04, 2.107454545455e-02, 1.957481937896e-04, 2.036363636364e-02, 1.924182771683e-04
 4.675000000000e-01, 2.051121472619e-02, 1.164601874398e-04, 1.042323342883e-02, 8.302005679414e-05, 1.008798129736e-02, 8.167401929874e-05, 5.639818181818e-02, 3.202220304107e-04, 2.866000000000e-02, 2.282741573396e-04, 2.773818181818e-02, 2.245730568239e-04
 5.225000000000e-01, 2.069811577036e-02, 1.046869197481e-04, 1.043827618370e-02, 7.434322682134e-05, 1.025983958667e-02, 7.370505947444e-05, 7.107454545455e-02, 3.594808009908e-04, 3.584363636364e-02, 2.552846410066e-04, 3.523090909091e-02, 2.530932601772e-04
 5.775000000000e-01, 1.961962429117e-02, 9.222379883574e-05, 1.008422157986e-02, 6.611786998336e-05, 9.535402711314e-03, 6.429351709589e-05, 8.228727272727e-02, 3.867986855465e-04, 4.229454545455e-02, 2.773070023525e-04, 3.999272727273e-02, 2.696554275122e-04
 6.325000000000e-01, 1.921074712548e-02, 8.332753513562e-05, 9.658685545600e-03, 5.908475258647e-05, 9.552061579879e-03, 5.875772394821e-05, 9.663818181818e-02, 4.191727390038e-04, 4.858727272727e-02, 2.972212910741e-04, 4.805090909091e-02, 2.955761987309e-04
 6.875000000000e-01, 1.947524823508e-02, 7.719101307087e-05, 9.745119892919e-03, 5.460329277660e-05, 9.730128342160e-03, 5.456127671582e-05, 1.157363636364e-01, 4.587262277940e-04, 5.791272727273e-02, 3.244932476472e-04, 5.782363636364e-02, 3.242435570640e-04
 7.425000000000e-01, 1.912595343633e-02, 7.083200658329e-05, 9.678398738630e-03, 5.038714521453e-05, 9.447554697703e-03, 4.978261497495e-05, 1.325636363636e-01, 4.909427597882e-04, 6.708181818182e-02, 3.492376585490e-04, 6.548181818182e-02, 3.450476072076e-04
 7.975000000000e-01, 1.924820083762e-02, 6.615947529866e-05, 9.516311949491e-03, 4.651910134869e-05, 9.731888888129e-03, 4.704305880260e-05, 1.538981818182e-01, 5.289753075835e-04, 7.608727272727e-02, 3.719415221077e-04, 7.781090909091e-02, 3.761308019364e-04
 8.525000000000e-01, 1.918216000181e-02, 6.178638458823e-05, 9.681333770275e-03, 4.389465351348e-05, 9.500826231533e-03, 4.348352232072e-05, 1.752454545455e-01, 5.644715220218e-04, 8.844727272727e-02, 4.010152405339e-04, 8.679818181818e-02, 3.972592050954e-04
 9.075000000000e-01, 1.922580273115e-02, 5.810892936124e-05, 9.593669767021e-03, 4.104809581645e-05, 9.632132964131e-03, 4.113029906715e-05, 1.990309090909e-01, 6.015599555865e-04, 9.931636363636e-02, 4.249414155052e-04, 9.971454545455e-02, 4.257924066417e-04
 9.625000000000e-01, 1.907737405598e-02, 5.457744529211e-05, 9.582171380759e-03, 3.867994719041e-05, 9.495202675218e-03, 3.850401563422e-05, 2.221509090909e-01, 6.355397263757e-04, 1.115818181818e-01, 4.504176207231e-04, 1.105690909091e-01, 4.483689448923e-04
