# r, density, density error estimate, radial probability, probability error estimate
3.214285714e-02, 1.240072441e-01, 1.492871786e-02, 2.146666667e-03, 2.584282980e-04
9.642857143e-02, 1.258044505e-01, 5.683265762e-03, 1.524444444e-02, 6.886738015e-04
1.607142857e-01, 9.790045583e-02, 3.043088193e-03, 3.220000000e-02, 1.000888494e-03
2.250000000e-01, 9.199754024e-02, 2.113908711e-03, 5.892444444e-02, 1.353958987e-03
2.892857143e-01, 1.039138869e-01, 1.749729282e-03, 1.097288889e-01, 1.847643812e-03
3.535714286e-01, 9.809587215e-02, 1.391885956e-03, 1.545288889e-01, 2.192616116e-03
4.178571429e-01, 9.869069041e-02, 1.181776135e-03, 2.169688889e-01, 2.598103772e-03
4.821428571e-01, 1.010157629e-01, 1.036454411e-03, 2.955244444e-01, 3.032176418e-03
5.464285714e-01, 9.809268674e-02, 9.013374801e-04, 3.684800000e-01, 3.385826667e-03
6.107142857e-01, 9.366695091e-02, 7.881475478e-04, 4.394133333e-01, 3.697382458e-03
6.750000000e-01, 9.379680113e-02, 7.136396956e-04, 5.374444444e-01, 4.089070044e-03
7.392857143e-01, 9.535153439e-02, 6.570033321e-04, 6.552933333e-01, 4.515185899e-03
8.035714286e-01, 9.361184651e-02, 5.989326202e-04, 7.600133333e-01, 4.862597995e-03
8.678571429e-01, 8.724829414e-02, 5.354066877e-04, 8.261555556e-01, 5.069774875e-03
9.321428571e-01, 8.787513496e-02, 5.002847970e-04, 9.598711111e-01, 5.464673530e-03
9.964285714e-01, 8.210067735e-02, 4.523813791e-04, 1.024706667e+00, 5.646216695e-03
1.060714286e+00, 8.258570528e-02, 4.262264484e-04, 1.168004444e+00, 6.028093899e-03
1.125000000e+00, 7.939780336e-02, 3.940446818e-04, 1.263111111e+00, 6.268715189e-03
1.189285714e+00, 7.753012066e-02, 3.683400907e-04, 1.378346667e+00, 6.548427009e-03
1.253571429e+00, 7.367128782e-02, 3.406475668e-04, 1.455128889e+00, 6.728348723e-03
