#                 r,           dens_tot,           dens_err,             dens_A,         dens_err_A,             dens_B,         dens_err_B,         dens_alike,     dens_alike_err,        dens_unlike,    dens_unlike_err,           prob_tot,           prob_err,             prob_A,         prob_err_A,             prob_B,         prob_err_B,         prob_alike,     prob_alike_err,        prob_unlike,    prob_unlike_err
 3.000000000000e-02, 2.284168164745e-02, 9.173440101934e-04, 1.156820651177e-02, 6.528316613204e-04, 1.127347513568e-02, 6.444616784692e-04,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00, 3.444444444444e-04, 1.383322177554e-05, 1.744444444444e-04, 9.844469525927e-06, 1.700000000000e-04, 9.718253158076e-06,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00
 9.000000000000e-02, 2.470480498920e-02, 3.605868522941e-04, 1.242082227834e-02, 2.556785803902e-04, 1.228398271086e-02, 2.542662808495e-04,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00, 2.607777777778e-03, 3.806265140658e-05, 1.311111111111e-03, 2.698879511442e-05, 1.296666666667e-03, 2.683971628707e-05,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00
 1.500000000000e-01, 2.405744857384e-02, 2.159813119890e-04, 1.213440099743e-02, 1.533912417745e-04, 1.192304757641e-02, 1.520495119208e-04,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00, 6.892777777778e-03, 6.188150763883e-05, 3.476666666667e-03, 4.394862320348e-05, 3.416111111111e-03, 4.356419982248e-05,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00
 2.100000000000e-01, 2.371990149109e-02, 1.536822714737e-04, 1.173349505377e-02, 1.080888827136e-04, 1.198640643731e-02, 1.092475812045e-04,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00, 1.323444444444e-02, 8.574654008065e-05, 6.546666666667e-03, 6.030785220050e-05, 6.687777777778e-03, 6.095434437975e-05,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00
 2.700000000000e-01, 2.290872095636e-02, 1.176260995146e-04, 1.142144478146e-02, 8.305462030364e-05, 1.148727617489e-02, 8.329363320952e-05,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00, 2.107277777778e-02, 1.081993473429e-04, 1.050611111111e-02, 7.639848424584e-05, 1.056666666667e-02, 7.661834225804e-05,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00
 3.300000000000e-01, 2.346555671690e-02, 9.746819586968e-05, 1.180949758341e-02, 6.914538626677e-05, 1.165605913349e-02, 6.869472151563e-05,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00, 3.220055555556e-02, 1.337505047873e-04, 1.620555555556e-02, 9.488459527106e-05, 1.599500000000e-02, 9.426617161586e-05,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00
 3.900000000000e-01, 2.301167435059e-02, 8.170345870883e-05, 1.139502281932e-02, 5.749418625338e-05, 1.161665153127e-02, 5.805061336495e-05,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00, 4.407000000000e-02, 1.564715096538e-04, 2.182277777778e-02, 1.101079717010e-04, 2.224722222222e-02, 1.111735935429e-04,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00
 4.500000000000e-01, 2.273900525829e-02, 7.040614588113e-05, 1.140972299815e-02, 4.987264372182e-05, 1.132928226014e-02, 4.969652690109e-05,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00, 5.794944444444e-02, 1.794272437577e-04, 2.907722222222e-02, 1.270984356539e-04, 2.887222222222e-02, 1.266496089879e-04,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00
 5.100000000000e-01, 2.261740736875e-02, 6.196689504501e-05, 1.127483334478e-02, 4.375154471902e-05, 1.134257402397e-02, 4.388278040665e-05,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00, 7.401055555556e-02, 2.027732115163e-04, 3.689444444444e-02, 1.431674319817e-04, 3.711611111111e-02, 1.435968722793e-04,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00
 5.700000000000e-01, 2.221605720428e-02, 5.495624354384e-05, 1.109606533595e-02, 3.883900090845e-05, 1.111999186833e-02, 3.888085277978e-05,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00, 9.078777777778e-02, 2.245832903869e-04, 4.534500000000e-02, 1.587188289607e-04, 4.544277777778e-02, 1.588898601369e-04,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00
 6.300000000000e-01, 2.199811325642e-02, 4.948196210601e-05, 1.103884759005e-02, 3.505226320604e-05, 1.095926566637e-02, 3.492568421657e-05,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00, 1.098005555556e-01, 2.469824055312e-04, 5.509888888889e-02, 1.749585488828e-04, 5.470166666667e-02, 1.743267472731e-04,               -nan,               -nan, 0.000000000000e+00, 0.000000000000e+00
 6.900000000000e-01, 2.135809521494e-02, 4.451990184647e-05, 1.062387827400e-02, 3.139890349675e-05, 1.073421694094e-02, 3.156153544460e-05,               -nan,               -nan, 3.711982066702e-07, 2.624767691008e-07, 1.278627777778e-01, 2.665236885217e-04, 6.360111111111e-02, 1.879732710182e-04, 6.426166666667e-02, 1.889468865209e-04,               -nan,               -nan, 2.222222222222e-06, 1.571348402637e-06
 7.500000000000e-01, 2.096418308133e-02, 4.058081294908e-05, 1.044591782033e-02, 2.864541203293e-05, 1.051826526100e-02, 2.874443857639e-05,               -nan,               -nan, 9.583482911440e-06, 1.227039250871e-06, 1.482661111111e-01, 2.870018496951e-04, 7.387722222222e-02, 2.025904766631e-04, 7.438888888889e-02, 2.032908273726e-04,               -nan,               -nan, 6.777777777778e-05, 8.678055195452e-06
 8.100000000000e-01, 2.066231284770e-02, 3.730473813014e-05, 1.032698061367e-02, 2.637310173726e-05, 1.033533223402e-02, 2.638376378978e-05,               -nan,               -nan, 7.462576890185e-05, 3.170545109150e-06, 1.704344444444e-01, 3.077105823158e-04, 8.518277777778e-02, 2.175402616347e-04, 8.525166666667e-02, 2.176282082751e-04,               -nan,               -nan, 6.155555555556e-04, 2.615244954653e-05
