#                 r,            density,      density error,          density A,    density error A,          density B,    density error B, radial probability,  probability error,     radial prob. A,      prob. error A,     radial prob. B,      prob. error B
 2.750000000000e-02, 6.457075076606e-02, 3.043894382199e-03, 2.252801748949e-02, 1.797931529142e-03, 4.204273327657e-02, 2.456162703589e-03, 8.181818181818e-04, 3.856946079199e-05, 2.854545454545e-04, 2.278175288389e-05, 5.327272727273e-04, 3.112225957932e-05
 8.250000000000e-02, 4.825382454073e-02, 9.945543275526e-04, 2.734520048315e-02, 7.486920075950e-04, 2.090862405758e-02, 6.546744139012e-04, 4.280000000000e-03, 8.821461433242e-05, 2.425454545455e-03, 6.640720861000e-05, 1.854545454545e-03, 5.806807062790e-05
 1.375000000000e-01, 5.201910307329e-02, 6.267816747415e-04, 2.554887132650e-02, 4.392590522058e-04, 2.647023174679e-02, 4.471093298590e-04, 1.252363636364e-02, 1.508981376091e-04, 6.150909090909e-03, 1.057519317761e-04, 6.372727272727e-03, 1.076418917499e-04
 1.925000000000e-01, 5.356075908889e-02, 4.557578532280e-04, 2.765489631908e-02, 3.274890748636e-04, 2.590586276981e-02, 3.169639200666e-04, 2.511090909091e-02, 2.136731109595e-04, 1.296545454545e-02, 1.535368155167e-04, 1.214545454545e-02, 1.486023035760e-04
 2.475000000000e-01, 5.711629870130e-02, 3.665445543369e-04, 2.951436101500e-02, 2.634895745333e-04, 2.760193768630e-02, 2.548100359607e-04, 4.414727272727e-02, 2.833156695191e-04, 2.281272727273e-02, 2.036607128300e-04, 2.133454545455e-02, 1.969519805552e-04
 3.025000000000e-01, 5.538262464362e-02, 2.955137763383e-04, 2.741300371350e-02, 2.079070792806e-04, 2.796962093012e-02, 2.100072341390e-04, 6.386000000000e-02, 3.407478406521e-04, 3.160909090909e-02, 2.397312544917e-04, 3.225090909091e-02, 2.421528784238e-04
 3.575000000000e-01, 5.812836369925e-02, 2.562735881165e-04, 2.968898718950e-02, 1.831502398691e-04, 2.843937650975e-02, 1.792544046934e-04, 9.354181818182e-02, 4.124027558805e-04, 4.777636363636e-02, 2.947305815528e-04, 4.576545454545e-02, 2.884612926466e-04
 4.125000000000e-01, 5.751424176387e-02, 2.209815462718e-04, 2.897830011368e-02, 1.568573095912e-04, 2.853594165018e-02, 1.556554792498e-04, 1.231618181818e-01, 4.732130371327e-04, 6.205454545455e-02, 3.358964814954e-04, 6.110727272727e-02, 3.333228648494e-04
 4.675000000000e-01, 5.572326847983e-02, 1.919552900901e-04, 2.851428483906e-02, 1.373134364218e-04, 2.720898364078e-02, 1.341337152680e-04, 1.532181818182e-01, 5.278053735959e-04, 7.840363636364e-02, 3.775606787203e-04, 7.481454545455e-02, 3.688176328228e-04
 5.225000000000e-01, 5.559650185475e-02, 1.715737126315e-04, 2.742628739795e-02, 1.205065149936e-04, 2.817021445680e-02, 1.221299255312e-04, 1.909109090909e-01, 5.891610508186e-04, 9.417818181818e-02, 4.138031631721e-04, 9.673272727273e-02, 4.193777365937e-04
 5.775000000000e-01, 5.632763008250e-02, 1.562638081348e-04, 2.828888158436e-02, 1.107402636359e-04, 2.803874849814e-02, 1.102495884012e-04, 2.362454545455e-01, 6.553908681715e-04, 1.186472727273e-01, 4.644591629515e-04, 1.175981818182e-01, 4.624012067816e-04
 6.325000000000e-01, 5.723610623600e-02, 1.438306517070e-04, 2.863955862973e-02, 1.017418354296e-04, 2.859654760627e-02, 1.016654085414e-04, 2.879218181818e-01, 7.235290007153e-04, 1.440690909091e-01, 5.118044564606e-04, 1.438527272727e-01, 5.114199968941e-04
 6.875000000000e-01, 5.554338960944e-02, 1.303591228513e-04, 2.799442641599e-02, 9.254671898665e-05, 2.754896319346e-02, 9.180743823550e-05, 3.300800000000e-01, 7.746905540572e-04, 1.663636363636e-01, 5.499812168092e-04, 1.637163636364e-01, 5.455878624956e-04
 7.425000000000e-01, 5.613313874741e-02, 1.213466137032e-04, 2.816034976533e-02, 8.594824641067e-05, 2.797278898208e-02, 8.566154093964e-05, 3.890636363636e-01, 8.410638678198e-04, 1.951818181818e-01, 5.957147245602e-04, 1.938818181818e-01, 5.937275441600e-04
 7.975000000000e-01, 5.651572300189e-02, 1.133656873168e-04, 2.833722474101e-02, 8.027413578951e-05, 2.817849826088e-02, 8.004899864498e-05, 4.518690909091e-01, 9.064105942062e-04, 2.265690909091e-01, 6.418284830489e-04, 2.253000000000e-01, 6.400284084604e-04
 8.525000000000e-01, 5.601883296310e-02, 1.055871474785e-04, 2.784811398966e-02, 7.444609509462e-05, 2.817071897345e-02, 7.487606184758e-05, 5.117800000000e-01, 9.646289913273e-04, 2.544163636364e-01, 6.801288161897e-04, 2.573636363636e-01, 6.840569305968e-04
 9.075000000000e-01, 5.689707949591e-02, 9.996445906496e-05, 2.843203043047e-02, 7.066503371205e-05, 2.846504906544e-02, 7.070605410165e-05, 5.890145454545e-01, 1.034860153446e-03, 2.943363636364e-01, 7.315442739803e-04, 2.946781818182e-01, 7.319689285733e-04
 9.625000000000e-01, 5.544606288124e-02, 9.304419054114e-05, 2.775082395334e-02, 6.582514835587e-05, 2.769523892790e-02, 6.575919127683e-05, 6.456545454545e-01, 1.083474667619e-03, 3.231509090909e-01, 7.665162147261e-04, 3.225036363636e-01, 7.657481622138e-04
 1.017500000000e+00, 5.571108209392e-02, 8.822613137914e-05, 2.821901785778e-02, 6.279099810267e-05, 2.749206423615e-02, 6.197693777043e-05, 7.249800000000e-01, 1.148105158313e-03, 3.672200000000e-01, 8.171124324551e-04, 3.577600000000e-01, 8.065188945541e-04
 1.072500000000e+00, 5.450037972877e-02, 8.278823104156e-05, 2.697710507465e-02, 5.824605428642e-05, 2.752327465412e-02, 5.883271504066e-05, 7.879509090909e-01, 1.196928576202e-03, 3.900272727273e-01, 8.421048010003e-04, 3.979236363636e-01, 8.505865744656e-04
 1.127500000000e+00, 5.513940432894e-02, 7.921093740327e-05, 2.732385652692e-02, 5.576030183288e-05, 2.781554780202e-02, 5.625976665266e-05, 8.810309090909e-01, 1.265651761017e-03, 4.365872727273e-01, 8.909517615013e-04, 4.444436363636e-01, 8.989323327387e-04
 1.182500000000e+00, 5.431929705315e-02, 7.496361147538e-05, 2.730200109095e-02, 5.314601067311e-05, 2.701729596220e-02, 5.286818130943e-05, 9.546509090909e-01, 1.317470654557e-03, 4.798272727273e-01, 9.340306328705e-04, 4.748236363636e-01, 9.291478367189e-04
 1.237500000000e+00, 5.375416995051e-02, 7.125885737138e-05, 2.686164013911e-02, 5.037314163883e-05, 2.689252981141e-02, 5.040209673524e-05, 1.034627272727e+00, 1.371546753074e-03, 5.170163636364e-01, 9.695513148184e-04, 5.176109090909e-01, 9.701086247435e-04
 1.292500000000e+00, 5.411334600175e-02, 6.845459434069e-05, 2.679800897279e-02, 4.817277570575e-05, 2.731533702895e-02, 4.863553399679e-05, 1.136163636364e+00, 1.437272439768e-03, 5.626509090909e-01, 1.011435441782e-03, 5.735127272727e-01, 1.021151513353e-03
 1.347500000000e+00, 5.267051556657e-02, 6.477964883959e-05, 2.603441361660e-02, 4.554374140043e-05, 2.663610194998e-02, 4.606702207688e-05, 1.201974545455e+00, 1.478312640974e-03, 5.941218181818e-01, 1.039337042351e-03, 6.078527272727e-01, 1.051278639020e-03
 1.402500000000e+00, 5.186547461726e-02, 6.176212139158e-05, 2.607453628064e-02, 4.379165142550e-05, 2.579093833662e-02, 4.355285184941e-05, 1.282181818182e+00, 1.526839765470e-03, 6.445963636364e-01, 1.082586434623e-03, 6.375854545455e-01, 1.076682999305e-03
 1.457500000000e+00, 5.129736345597e-02, 5.910536659879e-05, 2.550004948251e-02, 4.167253354876e-05, 2.579731397346e-02, 4.191472662925e-05, 1.369536363636e+00, 1.577994333229e-03, 6.808000000000e-01, 1.112572775965e-03, 6.887363636364e-01, 1.119038843778e-03
 1.512500000000e+00, 5.038852099445e-02, 5.644951549327e-05, 2.497235288796e-02, 3.973965979435e-05, 2.541616810649e-02, 4.009123643459e-05, 1.448705454545e+00, 1.622963313620e-03, 7.179727272727e-01, 1.142543197729e-03, 7.307327272727e-01, 1.152651273663e-03
 1.567500000000e+00, 5.018636704094e-02, 5.435966551499e-05, 2.506786512096e-02, 3.841869167626e-05, 2.511850191999e-02, 3.845747475831e-05, 1.549727272727e+00, 1.678596422733e-03, 7.740818181818e-01, 1.186347962279e-03, 7.756454545455e-01, 1.187545562414e-03
 1.622500000000e+00, 4.892308076681e-02, 5.185195362376e-05, 2.430238731798e-02, 3.654539785719e-05, 2.462069344883e-02, 3.678395016934e-05, 1.618581818182e+00, 1.715481283214e-03, 8.040254545455e-01, 1.209075871403e-03, 8.145563636364e-01, 1.216968187854e-03
 1.677500000000e+00, 4.820655498929e-02, 4.978342719616e-05, 2.410733903317e-02, 3.520516472095e-05, 2.409921595612e-02, 3.519923295139e-05, 1.704825454545e+00, 1.760591560990e-03, 8.525563636364e-01, 1.245031115812e-03, 8.522690909091e-01, 1.244821338703e-03
 1.732500000000e+00, 4.745647728082e-02, 4.782665335093e-05, 2.354382652349e-02, 3.368687835855e-05, 2.391265075733e-02, 3.394971277060e-05, 1.790145454545e+00, 1.804109175564e-03, 8.881163636364e-01, 1.270730901802e-03, 9.020290909091e-01, 1.280645498396e-03
 1.787500000000e+00, 4.593993500051e-02, 4.560849375872e-05, 2.304162222000e-02, 3.230033803727e-05, 2.289831278052e-02, 3.219973393706e-05, 1.844703636364e+00, 1.831394717577e-03, 9.252290909091e-01, 1.297009911583e-03, 9.194745454545e-01, 1.292970185591e-03
