#                 r,           dens_tot,           dens_err,             dens_A,         dens_err_A,             dens_B,         dens_err_B,         dens_alike,     dens_alike_err,        dens_unlike,    dens_unlike_err,           prob_tot,           prob_err,             prob_A,         prob_err_A,             prob_B,         prob_err_B,         prob_alike,     prob_alike_err,        prob_unlike,    prob_unlike_err
 2.750000000000e-02, 1.406207461127e-02, 2.008867801611e-03, 5.452641175800e-03, 1.250921676879e-03, 8.609433435474e-03, 1.571860299983e-03, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.781818181818e-04, 2.545454545455e-05, 6.909090909091e-05, 1.585054161288e-05, 1.090909090909e-04, 1.991718390928e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 8.250000000000e-02, 1.307813936151e-02, 7.322352285744e-04, 6.026603404832e-03, 4.970658711541e-04, 7.051535956674e-03, 5.376745760209e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.160000000000e-03, 6.494753127088e-05, 5.345454545455e-04, 4.408856601084e-05, 6.254545454545e-04, 4.769046199492e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 1.375000000000e-01, 1.415270022639e-02, 4.623485632232e-04, 6.253167442608e-03, 3.073264133007e-04, 7.899532783777e-03, 3.454224509239e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.407272727273e-03, 1.113107481092e-04, 1.505454545455e-03, 7.398905436137e-05, 1.901818181818e-03, 8.316070273476e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 1.925000000000e-01, 1.485321173778e-02, 3.394188697651e-04, 7.531315194456e-03, 2.416914063415e-04, 7.321896543322e-03, 2.383074343224e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 6.963636363636e-03, 1.591298653603e-04, 3.530909090909e-03, 1.133122650973e-04, 3.432727272727e-03, 1.117257563326e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 2.475000000000e-01, 1.397739165945e-02, 2.564335288061e-04, 6.755817712208e-03, 1.782792107680e-04, 7.221573947242e-03, 1.843222116401e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.080363636364e-02, 1.982068374533e-04, 5.221818181818e-03, 1.377985114291e-04, 5.581818181818e-03, 1.424693674484e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.025000000000e-01, 1.437428483476e-02, 2.129114834970e-04, 7.202910610485e-03, 1.507162137436e-04, 7.171374224274e-03, 1.503859126371e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.657454545455e-02, 2.455016789763e-04, 8.305454545455e-03, 1.737862275687e-04, 8.269090909091e-03, 1.734053675282e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.575000000000e-01, 1.368244605034e-02, 1.758355445159e-04, 6.873988585489e-03, 1.246318959641e-04, 6.808457464852e-03, 1.240364028163e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.201818181818e-02, 2.829595654903e-04, 1.106181818182e-02, 2.005611961184e-04, 1.095636363636e-02, 1.996029115871e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 4.125000000000e-01, 1.359509350777e-02, 1.519407990989e-04, 6.666792044906e-03, 1.064000325692e-04, 6.928301462867e-03, 1.084667668002e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.911272727273e-02, 3.253681957566e-04, 1.427636363636e-02, 2.278465483319e-04, 1.483636363636e-02, 2.322722825116e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 4.675000000000e-01, 1.340479528448e-02, 1.331456201978e-04, 6.632305480630e-03, 9.365458692836e-05, 6.772489803850e-03, 9.463918070832e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.685818181818e-02, 3.661007403245e-04, 1.823636363636e-02, 2.575151443833e-04, 1.862181818182e-02, 2.602224096409e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 5.225000000000e-01, 1.390217000503e-02, 1.213342223520e-04, 7.049569296427e-03, 8.640190251649e-05, 6.852600708605e-03, 8.518629440998e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 4.773818181818e-02, 4.166453989063e-04, 2.420727272727e-02, 2.966925113328e-04, 2.353090909091e-02, 2.925182766064e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
