# r, density, density error estimate, radial probability, probability error estimate
3.500000000e-02, 6.037215640e-01, 9.167311262e-03, 1.239142857e-02, 1.881597237e-04
1.050000000e-01, 5.788241893e-01, 3.392719455e-03, 8.316285714e-02, 4.874506778e-04
1.750000000e-01, 5.792731961e-01, 2.060101173e-03, 2.259028571e-01, 8.033907733e-04
2.450000000e-01, 5.532248897e-01, 1.442692010e-03, 4.201342857e-01, 1.095620223e-03
3.150000000e-01, 5.160924026e-01, 1.085231644e-03, 6.461628571e-01, 1.358741915e-03
3.850000000e-01, 4.785906875e-01, 8.556281392e-04, 8.939028571e-01, 1.598126454e-03
4.550000000e-01, 4.357632455e-01, 6.911098315e-04, 1.135897143e+00, 1.801505040e-03
5.250000000e-01, 3.935849823e-01, 5.693765025e-04, 1.365242857e+00, 1.975017437e-03
5.950000000e-01, 3.481706559e-01, 4.725957906e-04, 1.550731429e+00, 2.104913591e-03
6.650000000e-01, 3.047205987e-01, 3.956306178e-04, 1.694945714e+00, 2.200614015e-03
7.350000000e-01, 2.635929009e-01, 3.329480618e-04, 1.790797143e+00, 2.261982154e-03
8.050000000e-01, 2.249552168e-01, 2.808512844e-04, 1.833037143e+00, 2.288503655e-03
8.750000000e-01, 1.901694151e-01, 2.375787249e-04, 1.830620000e+00, 2.286994284e-03
9.450000000e-01, 1.590230357e-01, 2.011685057e-04, 1.785385714e+00, 2.258561941e-03
1.015000000e+00, 1.317937322e-01, 1.705125432e-04, 1.706902857e+00, 2.208362585e-03
1.085000000e+00, 1.076777282e-01, 1.441846219e-04, 1.593477143e+00, 2.133727217e-03
1.155000000e+00, 8.744204782e-02, 1.220598311e-04, 1.466314286e+00, 2.046819334e-03
1.225000000e+00, 7.073096367e-02, 1.035072249e-04, 1.334165714e+00, 1.952409291e-03
1.295000000e+00, 5.635860869e-02, 8.740143094e-05, 1.187997143e+00, 1.842356521e-03
1.365000000e+00, 4.439817912e-02, 7.359755562e-05, 1.039765714e+00, 1.723589041e-03
1.435000000e+00, 3.505950954e-02, 6.221126152e-05, 9.074142857e-01, 1.610159074e-03
1.505000000e+00, 2.711088057e-02, 5.216235789e-05, 7.718000000e-01, 1.484972342e-03
1.575000000e+00, 2.084721210e-02, 4.370878545e-05, 6.499657143e-01, 1.362734346e-03
1.645000000e+00, 1.593470432e-02, 3.658763885e-05, 5.419400000e-01, 1.244347218e-03
1.715000000e+00, 1.214355027e-02, 3.063653283e-05, 4.488942857e-01, 1.132499493e-03
1.785000000e+00, 9.116805390e-03, 2.550447221e-05, 3.650771429e-01, 1.021311682e-03
1.855000000e+00, 6.800907917e-03, 2.119702015e-05, 2.941142857e-01, 9.166932587e-04
1.925000000e+00, 4.998900020e-03, 1.751231702e-05, 2.328057143e-01, 8.155729174e-04
1.995000000e+00, 3.697636206e-03, 1.453308986e-05, 1.849542857e-01, 7.269393485e-04
2.065000000e+00, 2.700561927e-03, 1.199906118e-05, 1.447257143e-01, 6.430412435e-04
2.135000000e+00, 1.964546826e-03, 9.898625813e-06, 1.125400000e-01, 5.670474911e-04
2.205000000e+00, 1.391417870e-03, 8.066088898e-06, 8.502000000e-02, 4.928633540e-04
2.275000000e+00, 9.821929813e-04, 6.568420181e-06, 6.388571429e-02, 4.272360147e-04
2.345000000e+00, 6.886951232e-04, 5.335997025e-06, 4.759428571e-02, 3.687596419e-04
2.415000000e+00, 4.840320255e-04, 4.343759349e-06, 3.547714286e-02, 3.183759810e-04
2.485000000e+00, 3.363908807e-04, 3.519187460e-06, 2.610571429e-02, 2.731075889e-04
2.555000000e+00, 2.261301761e-04, 2.806311135e-06, 1.855142857e-02, 2.302261532e-04
2.625000000e+00, 1.605498283e-04, 2.301567908e-06, 1.390285714e-02, 1.993049146e-04
2.695000000e+00, 1.014829650e-04, 1.782323947e-06, 9.262857143e-03, 1.626816097e-04
2.765000000e+00, 7.015143610e-05, 1.444350498e-06, 6.740000000e-03, 1.387701079e-04
2.835000000e+00, 4.551451774e-05, 1.134676142e-06, 4.597142857e-03, 1.146066921e-04
2.905000000e+00, 2.820690829e-05, 8.717303079e-07, 2.991428571e-03, 9.244965536e-05
2.975000000e+00, 1.839251579e-05, 6.873605874e-07, 2.045714286e-03, 7.645193234e-05
3.045000000e+00, 1.289775480e-05, 5.623688336e-07, 1.502857143e-03, 6.552768538e-05
3.115000000e+00, 7.825897957e-06, 4.282140842e-07, 9.542857143e-04, 5.221619109e-05
3.185000000e+00, 5.401355718e-06, 3.479319077e-07, 6.885714286e-04, 4.435478485e-05
3.255000000e+00, 2.896924234e-06, 2.493275403e-07, 3.857142857e-04, 3.319700011e-05
3.325000000e+00, 1.521789110e-06, 1.769043907e-07, 2.114285714e-04, 2.457807219e-05
3.395000000e+00, 1.262429466e-06, 1.578036833e-07, 1.828571429e-04, 2.285714286e-05
3.465000000e+00, 4.544771839e-07, 9.276976670e-08, 6.857142857e-05, 1.399708424e-05
