# r, density, density error estimate, radial probability, probability error estimate
3.500000000e-02, 1.962756295e+00, 1.168804365e-01, 4.028571429e-02, 2.398979375e-03
1.050000000e-01, 1.616738468e+00, 4.009401064e-02, 2.322857143e-01, 5.760527187e-03
1.750000000e-01, 1.728676177e+00, 2.516452043e-02, 6.741428571e-01, 9.813568283e-03
2.450000000e-01, 1.690182606e+00, 1.783095432e-02, 1.283571429e+00, 1.354131999e-02
3.150000000e-01, 1.637684055e+00, 1.366969353e-02, 2.050428571e+00, 1.711485809e-02
3.850000000e-01, 1.569776721e+00, 1.095738399e-02, 2.932000000e+00, 2.046599968e-02
4.550000000e-01, 1.454612096e+00, 8.928538427e-03, 3.791714286e+00, 2.327387955e-02
5.250000000e-01, 1.302944331e+00, 7.325347191e-03, 4.519571429e+00, 2.540970408e-02
5.950000000e-01, 1.275852533e+00, 6.397039149e-03, 5.682571429e+00, 2.849203254e-02
6.650000000e-01, 1.158078094e+00, 5.453720957e-03, 6.441571429e+00, 3.033520216e-02
7.350000000e-01, 1.037626922e+00, 4.671057937e-03, 7.049428571e+00, 3.173422796e-02
8.050000000e-01, 9.265035813e-01, 4.030295904e-03, 7.549571429e+00, 3.284067911e-02
8.750000000e-01, 8.127174595e-01, 3.472897846e-03, 7.823428571e+00, 3.343101334e-02
9.450000000e-01, 7.340072844e-01, 3.056083085e-03, 8.240857143e+00, 3.431129998e-02
1.015000000e+00, 6.317061348e-01, 2.639681344e-03, 8.181428571e+00, 3.418735892e-02
1.085000000e+00, 5.610191954e-01, 2.327179398e-03, 8.302285714e+00, 3.443894331e-02
1.155000000e+00, 4.519994477e-01, 1.962305220e-03, 7.579571429e+00, 3.290586450e-02
1.225000000e+00, 4.201600220e-01, 1.783849632e-03, 7.925285714e+00, 3.364793714e-02
1.295000000e+00, 3.353331727e-01, 1.507515106e-03, 7.068571429e+00, 3.177728620e-02
1.365000000e+00, 2.835657696e-01, 1.315202771e-03, 6.640857143e+00, 3.080087462e-02
1.435000000e+00, 2.233975014e-01, 1.110427600e-03, 5.782000000e+00, 2.874021573e-02
1.505000000e+00, 1.931774439e-01, 9.845745654e-04, 5.499428571e+00, 2.802913936e-02
1.575000000e+00, 1.478030755e-01, 8.229462752e-04, 4.608142857e+00, 2.565747693e-02
1.645000000e+00, 1.203215973e-01, 7.109174518e-04, 4.092142857e+00, 2.417833404e-02
1.715000000e+00, 9.649884165e-02, 6.106787796e-04, 3.567142857e+00, 2.257414089e-02
1.785000000e+00, 7.163117596e-02, 5.055115014e-04, 2.868428571e+00, 2.024291259e-02
1.855000000e+00, 5.726002421e-02, 4.349127414e-04, 2.476285714e+00, 1.880837851e-02
1.925000000e+00, 4.555832153e-02, 3.738309420e-04, 2.121714286e+00, 1.740982598e-02
1.995000000e+00, 3.304133320e-02, 3.071918236e-04, 1.652714286e+00, 1.536561228e-02
2.065000000e+00, 2.532143339e-02, 2.598060994e-04, 1.357000000e+00, 1.392325906e-02
2.135000000e+00, 1.998512055e-02, 2.232451863e-04, 1.144857143e+00, 1.278870675e-02
2.205000000e+00, 1.569945054e-02, 1.915849741e-04, 9.592857143e-01, 1.170644337e-02
2.275000000e+00, 1.063237080e-02, 1.528137991e-04, 6.915714286e-01, 9.939613592e-03
2.345000000e+00, 7.545135070e-03, 1.248879643e-04, 5.214285714e-01, 8.630747124e-03
2.415000000e+00, 5.469090213e-03, 1.032455290e-04, 4.008571429e-01, 7.567384365e-03
2.485000000e+00, 4.053478818e-03, 8.638120352e-05, 3.145714286e-01, 6.703638975e-03
2.555000000e+00, 2.688626150e-03, 6.842373395e-05, 2.205714286e-01, 5.613395058e-03
2.625000000e+00, 2.128126578e-03, 5.925194355e-05, 1.842857143e-01, 5.130938570e-03
2.695000000e+00, 1.211409854e-03, 4.354322800e-05, 1.105714286e-01, 3.974407927e-03
2.765000000e+00, 1.092863619e-03, 4.031088186e-05, 1.050000000e-01, 3.872983346e-03
2.835000000e+00, 4.992736097e-04, 2.657365292e-05, 5.042857143e-02, 2.684042033e-03
2.905000000e+00, 1.912789387e-04, 1.605177196e-05, 2.028571429e-02, 1.702339327e-03
2.975000000e+00, 3.275203580e-04, 2.051012040e-05, 3.642857143e-02, 2.281245632e-03
3.045000000e+00, 1.949375488e-04, 1.545955322e-05, 2.271428571e-02, 1.801360030e-03
3.115000000e+00, 1.276980355e-04, 1.223125350e-05, 1.557142857e-02, 1.491472358e-03
3.185000000e+00, 1.423178789e-04, 1.262866962e-05, 1.814285714e-02, 1.609918239e-03
3.255000000e+00, 1.072934902e-06, 1.072934902e-06, 1.428571429e-04, 1.428571429e-04
3.325000000e+00, 3.496002010e-05, 5.995593983e-06, 4.857142857e-03, 8.329931278e-04
3.395000000e+00, 0.000000000e+00, 0.000000000e+00, 0.000000000e+00, 0.000000000e+00
3.465000000e+00, 6.627792266e-06, 2.505070011e-06, 1.000000000e-03, 3.779644730e-04
