#                 r,           dens_tot,           dens_err,             dens_A,         dens_err_A,             dens_B,         dens_err_B,         dens_alike,     dens_alike_err,        dens_unlike,    dens_unlike_err,           prob_tot,           prob_err,             prob_A,         prob_err_A,             prob_B,         prob_err_B,         prob_alike,     prob_alike_err,        prob_unlike,    prob_unlike_err
 3.000000000000e-02, 1.441236429110e-01, 5.644317470018e-03, 7.780908328937e-02, 4.147238074067e-03, 6.631455962162e-02, 3.828672884874e-03, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.173333333333e-03, 8.511430223202e-05, 1.173333333333e-03, 6.253887679765e-05, 1.000000000000e-03, 5.773502691896e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 9.000000000000e-02, 1.213240657458e-01, 1.957349032242e-03, 5.785155867943e-02, 1.351612905499e-03, 6.347250706641e-02, 1.415753434645e-03, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.280666666667e-02, 2.066128962308e-04, 6.106666666667e-03, 1.426728970602e-04, 6.700000000000e-03, 1.494434118097e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 1.500000000000e-01, 1.205994254452e-01, 1.184512468295e-03, 5.882217779771e-02, 8.272515068290e-04, 6.177724764751e-02, 8.477763455043e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.455333333333e-02, 3.393785169656e-04, 1.685333333333e-02, 2.370185177951e-04, 1.770000000000e-02, 2.428991560298e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 2.100000000000e-01, 1.187329331460e-01, 8.422258248322e-04, 6.062106634960e-02, 6.018035445187e-04, 5.811186679635e-02, 5.892171363928e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 6.624666666667e-02, 4.699172503986e-04, 3.382333333333e-02, 3.357743951591e-04, 3.242333333333e-02, 3.287518483260e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 2.700000000000e-01, 1.190183276619e-01, 6.567284367691e-04, 6.019042815930e-02, 4.670276747759e-04, 5.882789950259e-02, 4.617113715890e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.094800000000e-01, 6.040971224342e-04, 5.536666666667e-02, 4.295992965026e-04, 5.411333333333e-02, 4.247090507368e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.300000000000e-01, 1.197888715451e-01, 5.394253577958e-04, 6.038754403639e-02, 3.829982636274e-04, 5.940132750869e-02, 3.798579296152e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.643800000000e-01, 7.402251909611e-04, 8.286666666667e-02, 5.255684752934e-04, 8.151333333333e-02, 5.212591592587e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.900000000000e-01, 1.182975159906e-01, 4.537637202759e-04, 6.035843303304e-02, 3.241238100679e-04, 5.793908295760e-02, 3.175614422213e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.265533333333e-01, 8.690096534434e-04, 1.155933333333e-01, 6.207343321511e-04, 1.109600000000e-01, 6.081666438294e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 4.500000000000e-01, 1.178005558817e-01, 3.925311577346e-04, 5.838820397454e-02, 2.763522618981e-04, 5.941235190716e-02, 2.787653800892e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.002100000000e-01, 1.000349938771e-03, 1.488000000000e-01, 7.042726744664e-04, 1.514100000000e-01, 7.104224095565e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 5.100000000000e-01, 1.172514757402e-01, 3.455995031389e-04, 5.855341323518e-02, 2.442249665812e-04, 5.869806250502e-02, 2.445264449262e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.836800000000e-01, 1.130899347127e-03, 1.916033333333e-01, 7.991731838455e-04, 1.920766666667e-01, 8.001597062809e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 5.700000000000e-01, 1.188099154412e-01, 3.113045838496e-04, 5.886987345106e-02, 2.191319600211e-04, 5.994004199010e-02, 2.211147394975e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 4.855266666667e-01, 1.272172245501e-03, 2.405766666667e-01, 8.955011011843e-04, 2.449500000000e-01, 9.036038955206e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 6.300000000000e-01, 1.159028910430e-01, 2.782127026925e-04, 5.765760457253e-02, 1.962267081916e-04, 5.824528647048e-02, 1.972242047310e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 5.785133333333e-01, 1.388660425654e-03, 2.877900000000e-01, 9.794386147176e-04, 2.907233333333e-01, 9.844174814467e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 6.900000000000e-01, 1.149123856362e-01, 2.529484279621e-04, 5.762462400437e-02, 1.791235206099e-04, 5.728776163182e-02, 1.785991925313e-04, 5.567973100052e-07, 2.783986550026e-07, 1.391993275013e-07, 1.391993275013e-07, 6.879366666667e-01, 1.514305854912e-03, 3.449766666667e-01, 1.072344264787e-03, 3.429600000000e-01, 1.069205312370e-03, 3.333333333333e-06, 1.666666666667e-06, 8.333333333333e-07, 8.333333333333e-07
