#                   r,             dens_tot,             dens_err,               dens_A,           dens_err_A,               dens_B,           dens_err_B,           dens_alike,       dens_err_alike,          dens_unlike,      dens_err_unlike,         dens_alike_n,     dens_err_alike_n,        dens_unlike_n,    dens_err_unlike_n,             prob_tot,             prob_err,               prob_A,           prob_err_A,               prob_B,           prob_err_B,           prob_alike,       prob_err_alike,          prob_unlike,      prob_err_unlike,         prob_alike_n,     prob_err_alike_n,        prob_unlike_n,    prob_err_unlike_n
  3.0000000000000e-02,  4.4541279212523e-02,  1.3690740365143e-03,  2.2348006592487e-02,  7.0285091249897e-04,  2.2193272620037e-02,  1.1235703580251e-03,  0.0000000000000e+00,  0.0000000000000e+00,  8.2672150994957e-03,  4.2748751584902e-04,                 -nan,                 -nan,  1.1000000000000e+00,  8.2426437791881e-02,  6.7166666666667e-04,  2.0645150089603e-05,  3.3700000000000e-04,  1.0598742063723e-05,  3.3466666666667e-04,  1.6943041836302e-05,  0.0000000000000e+00,  0.0000000000000e+00,  1.2466666666667e-04,  6.4463598686046e-06
  9.0000000000000e-02,  4.5753888302747e-02,  4.1779974613695e-04,  2.2493267056420e-02,  3.9880357905281e-04,  2.3260621246327e-02,  4.1294066268008e-04,  0.0000000000000e+00,  0.0000000000000e+00,  7.6040695032794e-03,  2.5265057645788e-04,                 -nan,                 -nan,  9.4691309476996e-01,  2.6924966039561e-02,  4.8296666666667e-03,  4.4101902201354e-05,  2.3743333333333e-03,  4.2096714044369e-05,  2.4553333333333e-03,  4.3588989435407e-05,  0.0000000000000e+00,  0.0000000000000e+00,  8.0266666666667e-04,  2.6669166549490e-05
  1.5000000000000e-01,  4.4365603800193e-02,  4.4076447832662e-04,  2.2096709313921e-02,  2.9697182016645e-04,  2.2268894486272e-02,  4.1889342669753e-04,  0.0000000000000e+00,  0.0000000000000e+00,  7.8239546220248e-03,  9.5406986508964e-05,                 -nan,                 -nan,  9.7775516138412e-01,  1.6767574172102e-02,  1.2711333333333e-02,  1.2628486317317e-04,  6.3310000000000e-03,  8.5086361356500e-05,  6.3803333333333e-03,  1.2001851708984e-04,  0.0000000000000e+00,  0.0000000000000e+00,  2.2416666666667e-03,  2.7335365778095e-05
  2.1000000000000e-01,  4.4296333541849e-02,  3.4082233623626e-04,  2.2096489208697e-02,  2.2407693299092e-04,  2.2199844333152e-02,  2.8027966607600e-04,  0.0000000000000e+00,  0.0000000000000e+00,  7.9009914504141e-03,  1.1698314492460e-04,                 -nan,                 -nan,  9.8767737117252e-01,  1.2108496207650e-02,  2.4715000000000e-02,  1.9016075071137e-04,  1.2328666666667e-02,  1.2502302010252e-04,  1.2386333333333e-02,  1.5638115828535e-04,  0.0000000000000e+00,  0.0000000000000e+00,  4.4083333333333e-03,  6.5270377831159e-05
  2.7000000000000e-01,  4.3579536910689e-02,  3.1321891601952e-04,  2.1899749159416e-02,  2.1419523424388e-04,  2.1679787751272e-02,  2.7580400477633e-04,  0.0000000000000e+00,  0.0000000000000e+00,  7.8983177131852e-03,  9.1739347422850e-05,                 -nan,                 -nan,  1.0054896895327e+00,  9.6449379678088e-03,  4.0087000000000e-02,  2.8811702869185e-04,  2.0144666666667e-02,  1.9702927024514e-04,  1.9942333333333e-02,  2.5370061095709e-04,  0.0000000000000e+00,  0.0000000000000e+00,  7.2653333333333e-03,  8.4387202821281e-05
  3.3000000000000e-01,  4.3476116780506e-02,  1.7805586345576e-04,  2.1762835258683e-02,  1.1977954675763e-04,  2.1713281521823e-02,  1.3768169140435e-04,  0.0000000000000e+00,  0.0000000000000e+00,  7.8110292278129e-03,  8.4039582186872e-05,                 -nan,                 -nan,  9.9548015602749e-01,  7.8419722988547e-03,  5.9660000000000e-02,  2.4433674395073e-04,  2.9864000000000e-02,  1.6436720408213e-04,  2.9796000000000e-02,  1.8893338038108e-04,  0.0000000000000e+00,  0.0000000000000e+00,  1.0718666666667e-02,  1.1532312093515e-04
  3.9000000000000e-01,  4.3435862498201e-02,  1.5374264419498e-04,  2.1681379917026e-02,  7.7187231638038e-05,  2.1754482581175e-02,  1.1375946474516e-04,  0.0000000000000e+00,  0.0000000000000e+00,  7.8265104670496e-03,  4.7010296500172e-05,                 -nan,                 -nan,  1.0109944465679e+00,  6.7610177727106e-03,  8.3184666666667e-02,  2.9443482583870e-04,  4.1522333333333e-02,  1.4782241598170e-04,  4.1662333333333e-02,  2.1786244385952e-04,  0.0000000000000e+00,  0.0000000000000e+00,  1.4988666666667e-02,  9.0030118417240e-05
  4.5000000000000e-01,  4.2532353529627e-02,  1.1866688792563e-04,  2.1267746340189e-02,  1.0304172352887e-04,  2.1264607189438e-02,  1.1466488477926e-04,  0.0000000000000e+00,  0.0000000000000e+00,  7.7017755704143e-03,  5.2927644599482e-05,                 -nan,                 -nan,  9.9419183818191e-01,  5.7857371095578e-03,  1.0839200000000e-01,  3.0241781252653e-04,  5.4200000000000e-02,  2.6259770668373e-04,  5.4192000000000e-02,  2.9221886774585e-04,  0.0000000000000e+00,  0.0000000000000e+00,  1.9627666666667e-02,  1.3488398307023e-04
  5.1000000000000e-01,  4.2155686782756e-02,  8.0422476093039e-05,  2.1075907943401e-02,  7.4359353050160e-05,  2.1079778839355e-02,  9.7651421208530e-05,  0.0000000000000e+00,  0.0000000000000e+00,  7.6851545869335e-03,  3.5776295232828e-05,                 -nan,                 -nan,  9.9668406103441e-01,  5.1274311259322e-03,  1.3794533333333e-01,  2.6316509393661e-04,  6.8966333333333e-02,  2.4332484003442e-04,  6.8979000000000e-02,  3.1954307656054e-04,  0.0000000000000e+00,  0.0000000000000e+00,  2.5148000000000e-02,  1.1707015940120e-04
  5.7000000000000e-01,  4.1418948305074e-02,  1.1874436406590e-04,  2.0726195535960e-02,  9.0387608999525e-05,  2.0692752769115e-02,  9.9102549089324e-05,  0.0000000000000e+00,  0.0000000000000e+00,  7.6320472326155e-03,  2.4950525491766e-05,                 -nan,                 -nan,  1.0016807622310e+00,  4.6330329414703e-03,  1.6926200000000e-01,  4.8525878548346e-04,  8.4699333333333e-02,  3.6937653176971e-04,  8.4562666666667e-02,  4.0499086409449e-04,  0.0000000000000e+00,  0.0000000000000e+00,  3.1189000000000e-02,  1.0196241137465e-04
  6.3000000000000e-01,  4.0515724993559e-02,  1.0329906649994e-04,  2.0325312350977e-02,  6.8481034133614e-05,  2.0190412642582e-02,  9.4792254711929e-05,  0.0000000000000e+00,  0.0000000000000e+00,  7.5423629039941e-03,  3.1003410873933e-05,                 -nan,                 -nan,  9.9888560663683e-01,  4.2022882018598e-03,  2.0222866666667e-01,  5.1560307731174e-04,  1.0145100000000e-01,  3.4181365943709e-04,  1.0077766666667e-01,  4.7314249674091e-04,  0.0000000000000e+00,  0.0000000000000e+00,  3.7646666666667e-02,  1.5474925955666e-04
  6.9000000000000e-01,  3.9799203562402e-02,  1.2711341382912e-04,  1.9965860661092e-02,  7.3873906440641e-05,  1.9833342901310e-02,  9.3340747755675e-05,  0.0000000000000e+00,  0.0000000000000e+00,  7.4350815196929e-03,  2.0346580523111e-05,                 -nan,                 -nan,  9.9711766067548e-01,  3.8561501094186e-03,  2.3826266666667e-01,  7.6097957338624e-04,  1.1952800000000e-01,  4.4225492899709e-04,  1.1873466666667e-01,  5.5879549031824e-04,  0.0000000000000e+00,  0.0000000000000e+00,  4.4511000000000e-02,  1.2180722474468e-04
