#                 r,           dens_tot,           dens_err,             dens_A,         dens_err_A,             dens_B,         dens_err_B,         dens_alike,     dens_alike_err,        dens_unlike,    dens_unlike_err,           prob_tot,           prob_err,             prob_A,         prob_err_A,             prob_B,         prob_err_B,         prob_alike,     prob_alike_err,        prob_unlike,    prob_unlike_err
 3.000000000000e-02, 1.406421285309e-02, 3.599116561697e-04, 7.653805422996e-03, 2.655075684356e-04, 6.410407430090e-03, 2.429858665648e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.120833333333e-04, 5.427339911828e-06, 1.154166666667e-04, 4.003759807055e-06, 9.666666666667e-05, 3.664140543965e-06, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 9.000000000000e-02, 1.623785675179e-02, 1.461684123053e-04, 7.868275129708e-03, 1.017487178860e-04, 8.369581622086e-03, 1.049399979245e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.714027777778e-03, 1.542917410558e-05, 8.305555555556e-04, 1.074034162732e-05, 8.834722222222e-04, 1.107720521199e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 1.500000000000e-01, 1.620053057423e-02, 8.861883069639e-05, 8.112868931487e-03, 6.271170754806e-05, 8.087661642742e-03, 6.261420677772e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 4.641666666667e-03, 2.539046919468e-05, 2.324444444444e-03, 1.796773514311e-05, 2.317222222222e-03, 1.793979988052e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 2.100000000000e-01, 1.666775631811e-02, 6.441335288949e-05, 8.335371730218e-03, 4.555119984921e-05, 8.332384587893e-03, 4.554303703930e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 9.299722222222e-03, 3.593922768257e-05, 4.650694444444e-03, 2.541514870998e-05, 4.649027777778e-03, 2.541059429587e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 2.700000000000e-01, 1.634113352498e-02, 4.967231129738e-05, 8.238889481588e-03, 3.527017526935e-05, 8.102244043388e-03, 3.497646703275e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.503152777778e-02, 4.569148926614e-05, 7.578611111111e-03, 3.244356448578e-05, 7.452916666667e-03, 3.217339451806e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.300000000000e-01, 1.600537118487e-02, 4.024856267588e-05, 7.939630081682e-03, 2.834768739034e-05, 8.065741103185e-03, 2.857193408038e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.196333333333e-02, 5.523099639662e-05, 1.089513888889e-02, 3.890004800213e-05, 1.106819444444e-02, 3.920777000028e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.900000000000e-01, 1.589489792366e-02, 3.395198793489e-05, 7.966884987613e-03, 2.403701918375e-05, 7.928012936042e-03, 2.397830672693e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.044055555556e-02, 6.502195735497e-05, 1.525750000000e-02, 4.603365314878e-05, 1.518305555556e-02, 4.592121204900e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 4.500000000000e-01, 1.598705168656e-02, 2.951746343776e-05, 7.942378395708e-03, 2.080511551851e-05, 8.044673290851e-03, 2.093866796290e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 4.074236111111e-02, 7.522407370937e-05, 2.024083333333e-02, 5.302100387443e-05, 2.050152777778e-02, 5.336135693159e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 5.100000000000e-01, 1.597309086411e-02, 2.603771151470e-05, 7.926338569008e-03, 1.834191343030e-05, 8.046752295101e-03, 1.848070974390e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 5.226847222222e-02, 8.520275835244e-05, 2.593722222222e-02, 6.001992981759e-05, 2.633125000000e-02, 6.047411062228e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 5.700000000000e-01, 1.571058938916e-02, 2.310733126231e-05, 7.842396798221e-03, 1.632593103048e-05, 7.868192590940e-03, 1.635275921837e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 6.420263888889e-02, 9.443004383676e-05, 3.204861111111e-02, 6.671728402486e-05, 3.215402777778e-02, 6.682691966085e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
