# r, density, density error estimate, radial probability, probability error estimate
3.500000000e-02, 5.960654224e-01, 9.108997813e-03, 1.223428571e-02, 1.869628360e-04
1.050000000e-01, 5.985511827e-01, 3.450048972e-03, 8.599714286e-02, 4.956875250e-04
1.750000000e-01, 5.769433846e-01, 2.055954181e-03, 2.249942857e-01, 8.017735443e-04
2.450000000e-01, 5.459713069e-01, 1.433202908e-03, 4.146257143e-01, 1.088413937e-03
3.150000000e-01, 5.120053237e-01, 1.080925977e-03, 6.410457143e-01, 1.353351094e-03
3.850000000e-01, 4.749438860e-01, 8.523620155e-04, 8.870914286e-01, 1.592026048e-03
4.550000000e-01, 4.334022822e-01, 6.892350736e-04, 1.129742857e+00, 1.796618138e-03
5.250000000e-01, 3.913107911e-01, 5.677291494e-04, 1.357354286e+00, 1.969303202e-03
5.950000000e-01, 3.478505541e-01, 4.723784926e-04, 1.549305714e+00, 2.103945759e-03
6.650000000e-01, 3.040184219e-01, 3.951745231e-04, 1.691040000e+00, 2.198077082e-03
7.350000000e-01, 2.635588363e-01, 3.329265474e-04, 1.790565714e+00, 2.261835989e-03
8.050000000e-01, 2.247960280e-01, 2.807518950e-04, 1.831740000e+00, 2.287693786e-03
8.750000000e-01, 1.898260092e-01, 2.373641194e-04, 1.827314286e+00, 2.284928436e-03
9.450000000e-01, 1.595078271e-01, 2.014749096e-04, 1.790828571e+00, 2.262002003e-03
1.015000000e+00, 1.320774319e-01, 1.706959675e-04, 1.710577143e+00, 2.210738172e-03
1.085000000e+00, 1.080988112e-01, 1.444662700e-04, 1.599708571e+00, 2.137895208e-03
1.155000000e+00, 8.790225119e-02, 1.223806072e-04, 1.474031429e+00, 2.052198423e-03
1.225000000e+00, 7.070778849e-02, 1.034902663e-04, 1.333728571e+00, 1.952089409e-03
1.295000000e+00, 5.617088175e-02, 8.725574522e-05, 1.184040000e+00, 1.839285576e-03
1.365000000e+00, 4.448589748e-02, 7.367022382e-05, 1.041820000e+00, 1.725290866e-03
1.435000000e+00, 3.500552853e-02, 6.216334983e-05, 9.060171429e-01, 1.608919019e-03
1.505000000e+00, 2.731250852e-02, 5.235596848e-05, 7.775400000e-01, 1.490484102e-03
1.575000000e+00, 2.111856090e-02, 4.399232412e-05, 6.584257143e-01, 1.371574397e-03
1.645000000e+00, 1.596234321e-02, 3.661935590e-05, 5.428800000e-01, 1.245425917e-03
1.715000000e+00, 1.213265212e-02, 3.062278247e-05, 4.484914286e-01, 1.131991202e-03
1.785000000e+00, 9.203566194e-03, 2.562554252e-05, 3.685514286e-01, 1.026159871e-03
1.855000000e+00, 6.825418669e-03, 2.123518326e-05, 2.951742857e-01, 9.183436732e-04
1.925000000e+00, 5.106752874e-03, 1.770022578e-05, 2.378285714e-01, 8.243240892e-04
1.995000000e+00, 3.720198790e-03, 1.457736211e-05, 1.860828571e-01, 7.291538288e-04
2.065000000e+00, 2.678649917e-03, 1.195028261e-05, 1.435514286e-01, 6.404271534e-04
2.135000000e+00, 1.954422096e-03, 9.873085475e-06, 1.119600000e-01, 5.655844007e-04
2.205000000e+00, 1.382346557e-03, 8.039752573e-06, 8.446571429e-02, 4.912541219e-04
2.275000000e+00, 9.770975257e-04, 6.551360084e-06, 6.355428571e-02, 4.261263586e-04
2.345000000e+00, 6.925400414e-04, 5.350871471e-06, 4.786000000e-02, 3.697875838e-04
2.415000000e+00, 4.745595456e-04, 4.301045777e-06, 3.478285714e-02, 3.152452884e-04
2.485000000e+00, 3.242414891e-04, 3.455051992e-06, 2.516285714e-02, 2.681303369e-04
2.555000000e+00, 2.310755765e-04, 2.836831768e-06, 1.895714286e-02, 2.327300267e-04
2.625000000e+00, 1.506845594e-04, 2.229734978e-06, 1.304857143e-02, 1.930845220e-04
2.695000000e+00, 1.041123817e-04, 1.805266235e-06, 9.502857143e-03, 1.647756669e-04
2.765000000e+00, 6.815900447e-05, 1.423691630e-06, 6.548571429e-03, 1.367852480e-04
2.835000000e+00, 4.053592537e-05, 1.070821288e-06, 4.094285714e-03, 1.081571042e-04
2.905000000e+00, 3.025440115e-05, 9.028148270e-07, 3.208571429e-03, 9.574626331e-05
2.975000000e+00, 1.882920960e-05, 6.954727252e-07, 2.094285714e-03, 7.735420783e-05
3.045000000e+00, 1.152460980e-05, 5.315906101e-07, 1.342857143e-03, 6.194138111e-05
3.115000000e+00, 6.888664668e-06, 4.017550821e-07, 8.400000000e-04, 4.898979486e-05
3.185000000e+00, 5.446180247e-06, 3.493726257e-07, 6.942857143e-04, 4.453844934e-05
3.255000000e+00, 2.446291576e-06, 2.291161981e-07, 3.257142857e-04, 3.050593786e-05
3.325000000e+00, 1.624612699e-06, 1.827832091e-07, 2.257142857e-04, 2.539484119e-05
3.395000000e+00, 1.163802164e-06, 1.515141364e-07, 1.685714286e-04, 2.194613071e-05
3.465000000e+00, 5.870330293e-07, 1.054342445e-07, 8.857142857e-05, 1.590789818e-05
