# r, density, density error estimate, radial probability, probability error estimate
3.500000000e-02, 5.893836989e-01, 9.057799293e-03, 1.209714286e-02, 1.859119827e-04
1.050000000e-01, 5.884291669e-01, 3.420752940e-03, 8.454285714e-02, 4.914784028e-04
1.750000000e-01, 5.606786628e-01, 2.026767106e-03, 2.186514286e-01, 7.903912748e-04
2.450000000e-01, 5.429427104e-01, 1.429222269e-03, 4.123257143e-01, 1.085390929e-03
3.150000000e-01, 5.124001114e-01, 1.081342627e-03, 6.415400000e-01, 1.353872752e-03
3.850000000e-01, 4.709421944e-01, 8.487635851e-04, 8.796171429e-01, 1.585304966e-03
4.550000000e-01, 4.299386591e-01, 6.864754675e-04, 1.120714286e+00, 1.789424717e-03
5.250000000e-01, 3.877895426e-01, 5.651689937e-04, 1.345140000e+00, 1.960422695e-03
5.950000000e-01, 3.445738410e-01, 4.701483521e-04, 1.534711429e+00, 2.094012845e-03
6.650000000e-01, 3.023870294e-01, 3.941128244e-04, 1.681965714e+00, 2.192171601e-03
7.350000000e-01, 2.601948441e-01, 3.307950328e-04, 1.767711429e+00, 2.247354908e-03
8.050000000e-01, 2.233780551e-01, 2.798650281e-04, 1.820185714e+00, 2.280467192e-03
8.750000000e-01, 1.897574467e-01, 2.373212493e-04, 1.826654286e+00, 2.284515757e-03
9.450000000e-01, 1.585099966e-01, 2.008437392e-04, 1.779625714e+00, 2.254915719e-03
1.015000000e+00, 1.317758631e-01, 1.705009834e-04, 1.706671429e+00, 2.208212871e-03
1.085000000e+00, 1.077682775e-01, 1.442452336e-04, 1.594817143e+00, 2.134624184e-03
1.155000000e+00, 8.821064368e-02, 1.225950967e-04, 1.479202857e+00, 2.055795193e-03
1.225000000e+00, 7.069718546e-02, 1.034825066e-04, 1.333528571e+00, 1.951943040e-03
1.295000000e+00, 5.665653202e-02, 8.763213752e-05, 1.194277143e+00, 1.847219643e-03
1.365000000e+00, 4.472831248e-02, 7.387067503e-05, 1.047497143e+00, 1.729985254e-03
1.435000000e+00, 3.512132829e-02, 6.226608442e-05, 9.090142857e-01, 1.611578007e-03
1.505000000e+00, 2.750600713e-02, 5.254110209e-05, 7.830485714e-01, 1.495754536e-03
1.575000000e+00, 2.123192073e-02, 4.411023670e-05, 6.619600000e-01, 1.375250627e-03
1.645000000e+00, 1.639020001e-02, 3.710688562e-05, 5.574314286e-01, 1.262006824e-03
1.715000000e+00, 1.240410100e-02, 3.096345565e-05, 4.585257143e-01, 1.144584409e-03
1.785000000e+00, 9.417186136e-03, 2.592122822e-05, 3.771057143e-01, 1.038000433e-03
1.855000000e+00, 7.035907232e-03, 2.156013211e-05, 3.042771429e-01, 9.323965172e-04
1.925000000e+00, 5.229636416e-03, 1.791191969e-05, 2.435514286e-01, 8.341829682e-04
1.995000000e+00, 3.813590751e-03, 1.475920318e-05, 1.907542857e-01, 7.382494463e-04
2.065000000e+00, 2.810708429e-03, 1.224131561e-05, 1.506285714e-01, 6.560238920e-04
2.135000000e+00, 2.039659358e-03, 1.008608296e-05, 1.168428571e-01, 5.777860631e-04
2.205000000e+00, 1.441403611e-03, 8.209694922e-06, 8.807428571e-02, 5.016381328e-04
2.275000000e+00, 1.026251101e-03, 6.714123596e-06, 6.675142857e-02, 4.367131408e-04
2.345000000e+00, 7.124261234e-04, 5.427152097e-06, 4.923428571e-02, 3.750591790e-04
2.415000000e+00, 5.206745401e-04, 4.505177216e-06, 3.816285714e-02, 3.302071088e-04
2.485000000e+00, 3.415819843e-04, 3.546237133e-06, 2.650857143e-02, 2.752067868e-04
2.555000000e+00, 2.463993525e-04, 2.929384236e-06, 2.021428571e-02, 2.403229120e-04
2.625000000e+00, 1.613086952e-04, 2.307000877e-06, 1.396857143e-02, 1.997753841e-04
2.695000000e+00, 1.175724912e-04, 1.918416622e-06, 1.073142857e-02, 1.751034680e-04
2.765000000e+00, 7.330364137e-05, 1.476444366e-06, 7.042857143e-03, 1.418536181e-04
2.835000000e+00, 5.190748294e-05, 1.211746951e-06, 5.242857143e-03, 1.223911428e-04
2.905000000e+00, 3.577724375e-05, 9.817656711e-07, 3.794285714e-03, 1.041192409e-04
2.975000000e+00, 2.157781182e-05, 7.445052393e-07, 2.400000000e-03, 8.280786712e-05
3.045000000e+00, 1.429542024e-05, 5.920558129e-07, 1.665714286e-03, 6.898683696e-05
3.115000000e+00, 8.505392091e-06, 4.464173103e-07, 1.037142857e-03, 5.443588252e-05
3.185000000e+00, 4.796224580e-06, 3.278631626e-07, 6.114285714e-04, 4.179639668e-05
3.255000000e+00, 4.120070022e-06, 2.973404420e-07, 5.485714286e-04, 3.958973274e-05
3.325000000e+00, 2.344377818e-06, 2.195711001e-07, 3.257142857e-04, 3.050593786e-05
3.395000000e+00, 1.420233150e-06, 1.673760818e-07, 2.057142857e-04, 2.424366107e-05
3.465000000e+00, 9.278909172e-07, 1.325558453e-07, 1.400000000e-04, 2.000000000e-05
