#                 r,            density,      density error,          density A,    density error A,          density B,    density error B, radial probability,  probability error,     radial prob. A,      prob. error A,     radial prob. B,      prob. error B
 2.750000000000e-02, 3.730754488706e-03, 7.316611514744e-04, 1.434905572579e-03, 4.537569836618e-04, 2.295848916127e-03, 5.739622290316e-04, 4.727272727273e-05, 9.270944570169e-06, 1.818181818182e-05, 5.749595745761e-06, 2.909090909091e-05, 7.272727272727e-06
 8.250000000000e-02, 6.457075076606e-03, 3.638149649397e-04, 3.443773374190e-03, 2.656928840739e-04, 3.013301702416e-03, 2.485329355771e-04, 5.727272727273e-04, 3.226952608963e-05, 3.054545454545e-04, 2.356632981239e-05, 2.672727272727e-04, 2.204428300542e-05
 1.375000000000e-01, 5.150555792100e-03, 1.972249745043e-04, 2.688559914938e-03, 1.424933905052e-04, 2.461995877162e-03, 1.363573402152e-04, 1.240000000000e-03, 4.748205402618e-05, 6.472727272727e-04, 3.430538593475e-05, 5.927272727273e-04, 3.282812742776e-05
 1.925000000000e-01, 5.483666161154e-03, 1.458298076230e-04, 2.706929972055e-03, 1.024588104647e-04, 2.776736189099e-03, 1.037715035523e-04, 2.570909090909e-03, 6.836943882532e-05, 1.269090909091e-03, 4.803579932227e-05, 1.301818181818e-03, 4.865122967367e-05
 2.475000000000e-01, 5.462050392670e-03, 1.133508013823e-04, 2.643989940293e-03, 7.886360812925e-05, 2.818060452377e-03, 8.141827489484e-05, 4.221818181818e-03, 8.761297311387e-05, 2.043636363636e-03, 6.095656223360e-05, 2.178181818182e-03, 6.293115745410e-05
 3.025000000000e-01, 5.667088602032e-03, 9.453028478825e-05, 2.754703335490e-03, 6.590652027055e-05, 2.912385266542e-03, 6.776655021452e-05, 6.534545454545e-03, 1.089999620896e-04, 3.176363636364e-03, 7.599478016002e-05, 3.358181818182e-03, 7.813952344343e-05
 3.575000000000e-01, 5.733973055779e-03, 8.048920253676e-05, 2.756826454404e-03, 5.581032022968e-05, 2.977146601375e-03, 5.799758512959e-05, 9.227272727273e-03, 1.295255168070e-04, 4.436363636364e-03, 8.981155661984e-05, 4.790909090909e-03, 9.333136558335e-05
 4.125000000000e-01, 5.780377004804e-03, 7.005617009179e-05, 2.938584725856e-03, 4.995022136659e-05, 2.841792278948e-03, 4.912069170276e-05, 1.237818181818e-02, 1.500192825072e-04, 6.292727272727e-03, 1.069641169461e-04, 6.085454545455e-03, 1.051877502845e-04
 4.675000000000e-01, 5.380565273768e-03, 5.964798077536e-05, 2.684000792211e-03, 4.212822041759e-05, 2.696564481556e-03, 4.222670547207e-05, 1.479454545455e-02, 1.640096751833e-04, 7.380000000000e-03, 1.158368758996e-04, 7.414545454545e-03, 1.161076730261e-04
 5.225000000000e-01, 5.583424082231e-03, 5.437225228979e-05, 2.836983047188e-03, 3.875746700451e-05, 2.746441035043e-03, 3.813398183325e-05, 1.917272727273e-02, 1.867070007585e-04, 9.741818181818e-03, 1.330879284316e-04, 9.430909090909e-03, 1.309469642184e-04
 5.775000000000e-01, 5.326490867154e-03, 4.805275118603e-05, 2.615776503004e-03, 3.367425384232e-05, 2.710714364150e-03, 3.427989971849e-05, 2.234000000000e-02, 2.015395291703e-04, 1.097090909091e-02, 1.412342289886e-04, 1.136909090909e-02, 1.437743870798e-04
 6.325000000000e-01, 5.178671799474e-03, 4.326389360168e-05, 2.633069797541e-03, 3.084946192608e-05, 2.545602001933e-03, 3.033274119576e-05, 2.605090909091e-02, 2.176356801083e-04, 1.324545454545e-02, 1.551858390063e-04, 1.280545454545e-02, 1.525865152237e-04
 6.875000000000e-01, 5.457842326064e-03, 4.086351605186e-05, 2.668496034975e-03, 2.857317628820e-05, 2.789346291088e-03, 2.921302005826e-05, 3.243454545455e-02, 2.428413079080e-04, 1.585818181818e-02, 1.698029971798e-04, 1.657636363636e-02, 1.736054232310e-04
 7.425000000000e-01, 5.426933543970e-03, 3.773073363157e-05, 2.735501884983e-03, 2.678776665103e-05, 2.691431658987e-03, 2.657110871277e-05, 3.761454545455e-02, 2.615149759471e-04, 1.896000000000e-02, 1.856683259814e-04, 1.865454545455e-02, 1.841666510851e-04
 7.975000000000e-01, 5.334164820283e-03, 3.482813321187e-05, 2.682204632103e-03, 2.469692799763e-05, 2.651960188180e-03, 2.455729240986e-05, 4.264909090909e-02, 2.784668771199e-04, 2.144545454545e-02, 1.974632511056e-04, 2.120363636364e-02, 1.963468006251e-04
 8.525000000000e-01, 5.414828130199e-03, 3.282739092298e-05, 2.703035712451e-03, 2.319369386375e-05, 2.711792417748e-03, 2.323123242027e-05, 4.946909090909e-02, 2.999063214620e-04, 2.469454545455e-02, 2.118942508746e-04, 2.477454545455e-02, 2.122371977274e-04
 9.075000000000e-01, 5.402410699208e-03, 3.080310038930e-05, 2.710689425604e-03, 2.181928493099e-05, 2.691721273604e-03, 2.174281027589e-05, 5.592727272727e-02, 3.188823457221e-04, 2.806181818182e-02, 2.258793651561e-04, 2.786545454545e-02, 2.250876780499e-04
 9.625000000000e-01, 5.392059743574e-03, 2.901557979634e-05, 2.710394541284e-03, 2.057169905688e-05, 2.681665202290e-03, 2.046238179761e-05, 6.278909090909e-02, 3.378786519907e-04, 3.156181818182e-02, 2.395519233213e-04, 3.122727272727e-02, 2.382789531287e-04
