#                 r,            density,      density error,          density A,    density error A,          density B,    density error B, radial probability,  probability error,     radial prob. A,      prob. error A,     radial prob. B,      prob. error B
 2.750000000000e-02, 6.930593915557e-02, 3.153529424425e-03, 3.372028095561e-02, 2.199668589859e-03, 3.558565819996e-02, 2.259691555390e-03, 8.781818181818e-04, 3.995865631970e-05, 4.272727272727e-04, 2.787219948501e-05, 4.509090909091e-04, 2.863275590550e-05
 8.250000000000e-02, 9.201844450439e-02, 1.373409619469e-03, 4.667542841089e-02, 9.781530140986e-04, 4.534301609350e-02, 9.640905890313e-04, 8.161818181818e-03, 1.218181818182e-04, 4.140000000000e-03, 8.675985665775e-05, 4.021818181818e-03, 8.551255284585e-05
 1.375000000000e-01, 9.466600711726e-02, 8.455355859372e-04, 4.658911830126e-02, 5.931671703306e-04, 4.807688881599e-02, 6.025638017074e-04, 2.279090909091e-02, 2.035632985804e-04, 1.121636363636e-02, 1.428054215699e-04, 1.157454545455e-02, 1.450676673114e-04
 1.925000000000e-01, 9.326886221764e-02, 6.014217617653e-04, 4.686324037580e-02, 4.263114099834e-04, 4.640562184184e-02, 4.242248427931e-04, 4.372727272727e-02, 2.819647712595e-04, 2.197090909091e-02, 1.998677248533e-04, 2.175636363636e-02, 1.988894788404e-04
 2.475000000000e-01, 9.592226137480e-02, 4.750140418651e-04, 4.817519037118e-02, 3.366343765592e-04, 4.774707100362e-02, 3.351352510369e-04, 7.414181818182e-02, 3.671556969259e-04, 3.723636363636e-02, 2.601970010182e-04, 3.690545454545e-02, 2.590382721651e-04
 3.025000000000e-01, 8.950184088479e-02, 3.756703755086e-04, 4.498665492932e-02, 2.663378046927e-04, 4.451518595547e-02, 2.649384925341e-04, 1.032018181818e-01, 4.331739482258e-04, 5.187272727273e-02, 3.071059256784e-04, 5.132909090909e-02, 3.054924218941e-04
 3.575000000000e-01, 9.367108771672e-02, 3.253213623218e-04, 4.732589741624e-02, 2.312380134027e-04, 4.634519030049e-02, 2.288295652674e-04, 1.507381818182e-01, 5.235164003998e-04, 7.615818181818e-02, 3.721147961149e-04, 7.458000000000e-02, 3.682390527904e-04
 4.125000000000e-01, 9.165735288228e-02, 2.789664424037e-04, 4.596792171564e-02, 1.975585105894e-04, 4.568943116664e-02, 1.969591604396e-04, 1.962763636364e-01, 5.973827212956e-04, 9.843636363636e-02, 4.230546142185e-04, 9.784000000000e-02, 4.217711572534e-04
 4.675000000000e-01, 9.225450961472e-02, 2.469878538980e-04, 4.610212742867e-02, 1.745992113030e-04, 4.615238218605e-02, 1.746943484647e-04, 2.536654545455e-01, 6.791243754684e-04, 1.267636363636e-01, 4.800826375146e-04, 1.269018181818e-01, 4.803442291861e-04
 5.225000000000e-01, 8.920717932197e-02, 2.173336227736e-04, 4.498826084124e-02, 1.543393325998e-04, 4.421891848074e-02, 1.530139666845e-04, 3.063254545455e-01, 7.462944270868e-04, 1.544836363636e-01, 5.299805079840e-04, 1.518418181818e-01, 5.254293797056e-04
 5.775000000000e-01, 8.914101603574e-02, 1.965786979505e-04, 4.485488809509e-02, 1.394448736058e-04, 4.428612794064e-02, 1.385579723906e-04, 3.738690909091e-01, 8.244767937735e-04, 1.881272727273e-01, 5.848500549516e-04, 1.857418181818e-01, 5.811302751485e-04
 6.325000000000e-01, 8.926088541806e-02, 1.796168198968e-04, 4.458002222355e-02, 1.269365083703e-04, 4.468086319452e-02, 1.270799938330e-04, 4.490200000000e-01, 9.035485598461e-04, 2.242563636364e-01, 6.385443155923e-04, 2.247636363636e-01, 6.392661081465e-04
 6.875000000000e-01, 8.763632243274e-02, 1.637447226768e-04, 4.365111250792e-02, 1.155640884848e-04, 4.398520992482e-02, 1.160054983920e-04, 5.208000000000e-01, 9.730925397459e-04, 2.594072727273e-01, 6.867674910600e-04, 2.613927272727e-01, 6.893906759830e-04
 7.425000000000e-01, 8.627638635975e-02, 1.504402239484e-04, 4.332260608984e-02, 1.066044379793e-04, 4.295378026991e-02, 1.061496810394e-04, 5.979890909091e-01, 1.042714195052e-03, 3.002727272727e-01, 7.388845736806e-04, 2.977163636364e-01, 7.357326140242e-04
 7.975000000000e-01, 8.428034992488e-02, 1.384395396684e-04, 4.224603051617e-02, 9.801441128150e-05, 4.203431940871e-02, 9.776850886018e-05, 6.738600000000e-01, 1.106887528162e-03, 3.377763636364e-01, 7.836701110641e-04, 3.360836363636e-01, 7.817040085766e-04
 8.525000000000e-01, 8.354891933764e-02, 1.289479514930e-04, 4.162619272686e-02, 9.101801799112e-05, 4.192272661079e-02, 9.134163670101e-05, 7.632909090909e-01, 1.178049936502e-03, 3.802909090909e-01, 8.315275200070e-04, 3.830000000000e-01, 8.344840539900e-04
 9.075000000000e-01, 8.250759731641e-02, 1.203781328979e-04, 4.142258008479e-02, 8.529414221958e-05, 4.108501723161e-02, 8.494588973579e-05, 8.541418181818e-01, 1.246188237774e-03, 4.288181818182e-01, 8.829889135700e-04, 4.253236363636e-01, 8.793837060575e-04
 9.625000000000e-01, 8.161286974711e-02, 1.128842183206e-04, 4.055083743914e-02, 7.957081735371e-05, 4.106203230797e-02, 8.007079224977e-05, 9.503600000000e-01, 1.314506474966e-03, 4.722036363636e-01, 9.265808470477e-04, 4.781563636364e-01, 9.324029207438e-04
 1.017500000000e+00, 7.964186997764e-02, 1.054865681983e-04, 3.995310837457e-02, 7.471395490990e-05, 3.968876160307e-02, 7.446637504255e-05, 1.036396363636e+00, 1.372718844044e-03, 5.199181818182e-01, 9.722683709367e-04, 5.164781818182e-01, 9.690465621782e-04
 1.072500000000e+00, 7.913950675787e-02, 9.976208299767e-05, 3.946820331322e-02, 7.045186873602e-05, 3.967130344465e-02, 7.063290589829e-05, 1.144176363636e+00, 1.442331675156e-03, 5.706200000000e-01, 1.018572976812e-03, 5.735563636364e-01, 1.021190360347e-03
 1.127500000000e+00, 7.659312019189e-02, 9.335745387412e-05, 3.797629508928e-02, 6.573708081874e-05, 3.861682510261e-02, 6.628914239368e-05, 1.223823636364e+00, 1.491688266461e-03, 6.067945454545e-01, 1.050363180008e-03, 6.170290909091e-01, 1.059184155084e-03
 1.182500000000e+00, 7.504794088555e-02, 8.811357478326e-05, 3.768556543228e-02, 6.243972022831e-05, 3.736237545328e-02, 6.217140338529e-05, 1.318952727273e+00, 1.548578660504e-03, 6.623163636364e-01, 1.097365741331e-03, 6.566363636364e-01, 1.092650125850e-03
 1.237500000000e+00, 7.374054363909e-02, 8.346145310005e-05, 3.697966093430e-02, 5.910364110178e-05, 3.676088270480e-02, 5.892854793801e-05, 1.419312727273e+00, 1.606414826575e-03, 7.117618181818e-01, 1.137590610323e-03, 7.075509090909e-01, 1.134220524566e-03
 1.292500000000e+00, 7.190271123794e-02, 7.890836416984e-05, 3.595213498832e-02, 5.579724418564e-05, 3.595057624962e-02, 5.579603460147e-05, 1.509669090909e+00, 1.656759757044e-03, 7.548509090909e-01, 1.171518757147e-03, 7.548181818182e-01, 1.171493360722e-03
 1.347500000000e+00, 6.978349740110e-02, 7.456433869442e-05, 3.481729454966e-02, 5.266866562032e-05, 3.496620285144e-02, 5.278117341165e-05, 1.592503636364e+00, 1.701605464561e-03, 7.945527272727e-01, 1.201932328509e-03, 7.979509090909e-01, 1.204499827609e-03
 1.402500000000e+00, 6.795921665739e-02, 7.069801310059e-05, 3.403182682980e-02, 5.002944185106e-05, 3.392738982759e-02, 4.995261759350e-05, 1.680040000000e+00, 1.747746601146e-03, 8.413109090909e-01, 1.236792706296e-03, 8.387290909091e-01, 1.234893510984e-03
 1.457500000000e+00, 6.606960395765e-02, 6.707802160390e-05, 3.318513677007e-02, 4.753912668157e-05, 3.288446718758e-02, 4.732327563311e-05, 1.763925454545e+00, 1.790848176168e-03, 8.859763636364e-01, 1.269199005555e-03, 8.779490909091e-01, 1.263436216981e-03
 1.512500000000e+00, 6.423855336752e-02, 6.373709850578e-05, 3.224660953393e-02, 4.515818127582e-05, 3.199194383359e-02, 4.497951077763e-05, 1.846903636364e+00, 1.832486456040e-03, 9.271127272727e-01, 1.298329505223e-03, 9.197909090909e-01, 1.293192602607e-03
