# r, density, density error estimate, radial probability, probability error estimate
3.500000000e-02, 5.824235702e-01, 9.004157940e-03, 1.195428571e-02, 1.848109900e-04
1.050000000e-01, 6.018323862e-01, 3.459492476e-03, 8.646857143e-02, 4.970443252e-04
1.750000000e-01, 5.747527757e-01, 2.052047320e-03, 2.241400000e-01, 8.002499609e-04
2.450000000e-01, 5.488005052e-01, 1.436911506e-03, 4.167742857e-01, 1.091230348e-03
3.150000000e-01, 5.146775568e-01, 1.083743064e-03, 6.443914286e-01, 1.356878170e-03
3.850000000e-01, 4.751794595e-01, 8.525733763e-04, 8.875314286e-01, 1.592420824e-03
4.550000000e-01, 4.344479456e-01, 6.900660265e-04, 1.132468571e+00, 1.798784170e-03
5.250000000e-01, 3.919878593e-01, 5.682200957e-04, 1.359702857e+00, 1.971006166e-03
5.950000000e-01, 3.467273112e-01, 4.716151982e-04, 1.544302857e+00, 2.100546090e-03
6.650000000e-01, 3.046789921e-01, 3.956036071e-04, 1.694714286e+00, 2.200463773e-03
7.350000000e-01, 2.634108021e-01, 3.328330361e-04, 1.789560000e+00, 2.261200692e-03
8.050000000e-01, 2.254194591e-01, 2.811409328e-04, 1.836820000e+00, 2.290863842e-03
8.750000000e-01, 1.899061471e-01, 2.374142176e-04, 1.828085714e+00, 2.285410694e-03
9.450000000e-01, 1.593029678e-01, 2.013454887e-04, 1.788528571e+00, 2.260548967e-03
1.015000000e+00, 1.316737224e-01, 1.704348921e-04, 1.705348571e+00, 2.207356901e-03
1.085000000e+00, 1.074502932e-01, 1.440322693e-04, 1.590111429e+00, 2.131472615e-03
1.155000000e+00, 8.762503872e-02, 1.221874823e-04, 1.469382857e+00, 2.048959915e-03
1.225000000e+00, 7.068461330e-02, 1.034733049e-04, 1.333291429e+00, 1.951769475e-03
1.295000000e+00, 5.621005365e-02, 8.728616470e-05, 1.184865714e+00, 1.839926795e-03
1.365000000e+00, 4.478309071e-02, 7.391589545e-05, 1.048780000e+00, 1.731044276e-03
1.435000000e+00, 3.501811306e-02, 6.217452272e-05, 9.063428571e-01, 1.609208197e-03
1.505000000e+00, 2.709381897e-02, 5.214594173e-05, 7.713142857e-01, 1.484505002e-03
1.575000000e+00, 2.094187718e-02, 4.380791163e-05, 6.529171429e-01, 1.365824861e-03
1.645000000e+00, 1.618286630e-02, 3.687144024e-05, 5.503800000e-01, 1.253999316e-03
1.715000000e+00, 1.219085286e-02, 3.069614386e-05, 4.506428571e-01, 1.134703054e-03
1.785000000e+00, 9.160685237e-03, 2.556577597e-05, 3.668342857e-01, 1.023766555e-03
1.855000000e+00, 6.820265465e-03, 2.122716545e-05, 2.949514286e-01, 9.179969321e-04
1.925000000e+00, 5.072642415e-03, 1.764101258e-05, 2.362400000e-01, 8.215664481e-04
1.995000000e+00, 3.683584571e-03, 1.450544949e-05, 1.842514286e-01, 7.255567883e-04
2.065000000e+00, 2.712077727e-03, 1.202461730e-05, 1.453428571e-01, 6.444108209e-04
2.135000000e+00, 1.957065499e-03, 9.879760011e-06, 1.121114286e-01, 5.659667546e-04
2.205000000e+00, 1.402827150e-03, 8.099091345e-06, 8.571714286e-02, 4.948799071e-04
2.275000000e+00, 1.008504859e-03, 6.655819123e-06, 6.559714286e-02, 4.329207874e-04
2.345000000e+00, 7.050256895e-04, 5.398890832e-06, 4.872285714e-02, 3.731061019e-04
2.415000000e+00, 4.817711044e-04, 4.333602591e-06, 3.531142857e-02, 3.176315411e-04
2.485000000e+00, 3.314943077e-04, 3.493480570e-06, 2.572571429e-02, 2.711125980e-04
2.555000000e+00, 2.285332228e-04, 2.821182824e-06, 1.874857143e-02, 2.314462074e-04
2.625000000e+00, 1.561615983e-04, 2.269896176e-06, 1.352285714e-02, 1.965622921e-04
2.695000000e+00, 1.016081753e-04, 1.783423129e-06, 9.274285714e-03, 1.627819375e-04
2.765000000e+00, 7.056776510e-05, 1.448630065e-06, 6.780000000e-03, 1.391812795e-04
2.835000000e+00, 4.537308045e-05, 1.132911756e-06, 4.582857143e-03, 1.144284823e-04
2.905000000e+00, 2.990417211e-05, 8.975740626e-07, 3.171428571e-03, 9.519046428e-05
2.975000000e+00, 1.852095515e-05, 6.897564140e-07, 2.060000000e-03, 7.671840904e-05
3.045000000e+00, 1.145104846e-05, 5.298913284e-07, 1.334285714e-03, 6.174337939e-05
3.115000000e+00, 7.497866306e-06, 4.191434686e-07, 9.142857143e-04, 5.111012520e-05
3.185000000e+00, 3.339427394e-06, 2.735765518e-07, 4.257142857e-04, 3.487587319e-05
3.255000000e+00, 2.467750274e-06, 2.301188996e-07, 3.285714286e-04, 3.063944370e-05
3.325000000e+00, 1.336706651e-06, 1.657980546e-07, 1.857142857e-04, 2.303502214e-05
3.395000000e+00, 1.341331308e-06, 1.626603136e-07, 1.942857143e-04, 2.356060357e-05
3.465000000e+00, 8.142716212e-07, 1.241752581e-07, 1.228571429e-04, 1.873553864e-05
