# r, density, density error estimate, radial probability, probability error estimate
3.500000000e-02, 6.090112618e-01, 9.207384825e-03, 1.250000000e-02, 1.889822365e-04
1.050000000e-01, 5.997045754e-01, 3.453371450e-03, 8.616285714e-02, 4.961648837e-04
1.750000000e-01, 5.703495785e-01, 2.044171811e-03, 2.224228571e-01, 7.971786986e-04
2.450000000e-01, 5.511180399e-01, 1.439942283e-03, 4.185342857e-01, 1.093532005e-03
3.150000000e-01, 5.131372004e-01, 1.082120105e-03, 6.424628571e-01, 1.354846177e-03
3.850000000e-01, 4.771558302e-01, 8.543445519e-04, 8.912228571e-01, 1.595728993e-03
4.550000000e-01, 4.322393378e-01, 6.883097434e-04, 1.126711429e+00, 1.794206095e-03
5.250000000e-01, 3.891799210e-01, 5.661812640e-04, 1.349962857e+00, 1.963933994e-03
5.950000000e-01, 3.457073477e-01, 4.709210149e-04, 1.539760000e+00, 2.097454239e-03
6.650000000e-01, 3.034790761e-01, 3.948238366e-04, 1.688040000e+00, 2.196126460e-03
7.350000000e-01, 2.620637754e-01, 3.319809267e-04, 1.780408571e+00, 2.255411633e-03
8.050000000e-01, 2.239092690e-01, 2.801976031e-04, 1.824514286e+00, 2.283177163e-03
8.750000000e-01, 1.897963285e-01, 2.373455619e-04, 1.827028571e+00, 2.284749797e-03
9.450000000e-01, 1.592350206e-01, 2.013025444e-04, 1.787765714e+00, 2.260066822e-03
1.015000000e+00, 1.308387276e-01, 1.698936354e-04, 1.694534286e+00, 2.200346911e-03
1.085000000e+00, 1.080464895e-01, 1.444313037e-04, 1.598934286e+00, 2.137377756e-03
1.155000000e+00, 8.780768886e-02, 1.223147630e-04, 1.472445714e+00, 2.051094282e-03
1.225000000e+00, 7.061069507e-02, 1.034191873e-04, 1.331897143e+00, 1.950748679e-03
1.295000000e+00, 5.635250926e-02, 8.739670129e-05, 1.187868571e+00, 1.842256824e-03
1.365000000e+00, 4.467414426e-02, 7.382593094e-05, 1.046228571e+00, 1.728937387e-03
1.435000000e+00, 3.515267923e-02, 6.229386903e-05, 9.098257143e-01, 1.612297132e-03
1.505000000e+00, 2.738346470e-02, 5.242393312e-05, 7.795600000e-01, 1.492418938e-03
1.575000000e+00, 2.121148480e-02, 4.408900333e-05, 6.613228571e-01, 1.374588621e-03
1.645000000e+00, 1.619361943e-02, 3.688368830e-05, 5.507457143e-01, 1.254415873e-03
1.715000000e+00, 1.230787268e-02, 3.084311792e-05, 4.549685714e-01, 1.140136046e-03
1.785000000e+00, 9.271633470e-03, 2.572012801e-05, 3.712771429e-01, 1.029947492e-03
1.855000000e+00, 6.890692586e-03, 2.133648147e-05, 2.979971429e-01, 9.227244487e-04
1.925000000e+00, 5.140065786e-03, 1.775786393e-05, 2.393800000e-01, 8.270083779e-04
1.995000000e+00, 3.751215202e-03, 1.463800390e-05, 1.876342857e-01, 7.321871067e-04
2.065000000e+00, 2.770723009e-03, 1.215393062e-05, 1.484857143e-01, 6.513408462e-04
2.135000000e+00, 1.995070644e-03, 9.975228531e-06, 1.142885714e-01, 5.714357142e-04
2.205000000e+00, 1.380663220e-03, 8.034855924e-06, 8.436285714e-02, 4.909549212e-04
2.275000000e+00, 1.025636132e-03, 6.712111615e-06, 6.671142857e-02, 4.365822736e-04
2.345000000e+00, 7.090773237e-04, 5.414381753e-06, 4.900285714e-02, 3.741766471e-04
2.415000000e+00, 5.065632738e-04, 4.443708458e-06, 3.712857143e-02, 3.257017541e-04
2.485000000e+00, 3.525900694e-04, 3.602925920e-06, 2.736285714e-02, 2.796061370e-04
2.555000000e+00, 2.268963649e-04, 2.811061377e-06, 1.861428571e-02, 2.306158569e-04
2.625000000e+00, 1.504865941e-04, 2.228269814e-06, 1.303142857e-02, 1.929576458e-04
2.695000000e+00, 1.050514591e-04, 1.813389568e-06, 9.588571429e-03, 1.655171241e-04
2.765000000e+00, 7.193570323e-05, 1.462603335e-06, 6.911428571e-03, 1.405238015e-04
2.835000000e+00, 4.554280519e-05, 1.135028690e-06, 4.600000000e-03, 1.146423008e-04
2.905000000e+00, 2.861101872e-05, 8.779525875e-07, 3.034285714e-03, 9.310954707e-05
2.975000000e+00, 2.137230885e-05, 7.409514947e-07, 2.377142857e-03, 8.241260058e-05
3.045000000e+00, 1.184337560e-05, 5.388922495e-07, 1.380000000e-03, 6.279217422e-05
3.115000000e+00, 7.263557984e-06, 4.125423716e-07, 8.857142857e-04, 5.030519103e-05
3.185000000e+00, 3.810084946e-06, 2.922201758e-07, 4.857142857e-04, 3.725258517e-05
3.255000000e+00, 2.467750274e-06, 2.301188996e-07, 3.285714286e-04, 3.063944370e-05
3.325000000e+00, 1.974212900e-06, 2.014922603e-07, 2.742857143e-04, 2.799416849e-05
3.395000000e+00, 1.420233150e-06, 1.673760818e-07, 2.057142857e-04, 2.424366107e-05
3.465000000e+00, 8.710812692e-07, 1.284339263e-07, 1.314285714e-04, 1.937808567e-05
