# r, density, density error estimate, radial probability, probability error estimate
2.750000000e-02, 2.554131919e-02, 1.914402811e-03, 3.236363636e-04, 2.425757103e-05
8.250000000e-02, 4.452307005e-02, 9.553339082e-04, 3.949090909e-03, 8.473585598e-05
1.375000000e-01, 4.158960520e-02, 5.604375934e-04, 1.001272727e-02, 1.349257525e-04
1.925000000e-01, 4.253137680e-02, 4.061304197e-04, 1.994000000e-02, 1.904062642e-04
2.475000000e-01, 4.192511807e-02, 3.140392205e-04, 3.240545455e-02, 2.427323799e-04
3.025000000e-01, 4.136785461e-02, 2.554009240e-04, 4.770000000e-02, 2.944949452e-04
3.575000000e-01, 4.177947895e-02, 2.172657706e-04, 6.723272727e-02, 3.496302652e-04
4.125000000e-01, 4.193575215e-02, 1.886950585e-04, 8.980181818e-02, 4.040742915e-04
4.675000000e-01, 4.064155129e-02, 1.639332061e-04, 1.117490909e-01, 4.507551057e-04
5.225000000e-01, 4.353270534e-02, 1.518220476e-04, 1.494854545e-01, 5.213364897e-04
5.775000000e-01, 3.995496734e-02, 1.316082318e-04, 1.675763636e-01, 5.519821533e-04
6.325000000e-01, 4.023265592e-02, 1.205884629e-04, 2.023872727e-01, 6.066109622e-04
6.875000000e-01, 4.037285809e-02, 1.111398963e-04, 2.399254545e-01, 6.604756613e-04
7.425000000e-01, 3.996618620e-02, 1.023916052e-04, 2.770090909e-01, 7.096850658e-04
7.975000000e-01, 4.020146063e-02, 9.561320974e-05, 3.214290909e-01, 7.644714049e-04
8.525000000e-01, 3.971444475e-02, 8.890338074e-05, 3.628254545e-01, 8.122084982e-04
9.075000000e-01, 3.998890393e-02, 8.380508736e-05, 4.139763636e-01, 8.675737995e-04
9.625000000e-01, 3.957669425e-02, 7.860925191e-05, 4.608600000e-01, 9.153836751e-04
1.017500000e+00, 3.895384405e-02, 7.377370587e-05, 5.069145455e-01, 9.600327129e-04
1.072500000e+00, 3.896353407e-02, 6.999999509e-05, 5.633236364e-01, 1.012039917e-03
1.127500000e+00, 3.911249907e-02, 6.671321966e-05, 6.249490909e-01, 1.065960165e-03
1.182500000e+00, 3.870613814e-02, 6.327954557e-05, 6.802527273e-01, 1.112125506e-03
1.237500000e+00, 3.852121617e-02, 6.032297740e-05, 7.414327273e-01, 1.161059647e-03
1.292500000e+00, 3.782418017e-02, 5.723150528e-05, 7.941563636e-01, 1.201632498e-03
1.347500000e+00, 3.812801449e-02, 5.511589952e-05, 8.701054545e-01, 1.257779757e-03
1.402500000e+00, 3.783848201e-02, 5.275332998e-05, 9.354163636e-01, 1.304130754e-03
1.457500000e+00, 3.740949333e-02, 5.047430020e-05, 9.987581818e-01, 1.347562231e-03
1.512500000e+00, 3.734479299e-02, 4.859699790e-05, 1.073689091e+00, 1.397197904e-03
1.567500000e+00, 3.698523577e-02, 4.666573305e-05, 1.142083636e+00, 1.441012041e-03
1.622500000e+00, 3.663515616e-02, 4.487012183e-05, 1.212045455e+00, 1.484492845e-03
1.677500000e+00, 3.627987282e-02, 4.318815196e-05, 1.283038182e+00, 1.527349565e-03
1.732500000e+00, 3.630070100e-02, 4.182921840e-05, 1.369329091e+00, 1.577874918e-03
1.787500000e+00, 3.569930960e-02, 4.020503552e-05, 1.433494545e+00, 1.614420552e-03
1.842500000e+00, 3.541412583e-02, 3.884886776e-05, 1.510892727e+00, 1.657431050e-03
1.897500000e+00, 3.469911881e-02, 3.734014147e-05, 1.570081818e+00, 1.689584036e-03
1.952500000e+00, 3.468665058e-02, 3.628185682e-05, 1.661816364e+00, 1.738241726e-03
2.007500000e+00, 3.413463372e-02, 3.500597760e-05, 1.728794545e+00, 1.772924931e-03
2.062500000e+00, 3.379843723e-02, 3.390433326e-05, 1.806841818e+00, 1.812502950e-03
2.117500000e+00, 3.318849146e-02, 3.272441207e-05, 1.870116364e+00, 1.843966261e-03
2.172500000e+00, 3.275036326e-02, 3.168475850e-05, 1.942534545e+00, 1.879329932e-03
2.227500000e+00, 3.225965730e-02, 3.067007608e-05, 2.011532727e+00, 1.912415287e-03
2.282500000e+00, 3.188297976e-02, 2.975581720e-05, 2.087427273e+00, 1.948158698e-03
2.337500000e+00, 3.110236604e-02, 2.869781289e-05, 2.135632727e+00, 1.970524954e-03
2.392500000e+00, 3.052716741e-02, 2.777764787e-05, 2.195934545e+00, 1.998151212e-03
2.447500000e+00, 3.014890943e-02, 2.698470586e-05, 2.269578182e+00, 2.031380266e-03
2.502500000e+00, 2.953075405e-02, 2.611969881e-05, 2.324074545e+00, 2.055624013e-03
2.557500000e+00, 2.887619723e-02, 2.527316961e-05, 2.373547273e+00, 2.077387902e-03
2.612500000e+00, 2.810369297e-02, 2.440793849e-05, 2.410470909e+00, 2.093483790e-03
2.667500000e+00, 2.739065363e-02, 2.359949993e-05, 2.449269091e+00, 2.110264564e-03
2.722500000e+00, 2.679258184e-02, 2.286892408e-05, 2.495600000e+00, 2.130130171e-03
2.777500000e+00, 2.619476292e-02, 2.216459480e-05, 2.539490909e+00, 2.148780165e-03
2.832500000e+00, 2.554808166e-02, 2.146427036e-05, 2.575856364e+00, 2.164110720e-03
2.887500000e+00, 2.479787187e-02, 2.074399366e-05, 2.598252727e+00, 2.173498532e-03
2.942500000e+00, 2.405787046e-02, 2.005023747e-05, 2.617656364e+00, 2.181599231e-03
2.997500000e+00, 2.329498587e-02, 1.936777205e-05, 2.630285455e+00, 2.186855549e-03
3.052500000e+00, 2.249481948e-02, 1.868931707e-05, 2.633998182e+00, 2.188398411e-03
3.107500000e+00, 2.183249957e-02, 1.808625491e-05, 2.649396364e+00, 2.194785707e-03
