#                 r,            density,      density error,          density A,    density error A,          density B,    density error B, radial probability,  probability error,     radial prob. A,      prob. error A,     radial prob. B,      prob. error B
 2.750000000000e-02, 4.448207274995e-02, 2.526411963017e-03, 1.980169690159e-02, 1.685632380758e-03, 2.468037584836e-02, 1.881861016073e-03, 5.636363636364e-04, 3.201239429393e-05, 2.509090909091e-04, 2.135880022631e-05, 3.127272727273e-04, 2.384523099746e-05
 8.250000000000e-02, 3.447873104397e-02, 8.406946388931e-04, 1.652191273570e-02, 5.819595549780e-04, 1.795681830828e-02, 6.067046664015e-04, 3.058181818182e-03, 7.456762419785e-05, 1.465454545455e-03, 5.161843478756e-05, 1.592727272727e-03, 5.381326758890e-05
 1.375000000000e-01, 3.504945664389e-02, 5.144883030443e-04, 1.780793336917e-02, 3.667259325690e-04, 1.724152327473e-02, 3.608466493551e-04, 8.438181818182e-03, 1.238634278564e-04, 4.287272727273e-03, 8.828953121585e-05, 4.150909090909e-03, 8.687408956655e-05
 1.925000000000e-01, 3.492637726121e-02, 3.680336844238e-04, 1.732357619652e-02, 2.591967635213e-04, 1.760280106469e-02, 2.612773060383e-04, 1.637454545455e-02, 1.725453587508e-04, 8.121818181818e-03, 1.215193077201e-04, 8.252727272727e-03, 1.224947291833e-04
 2.475000000000e-01, 3.607258517295e-02, 2.912965743581e-04, 1.825858533501e-02, 2.072432080582e-04, 1.781399983794e-02, 2.047045357253e-04, 2.788181818182e-02, 2.251537582987e-04, 1.411272727273e-02, 1.601858424838e-04, 1.376909090909e-02, 1.582236099443e-04
 3.025000000000e-01, 3.535386576131e-02, 2.361073023737e-04, 1.768875902549e-02, 1.670089123689e-04, 1.766510673583e-02, 1.668972181421e-04, 4.076545454545e-02, 2.722480638397e-04, 2.039636363636e-02, 1.925728369232e-04, 2.036909090909e-02, 1.924440457479e-04
 3.575000000000e-01, 3.464901511361e-02, 1.978587439956e-04, 1.702566304976e-02, 1.386953234454e-04, 1.762335206385e-02, 1.411087872171e-04, 5.575818181818e-02, 3.183999252461e-04, 2.739818181818e-02, 2.231924641045e-04, 2.836000000000e-02, 2.270762787339e-04
 4.125000000000e-01, 3.545914877374e-02, 1.735131769877e-04, 1.790745173448e-02, 1.233062821660e-04, 1.755169703926e-02, 1.220753184177e-04, 7.593272727273e-02, 3.715635936582e-04, 3.834727272727e-02, 2.640498325119e-04, 3.758545454545e-02, 2.614138291725e-04
 4.675000000000e-01, 3.443641124828e-02, 1.509005202261e-04, 1.742319213451e-02, 1.073360618704e-04, 1.701321911377e-02, 1.060657193756e-04, 9.468727272727e-02, 4.149200859032e-04, 4.790727272727e-02, 2.951340919504e-04, 4.678000000000e-02, 2.916411244227e-04
 5.225000000000e-01, 3.449227074336e-02, 1.351412429100e-04, 1.714950427685e-02, 9.529120110897e-05, 1.734276646651e-02, 9.582662743973e-05, 1.184418181818e-01, 4.640568503218e-04, 5.888909090909e-02, 3.272171670010e-04, 5.955272727273e-02, 3.290557490007e-04
 5.775000000000e-01, 3.376753313307e-02, 1.209894023784e-04, 1.682871127720e-02, 8.541282651820e-05, 1.693882185588e-02, 8.569179980637e-05, 1.416254545455e-01, 5.074453925757e-04, 7.058181818182e-02, 3.582325760067e-04, 7.104363636364e-02, 3.594026264983e-04
 6.325000000000e-01, 3.305885093097e-02, 1.093100982887e-04, 1.651117288830e-02, 7.725122415901e-05, 1.654767804267e-02, 7.733657578288e-05, 1.663000000000e-01, 5.498760190840e-04, 8.305818181818e-02, 3.886063252613e-04, 8.324181818182e-02, 3.890356800225e-04
 6.875000000000e-01, 3.299670916901e-02, 1.004755874872e-04, 1.644205978166e-02, 7.092565434766e-05, 1.655464938735e-02, 7.116807736793e-05, 1.960909090909e-01, 5.971004317699e-04, 9.771090909091e-02, 4.214928212284e-04, 9.838000000000e-02, 4.229334785433e-04
 7.425000000000e-01, 3.181030883971e-02, 9.134860945656e-05, 1.582121113225e-02, 6.442254255132e-05, 1.598909770747e-02, 6.476345003834e-05, 2.204800000000e-01, 6.331451075960e-04, 1.096581818182e-01, 4.465182105992e-04, 1.108218181818e-01, 4.488810698571e-04
 7.975000000000e-01, 3.189901966705e-02, 8.516980436333e-05, 1.603887875429e-02, 6.039263567794e-05, 1.586014091276e-02, 6.005518404900e-05, 2.550472727273e-01, 6.809715956261e-04, 1.282381818182e-01, 4.828667834698e-04, 1.268090909091e-01, 4.801687031358e-04
 8.525000000000e-01, 3.084250916927e-02, 7.834637014048e-05, 1.543528521471e-02, 5.542444566601e-05, 1.540722395456e-02, 5.537404208477e-05, 2.817727272727e-01, 7.157611679791e-04, 1.410145454545e-01, 5.063497631525e-04, 1.407581818182e-01, 5.058892832845e-04
 9.075000000000e-01, 3.054030539905e-02, 7.323814244375e-05, 1.517206276534e-02, 5.162058811601e-05, 1.536824263371e-02, 5.195325197877e-05, 3.161618181818e-01, 7.581818181818e-04, 1.570654545455e-01, 5.343908248829e-04, 1.590963636364e-01, 5.378346546128e-04
 9.625000000000e-01, 2.971691002188e-02, 6.811703411233e-05, 1.487477140184e-02, 4.819245555138e-05, 1.484213862005e-02, 4.813956339840e-05, 3.460454545455e-01, 7.932046102482e-04, 1.732127272727e-01, 5.611882317057e-04, 1.728327272727e-01, 5.605723167568e-04
 1.017500000000e+00, 2.913319382286e-02, 6.379997204280e-05, 1.454074905058e-02, 4.507334911673e-05, 1.459244477228e-02, 4.515340111292e-05, 3.791163636364e-01, 8.302424220304e-04, 1.892218181818e-01, 5.865489488708e-04, 1.898945454545e-01, 5.875906822928e-04
 1.072500000000e+00, 2.834435252295e-02, 5.970381862567e-05, 1.418695289643e-02, 4.223897806645e-05, 1.415739962653e-02, 4.219496048568e-05, 4.097945454545e-01, 8.631807410592e-04, 2.051109090909e-01, 6.106790692498e-04, 2.046836363636e-01, 6.100426756512e-04
 1.127500000000e+00, 2.765146105851e-02, 5.609358016167e-05, 1.377486591459e-02, 3.959112183335e-05, 1.387659514392e-02, 3.973704578011e-05, 4.418218181818e-01, 8.962769642773e-04, 2.200981818182e-01, 6.325966427327e-04, 2.217236363636e-01, 6.349282512989e-04
 1.182500000000e+00, 2.689977233347e-02, 5.275306927000e-05, 1.342479859634e-02, 3.726724770815e-05, 1.347497373713e-02, 3.733682586488e-05, 4.727581818182e-01, 9.271247653787e-04, 2.359381818182e-01, 6.549645123186e-04, 2.368200000000e-01, 6.561873346704e-04
 1.237500000000e+00, 2.604651175294e-02, 4.960295605649e-05, 1.304507702112e-02, 3.510395894572e-05, 1.300143473182e-02, 3.504518962539e-05, 5.013272727273e-01, 9.547272554146e-04, 2.510836363636e-01, 6.756594574779e-04, 2.502436363636e-01, 6.745283016687e-04
 1.292500000000e+00, 2.523338170150e-02, 4.674531982647e-05, 1.258413053118e-02, 3.301125338495e-05, 1.264925117032e-02, 3.309655685465e-05, 5.298000000000e-01, 9.814645827908e-04, 2.642163636364e-01, 6.931041685272e-04, 2.655836363636e-01, 6.948951998992e-04
 1.347500000000e+00, 2.457472983008e-02, 4.424856395892e-05, 1.230138731264e-02, 3.130630780980e-05, 1.227334251744e-02, 3.127060126932e-05, 5.608109090909e-01, 1.009780272310e-03, 2.807254545455e-01, 7.144297847622e-04, 2.800854545455e-01, 7.136149388793e-04
 1.402500000000e+00, 2.398792910485e-02, 4.200291241469e-05, 1.202930397465e-02, 2.974426735810e-05, 1.195862513020e-02, 2.965675657664e-05, 5.930127272727e-01, 1.038366485725e-03, 2.973800000000e-01, 7.353168766531e-04, 2.956327272727e-01, 7.331534966068e-04
 1.457500000000e+00, 2.309932374713e-02, 3.966240329097e-05, 1.154012761727e-02, 2.803397612005e-05, 1.155919612986e-02, 2.805712775242e-05, 6.167054545455e-01, 1.058906343653e-03, 3.080981818182e-01, 7.484507414631e-04, 3.086072727273e-01, 7.490688434526e-04
 1.512500000000e+00, 2.233589571208e-02, 3.758340290475e-05, 1.116342622764e-02, 2.657009862926e-05, 1.117246948444e-02, 2.658085838968e-05, 6.421727272727e-01, 1.080549294044e-03, 3.209563636364e-01, 7.639090422252e-04, 3.212163636364e-01, 7.642183929127e-04
 1.567500000000e+00, 2.159017686741e-02, 3.565430674772e-05, 1.080165355358e-02, 2.521906717309e-05, 1.078852331383e-02, 2.520373465539e-05, 6.666927272727e-01, 1.100985283753e-03, 3.335490909091e-01, 7.787508539719e-04, 3.331436363636e-01, 7.782773943006e-04
 1.622500000000e+00, 2.072518036546e-02, 3.374872611983e-05, 1.033818964369e-02, 2.383584060210e-05, 1.038699072177e-02, 2.389203251091e-05, 6.856763636364e-01, 1.116550176893e-03, 3.420309090909e-01, 7.885901217777e-04, 3.436454545455e-01, 7.904491870800e-04
 1.677500000000e+00, 1.996364432379e-02, 3.203698624418e-05, 1.000819645637e-02, 2.268347847816e-05, 9.955447867423e-03, 2.262362242747e-05, 7.060145454545e-01, 1.132988442093e-03, 3.539400000000e-01, 8.022015162833e-04, 3.520745454545e-01, 8.000847062593e-04
 1.732500000000e+00, 1.917457038480e-02, 3.040080368225e-05, 9.581091528777e-03, 2.148966959797e-05, 9.593478856024e-03, 2.150355703359e-05, 7.233000000000e-01, 1.146774131680e-03, 3.614163636364e-01, 8.106297929123e-04, 3.618836363636e-01, 8.111536524814e-04
 1.787500000000e+00, 1.839599657023e-02, 2.886105493583e-05, 9.252854331225e-03, 2.046861248983e-05, 9.143142239008e-03, 2.034690135500e-05, 7.386854545455e-01, 1.158906580709e-03, 3.715454545455e-01, 8.219106947124e-04, 3.671400000000e-01, 8.170234223860e-04
 1.842500000000e+00, 1.763919575905e-02, 2.741760358514e-05, 8.799504087500e-03, 1.936507581455e-05, 8.839691671549e-03, 1.940924586502e-05, 7.525509090909e-01, 1.169732610542e-03, 3.754181818182e-01, 8.261830985906e-04, 3.771327272727e-01, 8.280675502449e-04
 1.897500000000e+00, 1.682435824839e-02, 2.600075683671e-05, 8.405428518309e-03, 1.837793307187e-05, 8.418929730081e-03, 1.839268691865e-05, 7.612763636364e-01, 1.176494302143e-03, 3.803327272727e-01, 8.315732376567e-04, 3.809436363636e-01, 8.322408265571e-04
 1.952500000000e+00, 1.610858923457e-02, 2.472504416620e-05, 8.020139234707e-03, 1.744613691401e-05, 8.088449999866e-03, 1.752027727516e-05, 7.717527272727e-01, 1.184561850162e-03, 3.842400000000e-01, 8.358338242846e-04, 3.875127272727e-01, 8.393858439605e-04
 2.007500000000e+00, 1.534724310246e-02, 2.347252299579e-05, 7.656048714659e-03, 1.657856479684e-05, 7.691194387803e-03, 1.661657380644e-05, 7.772818181818e-01, 1.188797572937e-03, 3.877509090909e-01, 8.396437654700e-04, 3.895309090909e-01, 8.415687830052e-04
 2.062500000000e+00, 1.471861448264e-02, 2.237383152455e-05, 7.328085546237e-03, 1.578709286653e-05, 7.390528936407e-03, 1.585421192973e-05, 7.868472727273e-01, 1.196090048850e-03, 3.917545454545e-01, 8.439674115365e-04, 3.950927272727e-01, 8.475555517033e-04
 2.117500000000e+00, 1.394197749994e-02, 2.120998127690e-05, 6.960372965544e-03, 1.498629758337e-05, 6.981604534394e-03, 1.500913690088e-05, 7.856072727273e-01, 1.195147212482e-03, 3.922054545455e-01, 8.444529746802e-04, 3.934018181818e-01, 8.457399322829e-04
 2.172500000000e+00, 1.323141724734e-02, 2.013935340767e-05, 6.610129627426e-03, 1.423466755010e-05, 6.621287619915e-03, 1.424667664464e-05, 7.848000000000e-01, 1.194533001180e-03, 3.920690909091e-01, 8.443061604430e-04, 3.927309090909e-01, 8.450184603588e-04
 2.227500000000e+00, 1.256683943842e-02, 1.914247161328e-05, 6.262848171120e-03, 1.351359565948e-05, 6.303991267298e-03, 1.355791104180e-05, 7.835981818182e-01, 1.193618015507e-03, 3.905163636364e-01, 8.426326317359e-04, 3.930818181818e-01, 8.453958923936e-04
 2.282500000000e+00, 1.193437652236e-02, 1.820506768983e-05, 5.985780660654e-03, 1.289296577232e-05, 5.948595861705e-03, 1.285285661576e-05, 7.813618181818e-01, 1.191913525068e-03, 3.918981818182e-01, 8.441221172084e-04, 3.894636363636e-01, 8.414961096044e-04
 2.337500000000e+00, 1.126741131655e-02, 1.727285629588e-05, 5.657060275640e-03, 1.223904379078e-05, 5.610351040910e-03, 1.218841136923e-05, 7.736727272727e-01, 1.186034437085e-03, 3.884400000000e-01, 8.403895200766e-04, 3.852327272727e-01, 8.369128631440e-04
 2.392500000000e+00, 1.061926171642e-02, 1.638322426235e-05, 5.327778862456e-03, 1.160446997633e-05, 5.291482853962e-03, 1.156487413675e-05, 7.638836363636e-01, 1.178507250229e-03, 3.832472727273e-01, 8.347533906134e-04, 3.806363636364e-01, 8.319051121988e-04
 2.447500000000e+00, 1.003569237962e-02, 1.556881489743e-05, 5.014440674146e-03, 1.100507821963e-05, 5.021251705478e-03, 1.101254969071e-05, 7.554763636364e-01, 1.172004005296e-03, 3.774818181818e-01, 8.284507097664e-04, 3.779945454545e-01, 8.290131542487e-04
 2.502500000000e+00, 9.458340298531e-03, 1.478217584175e-05, 4.730175114527e-03, 1.045368732403e-05, 4.728165184004e-03, 1.045146611475e-05, 7.443727272727e-01, 1.163359342025e-03, 3.722654545455e-01, 8.227066798026e-04, 3.721072727273e-01, 8.225318703163e-04
 2.557500000000e+00, 8.932071522134e-03, 1.405613139121e-05, 4.474706687296e-03, 9.948829740980e-06, 4.457364834839e-03, 9.929532540449e-06, 7.341927272727e-01, 1.155376937527e-03, 3.678090909091e-01, 8.177675719010e-04, 3.663836363636e-01, 8.161813928997e-04
 2.612500000000e+00, 8.354949148300e-03, 1.330826099749e-05, 4.192938654741e-03, 9.427763039452e-06, 4.162010493559e-03, 9.392927916746e-06, 7.166090909091e-01, 1.141457673256e-03, 3.596309090909e-01, 8.086249935324e-04, 3.569781818182e-01, 8.056371637837e-04
 2.667500000000e+00, 7.842225598369e-03, 1.262761313429e-05, 3.926623064314e-03, 8.935342601458e-06, 3.915602534055e-03, 8.922794745133e-06, 7.012509090909e-01, 1.129159710977e-03, 3.511181818182e-01, 7.989973055117e-04, 3.501327272727e-01, 7.978752776454e-04
 2.722500000000e+00, 7.319892327580e-03, 1.195338193008e-05, 3.657047463239e-03, 8.448969613394e-06, 3.662844864342e-03, 8.455663902871e-06, 6.818127272727e-01, 1.113399974911e-03, 3.406363636364e-01, 7.869808402847e-04, 3.411763636364e-01, 7.876043811185e-04
 2.777500000000e+00, 6.858120962948e-03, 1.134109871333e-05, 3.431564205091e-03, 8.022294937071e-06, 3.426556757857e-03, 8.016439606721e-06, 6.648709090909e-01, 1.099479967233e-03, 3.326781818182e-01, 7.777335157286e-04, 3.321927272727e-01, 7.771658618722e-04
 2.832500000000e+00, 6.450384741462e-03, 1.078523945524e-05, 3.218916800299e-03, 7.618892710439e-06, 3.231467941163e-03, 7.633731982043e-06, 6.503527272727e-01, 1.087409538367e-03, 3.245436363636e-01, 7.681662182386e-04, 3.258090909091e-01, 7.696623709714e-04
 2.887500000000e+00, 5.994465962331e-03, 1.019906628697e-05, 3.007297622985e-03, 7.223927365967e-06, 2.987168339345e-03, 7.199710170359e-06, 6.280836363636e-01, 1.068630080025e-03, 3.150963636364e-01, 7.569032166260e-04, 3.129872727273e-01, 7.543658055579e-04
 2.942500000000e+00, 5.575645017884e-03, 9.652470602776e-06, 2.784706055125e-03, 6.821511399741e-06, 2.790938962759e-03, 6.829141304780e-06, 6.066672727273e-01, 1.050253019495e-03, 3.029945454545e-01, 7.422258238257e-04, 3.036727272727e-01, 7.430560082557e-04
 2.997500000000e+00, 5.191472581011e-03, 9.143105301408e-06, 2.604214326461e-03, 6.475701195447e-06, 2.587258254551e-03, 6.454585081933e-06, 5.861800000000e-01, 1.032367094682e-03, 2.940472727273e-01, 7.311849321196e-04, 2.921327272727e-01, 7.288006676885e-04
