# r, density, density error estimate, radial probability, probability error estimate
3.214285714e-02, 7.727987673e-02, 1.178507072e-02, 1.337777778e-03, 2.040091985e-04
9.642857143e-02, 4.647062355e-02, 3.454134246e-03, 5.631111111e-03, 4.185571926e-04
1.607142857e-01, 4.502475070e-02, 2.063706065e-03, 1.480888889e-02, 6.787643094e-04
2.250000000e-01, 4.629020900e-02, 1.499486953e-03, 2.964888889e-02, 9.604217181e-04
2.892857143e-01, 4.189553363e-02, 1.111009898e-03, 4.424000000e-02, 1.173181808e-03
3.535714286e-01, 4.370569057e-02, 9.290675247e-04, 6.884888889e-02, 1.463545501e-03
4.178571429e-01, 4.324616431e-02, 7.822956567e-04, 9.507555556e-02, 1.719856440e-03
4.821428571e-01, 4.195254076e-02, 6.679358659e-04, 1.227333333e-01, 1.954065089e-03
5.464285714e-01, 4.022595234e-02, 5.771946314e-04, 1.511066667e-01, 2.168201166e-03
6.107142857e-01, 4.063941342e-02, 5.191442552e-04, 1.906488889e-01, 2.435425787e-03
6.750000000e-01, 4.037470409e-02, 4.682088969e-04, 2.313422222e-01, 2.682780942e-03
7.392857143e-01, 3.763268791e-02, 4.127493030e-04, 2.586266667e-01, 2.836575922e-03
8.035714286e-01, 3.784479906e-02, 3.808164174e-04, 3.072533333e-01, 3.091762053e-03
8.678571429e-01, 3.673595093e-02, 3.474169174e-04, 3.478533333e-01, 3.289696598e-03
9.321428571e-01, 3.712897479e-02, 3.251926954e-04, 4.055644444e-01, 3.552120563e-03
9.964285714e-01, 3.475014552e-02, 2.943131480e-04, 4.337200000e-01, 3.673351482e-03
1.060714286e+00, 3.311303363e-02, 2.698904015e-04, 4.683155556e-01, 3.817043003e-03
1.125000000e+00, 3.251007594e-02, 2.521449177e-04, 5.171911111e-01, 4.011282853e-03
1.189285714e+00, 3.154823527e-02, 2.349639833e-04, 5.608711111e-01, 4.177238736e-03
1.253571429e+00, 3.014612968e-02, 2.179073814e-04, 5.954355556e-01, 4.304028546e-03
1.317857143e+00, 2.938525162e-02, 2.046473598e-04, 6.414488889e-01, 4.467234900e-03
