# r, density, density error estimate, radial probability, probability error estimate
3.500000000e-02, 3.166858562e+00, 1.484646193e-01, 6.500000000e-02, 3.047247001e-03
1.050000000e-01, 2.742290710e+00, 5.221753441e-02, 3.940000000e-01, 7.502380575e-03
1.750000000e-01, 2.825812255e+00, 3.217388365e-02, 1.102000000e+00, 1.254705429e-02
2.450000000e-01, 2.698272599e+00, 2.252945494e-02, 2.049142857e+00, 1.710949134e-02
3.150000000e-01, 2.584489760e+00, 1.717240513e-02, 3.235857143e+00, 2.150035595e-02
3.850000000e-01, 2.265483652e+00, 1.316340991e-02, 4.231428571e+00, 2.458637419e-02
4.550000000e-01, 2.103986623e+00, 1.073812022e-02, 5.484428571e+00, 2.799088773e-02
5.250000000e-01, 1.897561717e+00, 8.840223356e-03, 6.582142857e+00, 3.066441133e-02
5.950000000e-01, 1.713955750e+00, 7.414443687e-03, 7.633857143e+00, 3.302349195e-02
6.650000000e-01, 1.470410659e+00, 6.145303142e-03, 8.178857143e+00, 3.418198595e-02
7.350000000e-01, 1.304466902e+00, 5.237344848e-03, 8.862285714e+00, 3.558146732e-02
8.050000000e-01, 1.099016595e+00, 4.389504586e-03, 8.955285714e+00, 3.576767438e-02
8.750000000e-01, 9.427338509e-01, 3.740388946e-03, 9.075000000e+00, 3.600595189e-02
9.450000000e-01, 7.971828585e-01, 3.184886412e-03, 8.950142857e+00, 3.575740254e-02
1.015000000e+00, 6.779231542e-01, 2.734539426e-03, 8.780000000e+00, 3.541589635e-02
1.085000000e+00, 5.479291337e-01, 2.299869529e-03, 8.108571429e+00, 3.403479612e-02
1.155000000e+00, 4.490007142e-01, 1.955785054e-03, 7.529285714e+00, 3.279652794e-02
1.225000000e+00, 3.524066908e-01, 1.633702420e-03, 6.647285714e+00, 3.081577915e-02
1.295000000e+00, 2.785339140e-01, 1.373923192e-03, 5.871285714e+00, 2.896126900e-02
1.365000000e+00, 2.287265434e-01, 1.181201790e-03, 5.356571429e+00, 2.766269130e-02
1.435000000e+00, 1.809633464e-01, 9.994162380e-04, 4.683714286e+00, 2.586700680e-02
1.505000000e+00, 1.436436080e-01, 8.490114695e-04, 4.089285714e+00, 2.416989188e-02
1.575000000e+00, 1.098866403e-01, 7.095813561e-04, 3.426000000e+00, 2.212303260e-02
1.645000000e+00, 7.507446009e-02, 5.615565406e-04, 2.553285714e+00, 1.909856283e-02
1.715000000e+00, 6.221605333e-02, 4.903464190e-04, 2.299857143e+00, 1.812597640e-02
1.785000000e+00, 4.882079003e-02, 4.173326876e-04, 1.955000000e+00, 1.671184353e-02
1.855000000e+00, 3.616822459e-02, 3.456527074e-04, 1.564142857e+00, 1.494820991e-02
1.925000000e+00, 2.607670962e-02, 2.828249916e-04, 1.214428571e+00, 1.317155252e-02
1.995000000e+00, 1.841278202e-02, 2.293192837e-04, 9.210000000e-01, 1.147045895e-02
2.065000000e+00, 1.376564712e-02, 1.915594210e-04, 7.377142857e-01, 1.026585384e-02
2.135000000e+00, 9.773107990e-03, 1.561151555e-04, 5.598571429e-01, 8.943130986e-03
2.205000000e+00, 7.925709209e-03, 1.361251230e-04, 4.842857143e-01, 8.317672359e-03
2.275000000e+00, 5.029566027e-03, 1.051024337e-04, 3.271428571e-01, 6.836277779e-03
2.345000000e+00, 4.111581823e-03, 9.219164108e-05, 2.841428571e-01, 6.371172320e-03
2.415000000e+00, 2.687767428e-03, 7.237849586e-05, 1.970000000e-01, 5.304984179e-03
2.485000000e+00, 1.912608761e-03, 5.933601381e-05, 1.484285714e-01, 4.604788989e-03
2.555000000e+00, 1.154507214e-03, 4.483734482e-05, 9.471428571e-02, 3.678398054e-03
2.625000000e+00, 6.202911575e-04, 3.198907394e-05, 5.371428571e-02, 2.770102776e-03
2.695000000e+00, 4.851899930e-04, 2.755693984e-05, 4.428571429e-02, 2.515259552e-03
2.765000000e+00, 3.330631981e-04, 2.225372099e-05, 3.200000000e-02, 2.138089935e-03
2.835000000e+00, 1.584097572e-04, 1.496831510e-05, 1.600000000e-02, 1.511857892e-03
2.905000000e+00, 2.047492865e-04, 1.660736012e-05, 2.171428571e-02, 1.761261144e-03
2.975000000e+00, 1.425676853e-04, 1.353192584e-05, 1.585714286e-02, 1.505093393e-03
3.045000000e+00, 6.497918292e-05, 8.925577211e-06, 7.571428571e-03, 1.040015698e-03
3.115000000e+00, 8.669407916e-05, 1.007798200e-05, 1.057142857e-02, 1.228903610e-03
3.185000000e+00, 4.482452878e-05, 7.087380300e-06, 5.714285714e-03, 9.035079029e-04
3.255000000e+00, 1.180228392e-05, 3.558522493e-06, 1.571428571e-03, 4.738035415e-04
3.325000000e+00, 4.318590718e-05, 6.663730149e-06, 6.000000000e-03, 9.258200998e-04
3.395000000e+00, 2.169800645e-05, 4.626030519e-06, 3.142857143e-03, 6.700593943e-04
3.465000000e+00, 3.029847893e-05, 5.356064978e-06, 4.571428571e-03, 8.081220356e-04
