# r, density, density error estimate, radial probability, probability error estimate
3.214285714e-02, 1.006435604e-01, 1.344906147e-02, 1.742222222e-03, 2.328142374e-04
9.642857143e-02, 3.902505403e-02, 3.165349862e-03, 4.728888889e-03, 3.835635380e-04
1.607142857e-01, 5.032178020e-02, 2.181725865e-03, 1.655111111e-02, 7.175816726e-04
2.250000000e-01, 4.915602467e-02, 1.545206396e-03, 3.148444444e-02, 9.897050315e-04
2.892857143e-01, 4.987984419e-02, 1.212262327e-03, 5.267111111e-02, 1.280100305e-03
3.535714286e-01, 4.842582615e-02, 9.779503483e-04, 7.628444444e-02, 1.540549846e-03
4.178571429e-01, 4.814249050e-02, 8.253941733e-04, 1.058400000e-01, 1.814607396e-03
4.821428571e-01, 4.672736732e-02, 7.049223604e-04, 1.367022222e-01, 2.062270114e-03
5.464285714e-01, 4.493016089e-02, 6.100116124e-04, 1.687777778e-01, 2.291476423e-03
6.107142857e-01, 4.642230645e-02, 5.548526878e-04, 2.177777778e-01, 2.602942305e-03
6.750000000e-01, 4.384423555e-02, 4.879117048e-04, 2.512222222e-01, 2.795675673e-03
7.392857143e-01, 4.283417454e-02, 4.403509425e-04, 2.943733333e-01, 3.026265270e-03
8.035714286e-01, 4.351998612e-02, 4.083729198e-04, 3.533288889e-01, 3.315487041e-03
8.678571429e-01, 4.066220630e-02, 3.655112841e-04, 3.850311111e-01, 3.461032459e-03
9.321428571e-01, 4.057243372e-02, 3.399380921e-04, 4.431777778e-01, 3.713186379e-03
9.964285714e-01, 3.790086526e-02, 3.073660618e-04, 4.730444444e-01, 3.836266189e-03
1.060714286e+00, 3.756975363e-02, 2.874796635e-04, 5.313466667e-01, 4.065806831e-03
1.125000000e+00, 3.616511275e-02, 2.659415150e-04, 5.753377778e-01, 4.230767960e-03
1.189285714e+00, 3.498340200e-02, 2.474256849e-04, 6.219422222e-01, 4.398785466e-03
1.253571429e+00, 3.361138311e-02, 2.300908521e-04, 6.638800000e-01, 4.544672094e-03
1.317857143e+00, 3.186799040e-02, 2.131173357e-04, 6.956444444e-01, 4.652125493e-03
1.382142857e+00, 3.088422162e-02, 2.000456362e-04, 7.415333333e-01, 4.803116272e-03
1.446428571e+00, 2.942141701e-02, 1.865743290e-04, 7.736400000e-01, 4.905996331e-03
1.510714286e+00, 2.812297264e-02, 1.746498997e-04, 8.066800000e-01, 5.009661776e-03
1.575000000e+00, 2.638730137e-02, 1.622705151e-04, 8.226711111e-01, 5.059072281e-03
1.639285714e+00, 2.501626610e-02, 1.518034325e-04, 8.448844444e-01, 5.126918551e-03
1.703571429e+00, 2.364431058e-02, 1.420136345e-04, 8.624000000e-01, 5.179789786e-03
1.767857143e+00, 2.289002591e-02, 1.346495408e-04, 8.990800000e-01, 5.288797385e-03
1.832142857e+00, 2.087547090e-02, 1.240764498e-04, 8.806622222e-01, 5.234346210e-03
1.896428571e+00, 1.957791752e-02, 1.160857185e-04, 8.848933333e-01, 5.246905261e-03
1.960714286e+00, 1.810342592e-02, 1.079690919e-04, 8.746577778e-01, 5.216471538e-03
2.025000000e+00, 1.704599292e-02, 1.014426807e-04, 8.784533333e-01, 5.227777660e-03
2.089285714e+00, 1.594063695e-02, 9.508033393e-05, 8.744711111e-01, 5.215914867e-03
2.153571429e+00, 1.472246745e-02, 8.864775177e-05, 8.581066667e-01, 5.166880282e-03
2.217857143e+00, 1.355831458e-02, 8.260510938e-05, 8.381333333e-01, 5.106393958e-03
2.282142857e+00, 1.258377233e-02, 7.733944835e-05, 8.236355556e-01, 5.062036871e-03
2.346428571e+00, 1.154807428e-02, 7.205874478e-05, 7.990266667e-01, 4.985840692e-03
2.410714286e+00, 1.087823199e-02, 6.807276291e-05, 7.944844444e-01, 4.971649005e-03
2.475000000e+00, 9.905852697e-03, 6.327196913e-05, 7.625644444e-01, 4.870752217e-03
2.539285714e+00, 9.009452300e-03, 5.881374810e-05, 7.300533333e-01, 4.765791683e-03
2.603571429e+00, 8.193522939e-03, 5.470255821e-05, 6.979777778e-01, 4.659921051e-03
2.667857143e+00, 7.515432447e-03, 5.112775689e-05, 6.722177778e-01, 4.573121688e-03
2.732142857e+00, 6.785540445e-03, 4.743857433e-05, 6.365333333e-01, 4.450085309e-03
2.796428571e+00, 6.056747142e-03, 4.378841818e-05, 5.952177778e-01, 4.303241385e-03
2.860714286e+00, 5.433970578e-03, 4.054411711e-05, 5.588488889e-01, 4.169701413e-03
2.925000000e+00, 5.032814609e-03, 3.816134599e-05, 5.411155556e-01, 4.103011842e-03
2.989285714e+00, 4.415858390e-03, 3.497716474e-05, 4.958800000e-01, 3.927770077e-03
3.053571429e+00, 3.966386016e-03, 3.245145806e-05, 4.647688889e-01, 3.802561839e-03
3.117857143e+00, 3.564107137e-03, 3.012758352e-05, 4.354000000e-01, 3.680458909e-03
3.182142857e+00, 3.205193357e-03, 2.799322199e-05, 4.078666667e-01, 3.562188258e-03
3.246428571e+00, 2.847906264e-03, 2.586441899e-05, 3.771911111e-01, 3.425614480e-03
3.310714286e+00, 2.472090541e-03, 2.362960653e-05, 3.405111111e-01, 3.254793236e-03
3.375000000e+00, 2.197986296e-03, 2.185671940e-05, 3.146266667e-01, 3.128639510e-03
3.439285714e+00, 1.946432963e-03, 2.018356959e-05, 2.893333333e-01, 3.000246903e-03
3.503571429e+00, 1.678616223e-03, 1.839973079e-05, 2.589377778e-01, 2.838281518e-03
3.567857143e+00, 1.517152625e-03, 1.717726967e-05, 2.426977778e-01, 2.747835063e-03
3.632142857e+00, 1.336504567e-03, 1.583687403e-05, 2.215733333e-01, 2.625527108e-03
3.696428571e+00, 1.114670228e-03, 1.421144499e-05, 1.913955556e-01, 2.440190237e-03
3.760714286e+00, 9.811378272e-04, 1.310515650e-05, 1.743777778e-01, 2.329181491e-03
3.825000000e+00, 8.595997263e-04, 1.206047499e-05, 1.580444444e-01, 2.217417027e-03
3.889285714e+00, 7.623520241e-04, 1.117006797e-05, 1.449155556e-01, 2.123319088e-03
3.953571429e+00, 6.847028660e-04, 1.041380708e-05, 1.344933333e-01, 2.045540769e-03
4.017857143e+00, 5.887426833e-04, 9.502031523e-06, 1.194355556e-01, 1.927634000e-03
4.082142857e+00, 4.896744988e-04, 8.529309739e-06, 1.025422222e-01, 1.786113790e-03
4.146428571e+00, 4.003071782e-04, 7.592258384e-06, 8.648888889e-02, 1.640355276e-03
4.210714286e+00, 3.539677037e-04, 7.030312931e-06, 7.886666667e-02, 1.566406598e-03
4.275000000e+00, 3.033048322e-04, 6.409915180e-06, 6.965777778e-02, 1.472117816e-03
4.339285714e+00, 2.595424321e-04, 5.841640085e-06, 6.141333333e-02, 1.382257949e-03
4.403571429e+00, 2.268690656e-04, 5.381849742e-06, 5.528444444e-02, 1.311472643e-03
4.467857143e+00, 1.839249979e-04, 4.776064510e-06, 4.613777778e-02, 1.198080770e-03
