#                 r,           dens_tot,           dens_err,             dens_A,         dens_err_A,             dens_B,         dens_err_B,         dens_alike,     dens_alike_err,        dens_unlike,    dens_unlike_err,           prob_tot,           prob_err,             prob_A,         prob_err_A,             prob_B,         prob_err_B,         prob_alike,     prob_alike_err,        prob_unlike,    prob_unlike_err
 3.000000000000e-02, 1.424534984464e-02, 4.182578731418e-04, 5.636737567838e-03, 2.631003785045e-04, 8.608612276807e-03, 3.251427982839e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.148148148148e-04, 6.307180135528e-06, 8.500000000000e-05, 3.967460238079e-06, 1.298148148148e-04, 4.903037886990e-06, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 9.000000000000e-02, 1.365237838559e-02, 1.547614190835e-04, 6.987589708278e-03, 1.107190226030e-04, 6.664788677316e-03, 1.081313778261e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.441111111111e-03, 1.633623053166e-05, 7.375925925926e-04, 1.168722468555e-05, 7.035185185185e-04, 1.141407933795e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 1.500000000000e-01, 1.386530149126e-02, 9.466630438186e-05, 6.961736078796e-03, 6.707945757336e-05, 6.903565412462e-03, 6.679861942423e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.972592592593e-03, 2.712315053464e-05, 1.994629629630e-03, 1.921915339808e-05, 1.977962962963e-03, 1.913868954724e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 2.100000000000e-01, 1.387228895869e-02, 6.785482992492e-05, 7.040030651323e-03, 4.833858997847e-05, 6.832258307363e-03, 4.761993976301e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 7.740000000000e-03, 3.785938897200e-05, 3.927962962963e-03, 2.697036426704e-05, 3.812037037037e-03, 2.656939563928e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 2.700000000000e-01, 1.378271821741e-02, 5.267567217330e-05, 6.904444859694e-03, 3.728267202034e-05, 6.878273357718e-03, 3.721194439871e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.267814814815e-02, 4.845415578276e-05, 6.351111111111e-03, 3.429477638421e-05, 6.327037037037e-03, 3.422971699236e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.300000000000e-01, 1.366034045116e-02, 4.293560931455e-05, 6.756419906423e-03, 3.019570579705e-05, 6.903920544735e-03, 3.052353024521e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.874537037037e-02, 5.891828988864e-05, 9.271481481481e-03, 4.143598695686e-05, 9.473888888889e-03, 4.188584329237e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.900000000000e-01, 1.339412927254e-02, 3.598843387448e-05, 6.568216355874e-03, 2.520167633016e-05, 6.825912916667e-03, 2.569129975084e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.565129629630e-02, 6.892198527952e-05, 1.257888888889e-02, 4.826410538188e-05, 1.307240740741e-02, 4.920179048121e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 4.500000000000e-01, 1.329314078341e-02, 3.107978564713e-05, 6.632473279535e-03, 2.195340893473e-05, 6.660667503876e-03, 2.200002072762e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.387703703704e-02, 7.920558930548e-05, 1.690259259259e-02, 5.594738366867e-05, 1.697444444444e-02, 5.606617195654e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 5.100000000000e-01, 1.325940321747e-02, 2.739300564305e-05, 6.676673006997e-03, 1.943827632832e-05, 6.582730210469e-03, 1.930104068552e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 4.338851851852e-02, 8.963766416391e-05, 2.184796296296e-02, 6.360753938972e-05, 2.154055555556e-02, 6.315846554142e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 5.700000000000e-01, 1.334398117891e-02, 2.459040208000e-05, 6.674233701866e-03, 1.739096273267e-05, 6.669747477046e-03, 1.738511690173e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 5.453129629630e-02, 1.004907369016e-04, 2.727481481481e-02, 7.106962524436e-05, 2.725648148148e-02, 7.104573576679e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
