#                   r,             dens_tot,             dens_err,               dens_A,           dens_err_A,               dens_B,           dens_err_B,           dens_alike,       dens_err_alike,          dens_unlike,      dens_err_unlike,         dens_alike_n,     dens_err_alike_n,        dens_unlike_n,    dens_err_unlike_n,             prob_tot,             prob_err,               prob_A,           prob_err_A,               prob_B,           prob_err_B,           prob_alike,       prob_err_alike,          prob_unlike,      prob_err_unlike,         prob_alike_n,     prob_err_alike_n,        prob_unlike_n,    prob_err_unlike_n
  3.0000000000000e-02,  2.6341616738589e-02,  9.8512061126801e-04,  1.3962898942553e-02,  7.1722594240147e-04,  1.2378717796036e-02,  6.7531442031944e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  3.9722222222222e-04,  1.4855268841245e-05,  2.1055555555556e-04,  1.0815512407740e-05,  1.8666666666667e-04,  1.0183501544346e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  9.0000000000000e-02,  2.5104797571043e-02,  3.6349424083489e-04,  1.2631344689833e-02,  2.5783624379421e-04,  1.2473452881210e-02,  2.5621969968414e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  2.6500000000000e-03,  3.8369548110738e-05,  1.3333333333333e-03,  2.7216552697591e-05,  1.3166666666667e-03,  2.7045914321418e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  1.5000000000000e-01,  2.4177667950936e-02,  2.1652028812765e-04,  1.2157669263964e-02,  1.5353823868583e-04,  1.2019998686972e-02,  1.5266644828559e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  6.9272222222222e-03,  6.2035931443990e-05,  3.4833333333333e-03,  4.3990739766287e-05,  3.4438888888889e-03,  4.3740960265388e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  2.1000000000000e-01,  2.3903112887037e-02,  1.5427464709758e-04,  1.2054114996687e-02,  1.0955570440133e-04,  1.1848997890350e-02,  1.0861958557374e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  1.3336666666667e-02,  8.6077054197151e-05,  6.7255555555556e-03,  6.1126260748441e-05,  6.6111111111111e-03,  6.0603956192421e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  2.7000000000000e-01,  2.3615955467438e-02,  1.1942796591462e-04,  1.1754225495046e-02,  8.4255892617526e-05,  1.1861729972392e-02,  8.4640319007720e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  2.1723333333333e-02,  1.0985680915864e-04,  1.0812222222222e-02,  7.7503484589125e-05,  1.0911111111111e-02,  7.7857102406022e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  3.3000000000000e-01,  2.3635594049267e-02,  9.7820697986959e-05,  1.1787635640679e-02,  6.9081355061737e-05,  1.1847958408589e-02,  6.9257890073911e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  3.2433888888889e-02,  1.3423422499681e-04,  1.6175555555556e-02,  9.4796728599074e-05,  1.6258333333333e-02,  9.5038978358395e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  3.9000000000000e-01,  2.3595625393977e-02,  8.2733629718707e-05,  1.1845242401705e-02,  5.8618986883722e-05,  1.1750382992272e-02,  5.8383797950785e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  4.5188333333333e-02,  1.5844440548542e-04,  2.2685000000000e-02,  1.1226209412699e-04,  2.2503333333333e-02,  1.1181168030153e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  4.5000000000000e-01,  2.3381441179411e-02,  7.1393796729672e-05,  1.1675242832529e-02,  5.0449608597183e-05,  1.1706198346882e-02,  5.0516444885490e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  5.9586666666667e-02,  1.8194423240022e-04,  2.9753888888889e-02,  1.2856880753746e-04,  2.9832777777778e-02,  1.2873913714212e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  5.1000000000000e-01,  2.2888709637758e-02,  6.2337442464901e-05,  1.1462435977608e-02,  4.4114035361068e-05,  1.1426273660150e-02,  4.4044393709385e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  7.4898333333333e-02,  2.0398574750503e-04,  3.7508333333333e-02,  1.4435360391401e-04,  3.7390000000000e-02,  1.4412571672752e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  5.7000000000000e-01,  2.2509701010720e-02,  5.5318247134668e-05,  1.1195034174418e-02,  3.9011824229798e-05,  1.1314666836302e-02,  3.9219714893349e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  9.1987777777778e-02,  2.2606264836911e-04,  4.5749444444444e-02,  1.5942508593283e-04,  4.6238333333333e-02,  1.6027464853483e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
  6.3000000000000e-01,  2.2194007222409e-02,  4.9701793089480e-05,  1.1160724801845e-02,  3.5245233758237e-05,  1.1033282420564e-02,  3.5043426396924e-05,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,  1.1077833333333e-01,  2.4807966163819e-04,  5.5707222222222e-02,  1.7592173484287e-04,  5.5071111111111e-02,  1.7491444116595e-04,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00,                 -nan,                 -nan,  0.0000000000000e+00,  0.0000000000000e+00
