#                   r,             dens_tot,             dens_err,               dens_A,           dens_err_A,               dens_B,           dens_err_B,           dens_alike,       dens_err_alike,          dens_unlike,      dens_err_unlike,             prob_tot,             prob_err,               prob_A,           prob_err_A,               prob_B,           prob_err_B,           prob_alike,       prob_err_alike,          prob_unlike,      prob_err_unlike
  3.0000000000000e-02,  4.8400418168282e-03,  1.4929585691236e-04,  2.2933785202478e-03,  1.0276874883551e-04,  2.5466632965804e-03,  1.0829513910595e-04,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  7.2986111111111e-05,  2.2513284829788e-06,  3.4583333333333e-05,  1.5497162225293e-06,  3.8402777777778e-05,  1.6330522244868e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  9.0000000000000e-02,  3.1473100518834e-03,  4.5503409963290e-05,  1.6276013938879e-03,  3.2722630280773e-05,  1.5197086579955e-03,  3.1619452648568e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  3.3222222222222e-04,  4.8032267960529e-06,  1.7180555555556e-04,  3.4541194765127e-06,  1.6041666666667e-04,  3.3376707890828e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  1.5000000000000e-01,  3.8428996447399e-03,  3.0519394994012e-05,  1.8190452118431e-03,  2.0997526845040e-05,  2.0238544328968e-03,  2.2148077505561e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.1010416666667e-03,  8.7442110479935e-06,  5.2118055555556e-04,  6.0160696584899e-06,  5.7986111111111e-04,  6.3457176675337e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  2.1000000000000e-01,  3.7218548730582e-03,  2.1522962756796e-05,  1.8441869930811e-03,  1.5150424942881e-05,  1.8776678799771e-03,  1.5287332987821e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  2.0765972222222e-03,  1.2008669386410e-05,  1.0289583333333e-03,  8.4531319529991e-06,  1.0476388888889e-03,  8.5295193661357e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  2.7000000000000e-01,  3.6353726138657e-03,  1.6566575612889e-05,  1.7868844622999e-03,  1.1614660443501e-05,  1.8484881515658e-03,  1.1813174438726e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  3.3440277777778e-03,  1.5238902560046e-05,  1.6436805555556e-03,  1.0683842147125e-05,  1.7003472222222e-03,  1.0866446899050e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  3.3000000000000e-01,  3.5008460054217e-03,  1.3310335625263e-05,  1.7338241202659e-03,  9.3670971166059e-06,  1.7670218851558e-03,  9.4563484530358e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  4.8040277777778e-03,  1.8265077063168e-05,  2.3792361111111e-03,  1.2853977203118e-05,  2.4247916666667e-03,  1.2976452141675e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  3.9000000000000e-01,  3.7042309293456e-03,  1.1589651188166e-05,  1.8309751605065e-03,  8.1482165928157e-06,  1.8732557688392e-03,  8.2417583694211e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  7.0940277777778e-03,  2.2195513463338e-05,  3.5065277777778e-03,  1.5604770855632e-05,  3.5875000000000e-03,  1.5783914104063e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  4.5000000000000e-01,  3.6278718340010e-03,  9.9427338564343e-06,  1.8096713589052e-03,  7.0223052400881e-06,  1.8182004750958e-03,  7.0388341119049e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  9.2454861111111e-03,  2.5338659131946e-05,  4.6118750000000e-03,  1.7896063735420e-05,  4.6336111111111e-03,  1.7938186903439e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  5.1000000000000e-01,  3.7169938839631e-03,  8.8815600242836e-06,  1.8843665810557e-03,  6.3237694581746e-06,  1.8326273029075e-03,  6.2363489563053e-06,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.2163055555556e-02,  2.9062977063654e-05,  6.1661805555555e-03,  2.0693162711985e-05,  5.9968750000000e-03,  2.0407098097911e-05,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00
  5.7000000000000e-01,  3.5973405482320e-03,  7.8186060273819e-06,  1.8337953752686e-03,  5.5823105107431e-06,  1.7635451729634e-03,  5.4743410172421e-06,  0.0000000000000e+00,  0.0000000000000e+00,  5.5228146466348e-08,  1.5317531841019e-08,  1.4700833333333e-02,  3.1951388134222e-05,  7.4939583333333e-03,  2.2812579274342e-05,  7.2068750000000e-03,  2.2371352899536e-05,  0.0000000000000e+00,  0.0000000000000e+00,  2.2569444444444e-07,  6.2596376310139e-08
  6.3000000000000e-01,  3.4795109191195e-03,  6.9577417315193e-06,  1.7586631228960e-03,  4.9465286695817e-06,  1.7208477962235e-03,  4.8930587696789e-06,  0.0000000000000e+00,  0.0000000000000e+00,  5.5060395624071e-06,  1.3838813933471e-07,  1.7367500000000e-02,  3.4728610523441e-05,  8.7781250000000e-03,  2.4689917251560e-05,  8.5893750000000e-03,  2.4423029603225e-05,  0.0000000000000e+00,  0.0000000000000e+00,  2.7482638888889e-05,  6.9074535639159e-07
  6.9000000000000e-01,  3.5838954855124e-03,  6.4477117479660e-06,  1.8020976937198e-03,  4.5721146371005e-06,  1.7817977917926e-03,  4.5462901942210e-06,  1.3257078809648e-08,  6.6285394048242e-09,  4.2342695434304e-05,  3.5041864037438e-07,  2.1455416666667e-02,  3.8599993403377e-05,  1.0788472222222e-02,  2.7371508176871e-05,  1.0666944444444e-02,  2.7216907077480e-05,  7.9365079365079e-08,  3.9682539682540e-08,  2.5348958333333e-04,  2.0978228766412e-06
