#                 r,           dens_tot,           dens_err,             dens_A,         dens_err_A,             dens_B,         dens_err_B,         dens_alike,     dens_alike_err,        dens_unlike,    dens_unlike_err,           prob_tot,           prob_err,             prob_A,         prob_err_A,             prob_B,         prob_err_B,         prob_alike,     prob_alike_err,        prob_unlike,    prob_unlike_err
 3.000000000000e-02, 2.262984347088e-02, 4.565401442854e-04, 1.237871779604e-02, 3.376572101597e-04, 1.025112567484e-02, 3.072726993588e-04, 7.920905732583e-03, 2.205362520507e-04, 8.017614465364e-03, 1.921523868080e-04, 3.412500000000e-04, 6.884463184108e-06, 1.866666666667e-04, 5.091750772173e-06, 1.545833333333e-04, 4.633563143781e-06, 1.194444444444e-04, 3.325608332605e-06, 1.209027777778e-04, 2.897589728476e-06
 9.000000000000e-02, 2.178249076460e-02, 1.692945377918e-04, 1.128926431654e-02, 1.218770678785e-04, 1.049322644806e-02, 1.175015780807e-04, 7.823539117265e-03, 8.284097017301e-05, 7.746566860562e-03, 7.138859188251e-05, 2.299305555556e-03, 1.787031040097e-05, 1.191666666667e-03, 1.286504019657e-05, 1.107638888889e-03, 1.240317437465e-05, 8.258333333333e-04, 8.744486799276e-06, 8.177083333333e-04, 7.535602227156e-06
 1.500000000000e-01, 2.189156076398e-02, 1.030148321339e-04, 1.112853322539e-02, 7.344806515772e-05, 1.076302753859e-02, 7.223183068536e-05, 7.944497169485e-03, 5.066977479740e-05, 7.810381466547e-03, 4.350934259049e-05, 6.272222222222e-03, 2.951511435364e-05, 3.188472222222e-03, 2.104384385509e-05, 3.083750000000e-03, 2.069537656365e-05, 2.276203703704e-03, 1.451756185435e-05, 2.237777777778e-03, 1.246600315129e-05
 2.100000000000e-01, 2.210858713511e-02, 7.418529525443e-05, 1.115224694297e-02, 5.268882619172e-05, 1.095634019214e-02, 5.222399473926e-05, 7.713465293326e-03, 3.577803380444e-05, 7.792956469649e-03, 3.114393340450e-05, 1.233541666667e-02, 4.139145219505e-05, 6.222361111111e-03, 2.939756488194e-05, 6.113055555556e-03, 2.913821363480e-05, 4.303703703704e-03, 1.996224144920e-05, 4.348055555556e-03, 1.737665970401e-05
 2.700000000000e-01, 2.176980765211e-02, 5.733245979400e-05, 1.090672179934e-02, 4.058078062905e-05, 1.086308585277e-02, 4.049952085603e-05, 7.823467217535e-03, 2.806255976460e-05, 7.801624079347e-03, 2.426893907581e-05, 2.002513888889e-02, 5.273774066192e-05, 1.003263888889e-02, 3.732856905778e-05, 9.992500000000e-03, 3.725382157876e-05, 7.196481481481e-03, 2.581357933172e-05, 7.176388888889e-03, 2.232398574418e-05
 3.300000000000e-01, 2.171852433957e-02, 4.688486367056e-05, 1.074909214819e-02, 3.298400545109e-05, 1.096943219138e-02, 3.332035152590e-05, 7.797628666619e-03, 2.293787310782e-05, 7.825563371222e-03, 1.990033141535e-05, 2.980319444444e-02, 6.433764498121e-05, 1.475041666667e-02, 4.526222466342e-05, 1.505277777778e-02, 4.572377478125e-05, 1.070027777778e-02, 3.147644295192e-05, 1.073861111111e-02, 2.730818343860e-05
 3.900000000000e-01, 2.148377065187e-02, 3.947222338913e-05, 1.075646234528e-02, 2.793000843710e-05, 1.072730830660e-02, 2.789213236712e-05, 7.782146046002e-03, 1.939726036071e-05, 7.734522947994e-03, 1.674704181155e-05, 4.114388888889e-02, 7.559384242348e-05, 2.059986111111e-02, 5.348917480189e-05, 2.054402777778e-02, 5.341663777661e-05, 1.490370370370e-02, 3.714798197961e-05, 1.481250000000e-02, 3.207250899654e-05
 4.500000000000e-01, 2.094500240357e-02, 3.378586572474e-05, 1.049751630933e-02, 2.391873038767e-05, 1.044748609423e-02, 2.386166505950e-05, 7.712464669385e-03, 1.673962823628e-05, 7.665032246863e-03, 1.445229573045e-05, 5.337750000000e-02, 8.610192603343e-05, 2.675250000000e-02, 6.095592670118e-05, 2.662500000000e-02, 6.081049799719e-05, 1.965490740741e-02, 4.266027231534e-05, 1.953402777778e-02, 3.683109700769e-05
 5.100000000000e-01, 2.082427424001e-02, 2.972988758580e-05, 1.049776795976e-02, 2.110847285465e-05, 1.032650628025e-02, 2.093558190280e-05, 7.638794382767e-03, 1.470195571801e-05, 7.656564285243e-03, 1.274706788357e-05, 6.814291666667e-02, 9.728460300315e-05, 3.435166666667e-02, 6.907289493582e-05, 3.379125000000e-02, 6.850714682912e-05, 2.499629629630e-02, 4.810895840991e-05, 2.505444444444e-02, 4.171201236225e-05
 5.700000000000e-01, 2.076262232204e-02, 2.656407228544e-05, 1.037837132430e-02, 1.878097583408e-05, 1.038425099774e-02, 1.878629508726e-05, 7.584506844137e-03, 1.310906133842e-05, 7.620311676323e-03, 1.137954560914e-05, 8.484819444444e-02, 1.085563054392e-04, 4.241208333333e-02, 7.675003016045e-05, 4.243611111111e-02, 7.677176773390e-05, 3.099472222222e-02, 5.357127669977e-05, 3.114104166667e-02, 4.650346587044e-05
 6.300000000000e-01, 2.028290019431e-02, 2.375687030039e-05, 1.015941168168e-02, 1.681351359906e-05, 1.012348851263e-02, 1.678376140572e-05, 7.520881349770e-03, 1.181171444122e-05, 7.513006634944e-03, 1.022388811676e-05, 1.012393055556e-01, 1.185791493497e-04, 5.070930555556e-02, 8.392233972512e-05, 5.053000000000e-02, 8.377383574575e-05, 3.753944444444e-02, 5.895654743620e-05, 3.750013888889e-02, 5.103113080981e-05
 6.900000000000e-01, 1.990425103874e-02, 2.148898306501e-05, 9.889903419977e-03, 1.514743050330e-05, 1.001434761876e-02, 1.524243229659e-05, 7.510004784391e-03, 1.077748484119e-05, 7.472440299205e-03, 9.310203472728e-06, 1.191591666667e-01, 1.286463534627e-04, 5.920708333333e-02, 9.068189465664e-05, 5.995208333333e-02, 9.125063419364e-05, 4.495953703704e-02, 6.452069509872e-05, 4.473465277778e-02, 5.573664063763e-05
 7.500000000000e-01, 1.933002250037e-02, 1.948354393435e-05, 9.671639171255e-03, 1.378166909781e-05, 9.658383329113e-03, 1.377222135751e-05, 7.385278064724e-03, 9.833079981652e-06, 7.380921638578e-03, 8.513185072334e-06, 1.367087500000e-01, 1.377945078328e-04, 6.840125000000e-02, 9.746883405023e-05, 6.830750000000e-02, 9.740201629216e-05, 5.223129629630e-02, 6.954301646137e-05, 5.220048611111e-02, 6.020825323588e-05
 8.100000000000e-01, 1.916789478196e-02, 1.796518699227e-05, 9.623794386039e-03, 1.272968630072e-05, 9.544100395919e-03, 1.267686989570e-05, 7.271140689395e-03, 9.034417949845e-06, 7.285930017091e-03, 7.831988362285e-06, 1.581076388889e-01, 1.481870247023e-04, 7.938250000000e-02, 1.050016534261e-04, 7.872513888889e-02, 1.045659938407e-04, 5.997648148148e-02, 7.452098976095e-05, 6.009847222222e-02, 6.460267034289e-05
 8.700000000000e-01, 1.867292294378e-02, 1.650933840300e-05, 9.364070643736e-03, 1.169111299039e-05, 9.308852300046e-03, 1.165659176391e-05, 7.205300520395e-03, 8.373440471765e-06, 7.213751860865e-03, 7.255863749766e-06, 1.776776388889e-01, 1.570905784752e-04, 8.910152777778e-02, 1.112439310316e-04, 8.857611111111e-02, 1.109154527301e-04, 6.856027777778e-02, 7.967542825936e-05, 6.864069444444e-02, 6.904139984079e-05
