#                 r,           dens_tot,           dens_err,             dens_A,         dens_err_A,             dens_B,         dens_err_B,         dens_alike,     dens_err_alike,        dens_unlike,    dens_err_unlike,       dens_alike_n,   dens_err_alike_n,      dens_unlike_n,  dens_err_unlike_n,           prob_tot,           prob_err,             prob_A,         prob_err_A,             prob_B,         prob_err_B,         prob_alike,     prob_err_alike,        prob_unlike,    prob_err_unlike,       prob_alike_n,   prob_err_alike_n,      prob_unlike_n,  prob_err_unlike_n
 6.666666666667e-02, 1.025532905084e-02, 1.136259158505e-04, 5.345461226350e-03, 8.203424563557e-05, 4.909867824485e-03, 7.862080701618e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 7.636875000000e-04, 8.461424414660e-06, 3.980625000000e-04, 6.108875459117e-06, 3.656250000000e-04, 5.854685623498e-06, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 2.000000000000e-01, 1.103964896229e-02, 4.455856632265e-05, 5.659297100113e-03, 3.190324242082e-05, 5.380351862172e-03, 3.110705636618e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 5.754656250000e-03, 2.322711827665e-05, 2.950031250000e-03, 1.663025645285e-05, 2.804625000000e-03, 1.621522721857e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.333333333333e-01, 1.117654217315e-02, 2.721319458611e-05, 5.666888605791e-03, 1.937751734742e-05, 5.509653567363e-03, 1.910679934033e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.581346875000e-02, 3.850341147629e-05, 8.017968750000e-03, 2.741686652979e-05, 7.795500000000e-03, 2.703383296908e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 4.666666666667e-01, 1.105499442583e-02, 1.939460767505e-05, 5.559276953370e-03, 1.375342584192e-05, 5.495717472455e-03, 1.367457803664e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.045975000000e-02, 5.343782894636e-05, 1.531743750000e-02, 3.789471949527e-05, 1.514231250000e-02, 3.767747068043e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 6.000000000000e-01, 1.076123737358e-02, 1.490283129299e-05, 5.403166104186e-03, 1.055994944015e-05, 5.358071269396e-03, 1.051579043005e-05, 0.000000000000e+00, 0.000000000000e+00, 2.734583803045e-06, 1.679841476784e-07, 0.000000000000e+00, 0.000000000000e+00, 2.800173293743e-03, 1.722539431990e-04, 4.888303125000e-02, 6.769626414868e-05, 2.454393750000e-02, 4.796867874588e-05, 2.433909375000e-02, 4.776808598910e-05, 0.000000000000e+00, 0.000000000000e+00, 1.242187500000e-05, 7.630697154422e-07, 0.000000000000e+00, 0.000000000000e+00, 2.800173293743e-03, 1.722539431990e-04
 7.333333333333e-01, 1.055598063596e-02, 1.208456976374e-05, 5.284603214065e-03, 8.550432700664e-06, 5.271377421898e-03, 8.539726401131e-06, 4.961977814545e-06, 2.139260539652e-07, 2.029591882759e-04, 1.184871522306e-06, 5.055773260786e-03, 2.185201712142e-04, 2.074947314824e-01, 1.331104772506e-03, 7.153293750000e-02, 8.189147019455e-05, 3.581128125000e-02, 5.794227832237e-05, 3.572165625000e-02, 5.786972674411e-05, 3.362500000000e-05, 1.449676688093e-06, 1.375359375000e-03, 8.029319442090e-06, 5.055773260786e-03, 2.185201712142e-04, 2.074947314824e-01, 1.331104772506e-03
 8.666666666667e-01, 1.043306765389e-02, 1.016966737080e-05, 5.210397731279e-03, 7.186810183167e-06, 5.222669922611e-03, 7.195268850002e-06, 1.905262660743e-04, 1.122102513184e-06, 1.122409861020e-03, 2.358639000588e-06, 1.952868338877e-01, 1.257438377675e-03, 1.147631041490e+00, 3.534208156108e-03, 9.866925000000e-02, 9.617817937297e-05, 4.927659375000e-02, 6.796823275665e-05, 4.939265625000e-02, 6.804822939238e-05, 1.801875000000e-03, 1.061212455166e-05, 1.061503125000e-02, 2.230649210082e-05, 1.952868338877e-01, 1.257438377675e-03, 1.147631041490e+00, 3.534208156108e-03
 1.000000000000e+00, 1.007168017892e-02, 8.661841009935e-06, 5.053111411797e-03, 6.135340658693e-06, 5.018568767127e-03, 6.114334361415e-06, 9.349830532344e-04, 2.154842262737e-06, 2.325054462205e-03, 2.942800437547e-06, 9.773200371684e-01, 3.167284182882e-03, 2.418624294344e+00, 5.660069707896e-03, 1.267519687500e-01, 1.090091604881e-04, 6.359334375000e-02, 7.721318525072e-05, 6.315862500000e-02, 7.694882126290e-05, 1.176675000000e-02, 2.711866285420e-05, 2.926078125000e-02, 3.703510660298e-05, 9.773200371684e-01, 3.167284182882e-03, 2.418624294344e+00, 5.660069707896e-03
 1.133333333333e+00, 9.753290279487e-03, 7.522259388010e-06, 4.874286801955e-03, 5.317754327806e-06, 4.879003477532e-03, 5.320326607418e-06, 1.973442364352e-03, 2.762735600472e-06, 3.187582149607e-03, 3.040803981513e-06, 2.093134399383e+00, 5.153608069810e-03, 3.358843001984e+00, 6.689633994617e-03, 1.576075312500e-01, 1.215553620976e-04, 7.876565625000e-02, 8.593183504056e-05, 7.884187500000e-02, 8.597340159171e-05, 3.188968750000e-02, 4.464420980094e-05, 5.150948437500e-02, 4.913763405047e-05, 2.093134399383e+00, 5.153608069810e-03, 3.358843001984e+00, 6.689633994617e-03
 1.266666666667e+00, 9.367553035259e-03, 6.596765281484e-06, 4.676624713754e-03, 4.661054829278e-06, 4.690928321505e-03, 4.668177380676e-06, 2.770703435387e-03, 2.929323553317e-06, 3.640704852981e-03, 2.908008623226e-06, 2.919261630430e+00, 6.110158095327e-03, 3.864386429028e+00, 6.807768824024e-03, 1.890434062500e-01, 1.331270796492e-04, 9.437737500000e-02, 9.406316444948e-05, 9.466603125000e-02, 9.420690224016e-05, 5.591462500000e-02, 5.911568372691e-05, 7.347182812500e-02, 5.868553436205e-05, 2.919261630430e+00, 6.110158095327e-03, 3.864386429028e+00, 6.807768824024e-03
