# r, density, density error estimate, radial probability, probability error estimate
3.500000000e-02, 4.872090095e-02, 1.841476965e-02, 1.000000000e-03, 3.779644730e-04
1.050000000e-01, 5.369242145e-02, 7.306613089e-03, 7.714285714e-03, 1.049781318e-03
1.750000000e-01, 3.443432097e-02, 3.551629025e-03, 1.342857143e-02, 1.385051388e-03
2.450000000e-01, 3.724609416e-02, 2.646964652e-03, 2.828571429e-02, 2.010178183e-03
3.150000000e-01, 4.141847083e-02, 2.173905935e-03, 5.185714286e-02, 2.721794126e-03
3.850000000e-01, 4.321398593e-02, 1.818026052e-03, 8.071428571e-02, 3.395675521e-03
4.550000000e-01, 4.050027649e-02, 1.489826754e-03, 1.055714286e-01, 3.883507777e-03
5.250000000e-01, 3.644801127e-02, 1.225186496e-03, 1.264285714e-01, 4.249849937e-03
5.950000000e-01, 3.688547471e-02, 1.087693309e-03, 1.642857143e-01, 4.844521417e-03
6.650000000e-01, 3.713780852e-02, 9.766346449e-04, 2.065714286e-01, 5.432329526e-03
7.350000000e-01, 3.927951790e-02, 9.088196590e-04, 2.668571429e-01, 6.174337939e-03
8.050000000e-01, 3.876283267e-02, 8.243680190e-04, 3.158571429e-01, 6.717324540e-03
8.750000000e-01, 3.517165253e-02, 7.224679753e-04, 3.385714286e-01, 6.954663683e-03
9.450000000e-01, 3.510602395e-02, 6.683528350e-04, 3.941428571e-01, 7.503740564e-03
1.015000000e+00, 3.429324905e-02, 6.150327928e-04, 4.441428571e-01, 7.965486777e-03
1.085000000e+00, 3.177911748e-02, 5.538751992e-04, 4.702857143e-01, 8.196564736e-03
1.155000000e+00, 3.048996406e-02, 5.096547349e-04, 5.112857143e-01, 8.546392006e-03
1.225000000e+00, 2.999141423e-02, 4.765948578e-04, 5.657142857e-01, 8.989790127e-03
1.295000000e+00, 2.769141762e-02, 4.332075413e-04, 5.837142857e-01, 9.131689608e-03
1.365000000e+00, 2.824921651e-02, 4.151155640e-04, 6.615714286e-01, 9.721635875e-03
1.435000000e+00, 2.697946798e-02, 3.858937837e-04, 6.982857143e-01, 9.987747596e-03
1.505000000e+00, 2.390631086e-02, 3.463591666e-04, 6.805714286e-01, 9.860247958e-03
1.575000000e+00, 2.374416521e-02, 3.298437058e-04, 7.402857143e-01, 1.028372997e-02
1.645000000e+00, 2.172887495e-02, 3.021106265e-04, 7.390000000e-01, 1.027479579e-02
1.715000000e+00, 2.132481411e-02, 2.870743604e-04, 7.882857143e-01, 1.061189167e-02
1.785000000e+00, 1.965317737e-02, 2.647868343e-04, 7.870000000e-01, 1.060323401e-02
1.855000000e+00, 1.814522401e-02, 2.448259986e-04, 7.847142857e-01, 1.058782512e-02
1.925000000e+00, 1.706443191e-02, 2.287901404e-04, 7.947142857e-01, 1.065507448e-02
1.995000000e+00, 1.624220433e-02, 2.153789997e-04, 8.124285714e-01, 1.077317151e-02
2.065000000e+00, 1.526643321e-02, 2.017316266e-04, 8.181428571e-01, 1.081099214e-02
2.135000000e+00, 1.452624497e-02, 1.903291899e-04, 8.321428571e-01, 1.090309823e-02
2.205000000e+00, 1.316275600e-02, 1.754254638e-04, 8.042857143e-01, 1.071904656e-02
2.275000000e+00, 1.239162075e-02, 1.649725063e-04, 8.060000000e-01, 1.073046398e-02
2.345000000e+00, 1.149961271e-02, 1.541802282e-04, 7.947142857e-01, 1.065507448e-02
2.415000000e+00, 1.049769062e-02, 1.430410189e-04, 7.694285714e-01, 1.048419608e-02
2.485000000e+00, 9.596178510e-03, 1.329090200e-04, 7.447142857e-01, 1.031444400e-02
2.555000000e+00, 8.478575600e-03, 1.215074788e-04, 6.955714286e-01, 9.968317157e-03
2.625000000e+00, 8.174315653e-03, 1.161260288e-04, 7.078571429e-01, 1.005596584e-02
2.695000000e+00, 7.315412992e-03, 1.070026406e-04, 6.677142857e-01, 9.766665506e-03
2.765000000e+00, 6.875376018e-03, 1.011084709e-04, 6.605714286e-01, 9.714285714e-03
2.835000000e+00, 6.183638022e-03, 9.351988891e-05, 6.245714286e-01, 9.445871574e-03
2.905000000e+00, 5.635993518e-03, 8.713139094e-05, 5.977142857e-01, 9.240549502e-03
2.975000000e+00, 5.345646001e-03, 8.286080679e-05, 5.945714286e-01, 9.216223495e-03
3.045000000e+00, 4.493371800e-03, 7.422246369e-05, 5.235714286e-01, 8.648463353e-03
3.115000000e+00, 4.279641502e-03, 7.080803695e-05, 5.218571429e-01, 8.634293278e-03
3.185000000e+00, 3.722677115e-03, 6.458855307e-05, 4.745714286e-01, 8.233827686e-03
3.255000000e+00, 3.117948824e-03, 5.783905354e-05, 4.151428571e-01, 7.701046841e-03
3.325000000e+00, 2.915048734e-03, 5.474812979e-05, 4.050000000e-01, 7.606388293e-03
3.395000000e+00, 2.681676343e-03, 5.142825126e-05, 3.884285714e-01, 7.449147328e-03
3.465000000e+00, 2.474060170e-03, 4.839946408e-05, 3.732857143e-01, 7.302501668e-03
