#                 r,            density,      density error,          density A,    density error A,          density B,    density error B, radial probability,  probability error,     radial prob. A,      prob. error A,     radial prob. B,      prob. error B
 2.750000000000e-02, 7.174527862895e-03, 1.014631460733e-03, 5.165660061285e-03, 8.609433435474e-04, 2.008867801611e-03, 5.368925034964e-04, 9.090909090909e-05, 1.285648693066e-05, 6.545454545455e-05, 1.090909090909e-05, 2.545454545455e-05, 6.803013430498e-06
 8.250000000000e-02, 5.637129035132e-03, 3.399316709882e-04, 2.398342171311e-03, 2.217268121736e-04, 3.238786863821e-03, 2.576640481406e-04, 5.000000000000e-04, 3.015113445778e-05, 2.127272727273e-04, 1.966664332071e-05, 2.872727272727e-04, 2.285419107268e-05
 1.375000000000e-01, 5.399776233653e-03, 2.019401814549e-04, 2.688559914938e-03, 1.424933905052e-04, 2.711216318715e-03, 1.430925244322e-04, 1.300000000000e-03, 4.861724348044e-05, 6.472727272727e-04, 3.430538593475e-05, 6.527272727273e-04, 3.444962785727e-05
 1.925000000000e-01, 5.937406571942e-03, 1.517431843320e-04, 3.005545456078e-03, 1.079623798788e-04, 2.931861115864e-03, 1.066307578615e-04, 2.783636363636e-03, 7.114180926005e-05, 1.409090909091e-03, 5.061603966209e-05, 1.374545454545e-03, 4.999173485406e-05
 2.475000000000e-01, 5.563199474016e-03, 1.143955313141e-04, 2.834526581898e-03, 8.165579485112e-05, 2.728672892118e-03, 8.011659473466e-05, 4.300000000000e-03, 8.842048302391e-05, 2.190909090909e-03, 6.311474530076e-05, 2.109090909091e-03, 6.192504133064e-05
 3.025000000000e-01, 5.457371633732e-03, 9.276469682367e-05, 2.781509263769e-03, 6.622641104211e-05, 2.675862369963e-03, 6.495653513904e-05, 6.292727272727e-03, 1.069641169461e-04, 3.207272727273e-03, 7.636363636364e-05, 3.085454545455e-03, 7.489938154199e-05
 3.575000000000e-01, 5.646974843898e-03, 7.987626095624e-05, 2.860772369898e-03, 5.685274677016e-05, 2.786202474000e-03, 5.610688236782e-05, 9.087272727273e-03, 1.285391537610e-04, 4.603636363636e-03, 9.148905909388e-05, 4.483636363636e-03, 9.028879285771e-05
 4.125000000000e-01, 5.709905311003e-03, 6.962781423102e-05, 2.876603597573e-03, 4.942063467332e-05, 2.833301713430e-03, 4.904725663150e-05, 1.222727272727e-02, 1.491019951532e-04, 6.160000000000e-03, 1.058300524426e-04, 6.067272727273e-03, 1.050304953748e-04
 4.675000000000e-01, 5.740944783932e-03, 6.161315939970e-05, 2.959079464190e-03, 4.423439667554e-05, 2.781865319742e-03, 4.288938752144e-05, 1.578545454545e-02, 1.694131826225e-04, 8.136363636364e-03, 1.216280741842e-04, 7.649090909091e-03, 1.179298012231e-04
 5.225000000000e-01, 5.688262201556e-03, 5.488034327491e-05, 2.812626716435e-03, 3.859073626960e-05, 2.875635485121e-03, 3.902059907462e-05, 1.953272727273e-02, 1.884517168581e-04, 9.658181818182e-03, 1.325153975148e-04, 9.874545454545e-03, 1.339914885665e-04
 5.775000000000e-01, 5.646418454031e-03, 4.947481676467e-05, 2.784843926963e-03, 3.474546230697e-05, 2.861574527068e-03, 3.522087936115e-05, 2.368181818182e-02, 2.075038583730e-04, 1.168000000000e-02, 1.457270175237e-04, 1.200181818182e-02, 1.477209788869e-04
 6.325000000000e-01, 5.748658219615e-03, 4.558265864684e-05, 2.877039888597e-03, 3.224700235489e-05, 2.871618331018e-03, 3.221660454545e-05, 2.891818181818e-02, 2.293000488371e-04, 1.447272727273e-02, 1.622160583505e-04, 1.444545454545e-02, 1.620631445145e-04
 6.875000000000e-01, 5.593072232904e-03, 4.136665971784e-05, 2.813210392295e-03, 2.933771911819e-05, 2.779861840608e-03, 2.916331210877e-05, 3.323818181818e-02, 2.458313605935e-04, 1.671818181818e-02, 1.743464774949e-04, 1.652000000000e-02, 1.733100217424e-04
 7.425000000000e-01, 5.543667178302e-03, 3.813436968311e-05, 2.763045776229e-03, 2.692229247488e-05, 2.780621402073e-03, 2.700778256401e-05, 3.842363636364e-02, 2.643126123075e-04, 1.915090909091e-02, 1.866007360938e-04, 1.927272727273e-02, 1.871932752907e-04
 7.975000000000e-01, 5.567251700140e-03, 3.558093937751e-05, 2.740192099775e-03, 2.496246600434e-05, 2.827059600365e-03, 2.535504955562e-05, 4.451272727273e-02, 2.844859072168e-04, 2.190909090909e-02, 1.995863490918e-04, 2.260363636364e-02, 2.027252343966e-04
 8.525000000000e-01, 5.667578487643e-03, 3.358480262558e-05, 2.833789243822e-03, 2.374804168136e-05, 2.833789243822e-03, 2.374804168136e-05, 5.177818181818e-02, 3.068259258282e-04, 2.588909090909e-02, 2.169586927970e-04, 2.588909090909e-02, 2.169586927970e-04
 9.075000000000e-01, 5.497953983356e-03, 3.107428775804e-05, 2.764081260863e-03, 2.203312184633e-05, 2.733872722493e-03, 2.191239150285e-05, 5.691636363636e-02, 3.216897535214e-04, 2.861454545455e-02, 2.280930649559e-04, 2.830181818182e-02, 2.268432305353e-04
 9.625000000000e-01, 5.373010942719e-03, 2.896428205113e-05, 2.694000081532e-03, 2.050938830518e-05, 2.679010861187e-03, 2.045225234747e-05, 6.256727272727e-02, 3.372813034930e-04, 3.137090909091e-02, 2.388263313140e-04, 3.119636363636e-02, 2.381609983961e-04
 1.017500000000e+00, 5.358750567741e-03, 2.736265347924e-05, 2.657998404357e-03, 1.927097984784e-05, 2.700752163384e-03, 1.942534790239e-05, 6.973454545455e-02, 3.560759506687e-04, 3.458909090909e-02, 2.507773039937e-04, 3.514545454545e-02, 2.527861278755e-04
