#                 r,           dens_tot,           dens_err,             dens_A,         dens_err_A,             dens_B,         dens_err_B,         dens_alike,     dens_err_alike,        dens_unlike,    dens_err_unlike,       dens_alike_n,   dens_err_alike_n,      dens_unlike_n,  dens_err_unlike_n,           prob_tot,           prob_err,             prob_A,         prob_err_A,             prob_B,         prob_err_B,         prob_alike,     prob_err_alike,        prob_unlike,    prob_err_unlike,       prob_alike_n,   prob_err_alike_n,      prob_unlike_n,  prob_err_unlike_n
 3.000000000000e-02, 6.130412622799e-02, 2.125338178005e-03, 2.998891751778e-02, 1.486495453041e-03, 3.131520871021e-02, 1.519010743535e-03, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 9.244444444444e-04, 3.204934467079e-05, 4.522222222222e-04, 2.241582333537e-05, 4.722222222222e-04, 2.290614236454e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 9.000000000000e-02, 6.441985791815e-02, 8.234629268290e-04, 3.216782447677e-02, 5.818955224725e-04, 3.225203344137e-02, 5.826566680201e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 6.800000000000e-03, 8.692269873604e-05, 3.395555555556e-03, 6.142344427149e-05, 3.404444444444e-03, 6.150378890266e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 1.500000000000e-01, 6.499602451804e-02, 5.020532545009e-04, 3.334730398751e-02, 3.596141351895e-04, 3.164872053053e-02, 3.503357591324e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.862222222222e-02, 1.438449096238e-04, 9.554444444444e-03, 1.030342146217e-04, 9.067777777778e-03, 1.003758369428e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 2.100000000000e-01, 6.411204001377e-02, 3.573157224700e-04, 3.119174016077e-02, 2.492310403808e-04, 3.292029985300e-02, 2.560437736696e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 3.577111111111e-02, 1.993631836933e-04, 1.740333333333e-02, 1.390576752180e-04, 1.836777777778e-02, 1.428588183323e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 2.700000000000e-01, 6.454375553409e-02, 2.792192707822e-04, 3.211484875519e-02, 1.969569059832e-04, 3.242890677890e-02, 1.979176049815e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 5.937111111111e-02, 2.568421718382e-04, 2.954111111111e-02, 1.811724504171e-04, 2.983000000000e-02, 1.820561573923e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.300000000000e-01, 6.628702976781e-02, 2.316737208107e-04, 3.333541415900e-02, 1.642916236571e-04, 3.295161560881e-02, 1.633431214051e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 9.096222222222e-02, 3.179137238347e-04, 4.574444444444e-02, 2.254487979427e-04, 4.521777777778e-02, 2.241472179364e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 3.900000000000e-01, 6.591655622792e-02, 1.955593498157e-04, 3.292288714163e-02, 1.382070784016e-04, 3.299366908629e-02, 1.383555664946e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.262377777778e-01, 3.745186210736e-04, 6.305111111111e-02, 2.646824325932e-04, 6.318666666667e-02, 2.649668043499e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 4.500000000000e-01, 6.369118877847e-02, 1.666400991768e-04, 3.168711087561e-02, 1.175387748742e-04, 3.200407790286e-02, 1.181251838294e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 1.623144444444e-01, 4.246756205812e-04, 8.075333333333e-02, 2.995428615840e-04, 8.156111111111e-02, 3.010373013268e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 5.100000000000e-01, 6.384431680930e-02, 1.472361474676e-04, 3.191180206021e-02, 1.040947887275e-04, 3.193251474908e-02, 1.041285651533e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.089166666667e-01, 4.817983287950e-04, 1.044244444444e-01, 3.406275979627e-04, 1.044922222222e-01, 3.407381239835e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
 5.700000000000e-01, 6.279355286845e-02, 1.306640372622e-04, 3.122494042897e-02, 9.214024316581e-05, 3.156861243947e-02, 9.264591854474e-05, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 2.566111111111e-01, 5.339695279603e-04, 1.276033333333e-01, 3.765388180274e-04, 1.290077777778e-01, 3.786053028005e-04, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
