# r, density, density error estimate, radial probability, probability error estimate
3.214285714e-02, 4.313295445e-02, 8.804477459e-03, 7.466666667e-04, 1.524126951e-04
9.642857143e-02, 8.215800848e-02, 4.592772297e-03, 9.955555556e-03, 5.565324744e-04
1.607142857e-01, 8.125264885e-02, 2.772304603e-03, 2.672444444e-02, 9.118262776e-04
2.250000000e-01, 6.707951588e-02, 1.805065976e-03, 4.296444444e-02, 1.156145149e-03
2.892857143e-01, 6.620201411e-02, 1.396592374e-03, 6.990666667e-02, 1.474745427e-03
3.535714286e-01, 6.402794796e-02, 1.124509369e-03, 1.008622222e-01, 1.771421972e-03
4.178571429e-01, 6.012858382e-02, 9.224389009e-04, 1.321911111e-01, 2.027957678e-03
4.821428571e-01, 6.897444344e-02, 8.564455016e-04, 2.017866667e-01, 2.505555309e-03
5.464285714e-01, 6.488991900e-02, 7.330907364e-04, 2.437555556e-01, 2.753816656e-03
6.107142857e-01, 6.043521124e-02, 6.330811161e-04, 2.835155556e-01, 2.969929957e-03
6.750000000e-01, 6.048604137e-02, 5.730764563e-04, 3.465777778e-01, 3.283659506e-03
7.392857143e-01, 5.999138459e-02, 5.211325162e-04, 4.122844444e-01, 3.581428090e-03
8.035714286e-01, 6.041909141e-02, 4.811712343e-04, 4.905288889e-01, 3.906520033e-03
8.678571429e-01, 5.964951159e-02, 4.426992287e-04, 5.648222222e-01, 4.191926396e-03
9.321428571e-01, 6.013663499e-02, 4.138603917e-04, 6.568800000e-01, 4.520648921e-03
9.964285714e-01, 5.700958168e-02, 3.769686873e-04, 7.115422222e-01, 4.704983436e-03
1.060714286e+00, 5.550002248e-02, 3.494093593e-04, 7.849333333e-01, 4.941674630e-03
1.125000000e+00, 5.435620552e-02, 3.260361776e-04, 8.647333333e-01, 5.186792344e-03
1.189285714e+00, 5.254422632e-02, 3.032328597e-04, 9.341422222e-01, 5.390937068e-03
1.253571429e+00, 5.103688249e-02, 2.835294853e-04, 1.008062222e+00, 5.600172837e-03
1.317857143e+00, 5.013222551e-02, 2.673005987e-04, 1.094333333e+00, 5.834888682e-03
